date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,721,Air Force,9,True,9,2,7,win,9 - 2,657956,706,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1307029,2013
02/16/2013,home,11320,721,Air Force,9,True,6,1,5,win,6 - 1,658282,706,3,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1307029,2013
02/16/2013,home,11320,721,Air Force,9,True,13,8,5,win,13 - 8,658346,706,4,3,0,2,2,0,0,5,1,0,0,0,0,0,0,0,0,0,1307029,2013
02/17/2013,home,11320,721,Air Force,9,True,12,4,8,win,12 - 4,658520,706,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1307029,2013
02/20/2013,away,11320,26172,A&M-Corpus Christi,9,True,19,4,15,win,19 - 4,658815,706,5,4,0,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1307029,2013
02/22/2013,away,11320,671,Louisiana,9,True,6,18,-12,loss,6 - 18,658988,706,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1307029,2013
02/23/2013,away,11320,671,Louisiana,9,True,6,9,-3,loss,6 - 9,659173,706,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1307029,2013
02/24/2013,away,11320,671,Louisiana,9,True,1,2,-1,loss,1 - 2,659575,706,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1307029,2013
02/26/2013,home,11320,536,UTRGV,9,True,7,1,6,win,7 - 1,659945,706,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1307029,2013
03/01/2013,home,11320,464,Omaha,9,True,5,0,5,win,5 - 0,660218,706,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1307029,2013
03/02/2013,home,11320,539,Penn St.,9,True,3,2,1,win,3 - 2,660473,706,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1307029,2013
03/03/2013,home,11320,676,SFA,9,True,13,3,10,win,13 - 3,660984,706,4,1,0,3,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1307029,2013
03/05/2013,away,11320,670,Texas St.,9,True,0,6,-6,loss,0 - 6,661460,706,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1307029,2013
03/08/2013,home,11320,754,Washington St.,9,True,3,6,-3,loss,3 - 6,661949,706,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1307029,2013
03/09/2013,home,11320,754,Washington St.,9,True,12,3,9,win,12 - 3,662380,706,5,3,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1307029,2013
