AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2013,away,11320,109,UC Irvine,9,True,4,6,-2,loss,657851,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2013,away,11320,109,UC Irvine,9,True,0,5,-5,loss,658107,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2013,away,11320,109,UC Irvine,9,True,3,15,-12,loss,658430,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2013,home,11320,670,Texas St.,9,True,6,3,3,win,658716,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2013,home,11320,110,UCLA,9,True,3,4,-1,loss,658921,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2013,home,11320,110,UCLA,9,True,5,0,5,win,659106,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2013,home,11320,110,UCLA,9,True,4,5,-1,loss,659490,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2013,home,11320,541,Pepperdine,9,True,5,4,1,win,659946,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2013,neutral,11320,107,California,9,True,9,0,9,win,660349,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2013,neutral,11320,288,Houston,9,True,4,15,-11,loss,660793,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2013,neutral,11320,574,Rice,9,True,9,2,7,win,661156,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/05/2013,home,11320,366,Louisiana Tech,9,True,4,2,2,win,661417,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2013,home,11320,366,Louisiana Tech,9,True,5,4,1,win,661604,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2013,home,11320,301,Illinois,9,True,3,4,-1,loss,661888,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,home,11320,301,Illinois,11,True,4,5,-1,loss,662345,51,1422607,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2013,home,11320,301,Illinois,9,True,1,6,-5,loss,662459,51,1422607,2013
