R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,2,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,02/17/2017,home,12560,812,Xavier,9,True,2,6,-4,loss,205863,716,1772809,2017
0,4,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,02/18/2017,home,12560,812,Xavier,10,True,2,1,1,win,206139,716,1772809,2017
1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2017,home,12560,812,Xavier,9,True,2,8,-6,loss,206212,716,1772809,2017
0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,02/19/2017,home,12560,812,Xavier,9,True,5,2,3,win,206479,716,1772809,2017
1,5,2,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,02/24/2017,away,12560,474,New Orleans,9,True,12,9,3,win,206907,716,1772809,2017
0,6,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,02/25/2017,away,12560,474,New Orleans,13,True,2,3,-1,loss,207207,716,1772809,2017
0,5,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2017,away,12560,474,New Orleans,10,True,4,3,1,win,207661,716,1772809,2017
1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,02/28/2017,away,12560,9,UAB,9,True,4,2,2,win,208008,716,1772809,2017
1,5,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2017,neutral,12560,635,Seton Hall,9,True,6,3,3,win,208446,716,1772809,2017
1,5,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,03/04/2017,neutral,12560,646,South Alabama,9,True,4,6,-2,loss,208840,716,1772809,2017
1,5,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,03/05/2017,neutral,12560,655,Southeastern La.,9,True,4,5,-1,loss,209235,716,1772809,2017
