R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,02/14/2020,neutral,15204,30221,Davenport,9,True,8,6,2,win,1830185,661,1979842,2020
0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,02/14/2020,neutral,15204,30221,Davenport,9,True,1,10,-9,loss,1847660,661,1979842,2020
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,02/15/2020,neutral,15204,30221,Davenport,9,True,4,14,-10,loss,1830484,661,1979842,2020
1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,02/21/2020,home,15204,30002,Trevecca Nazarene,9,True,5,4,1,win,1831189,661,1979842,2020
1,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,02/22/2020,home,15204,30002,Trevecca Nazarene,9,True,7,6,1,win,1831602,661,1979842,2020
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,02/22/2020,home,15204,30002,Trevecca Nazarene,9,True,4,1,3,win,1847673,661,1979842,2020
0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,02/28/2020,home,15204,35,Ashland,9,True,7,10,-3,loss,1832357,661,1979842,2020
0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/29/2020,home,15204,35,Ashland,9,True,4,9,-5,loss,1832829,661,1979842,2020
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,03/01/2020,home,15204,35,Ashland,9,True,3,8,-5,loss,1833054,661,1979842,2020
2,5,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,03/07/2020,away,15204,30050,Ill. Springfield,9,True,16,11,5,win,1971334,661,1979842,2020
3,4,4,1,0,8,1,2,2,0,0,0,0,0,0,0,2,0,03/08/2020,away,15204,30050,Ill. Springfield,10,True,10,9,1,win,1971595,661,1979842,2020
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/08/2020,away,15204,30050,Ill. Springfield,9,True,0,11,-11,loss,1971596,661,1979842,2020
0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,03/10/2020,away,15204,11740,West Florida,9,True,1,4,-3,loss,1834992,661,1979842,2020
1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,03/11/2020,away,15204,11740,West Florida,9,True,3,9,-6,loss,1835134,661,1979842,2020
