AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2013,home,11320,430,Mississippi St.,9,True,5,4,1,win,667506,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2013,home,11320,430,Mississippi St.,9,True,1,4,-3,loss,668008,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/31/2013,home,11320,430,Mississippi St.,9,True,3,1,2,win,668587,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/04/2013,away,11320,8,Alabama,9,True,3,1,2,win,669227,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/05/2013,away,11320,8,Alabama,9,True,6,0,6,win,669323,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/06/2013,away,11320,8,Alabama,9,True,0,5,-5,loss,669607,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2013,home,11320,473,New Mexico,9,True,0,3,-3,loss,671106,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2013,home,11320,473,New Mexico,9,True,4,3,1,win,671171,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/12/2013,home,11320,365,LSU,9,True,2,6,-4,loss,671491,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2013,home,11320,365,LSU,9,True,8,3,5,win,671708,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2013,home,11320,365,LSU,10,True,3,5,-2,loss,672435,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2013,away,11320,463,Nebraska,9,True,0,3,-3,loss,673138,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2013,away,11320,463,Nebraska,9,True,2,4,-2,loss,673193,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2013,home,11320,697,Texas A&M,9,True,3,5,-2,loss,673628,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2013,home,11320,697,Texas A&M,9,True,12,2,10,win,673816,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2013,home,11320,697,Texas A&M,9,True,2,1,1,win,674572,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/26/2013,away,11320,257,Georgia,9,True,2,0,2,win,675559,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2013,away,11320,257,Georgia,9,True,2,1,1,win,675887,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2013,home,11320,669,Missouri St.,9,True,6,3,3,win,677081,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/03/2013,away,11320,334,Kentucky,9,True,2,1,1,win,677439,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,away,11320,334,Kentucky,9,True,5,3,2,win,677981,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/04/2013,away,11320,334,Kentucky,9,True,3,4,-1,loss,678095,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/10/2013,home,11320,694,Tennessee,9,True,3,8,-5,loss,678873,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/11/2013,home,11320,694,Tennessee,9,True,11,1,10,win,679078,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/2013,home,11320,694,Tennessee,9,True,10,2,8,win,679326,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/16/2013,away,11320,37,Auburn,9,True,0,3,-3,loss,679524,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/17/2013,away,11320,37,Auburn,9,True,1,0,1,win,679699,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/18/2013,away,11320,37,Auburn,9,True,6,11,-5,loss,679900,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/22/2013,neutral,11320,433,Ole Miss,10,True,2,1,1,win,680162,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/23/2013,neutral,11320,365,LSU,9,True,4,1,3,win,680234,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/25/2013,neutral,11320,365,LSU,9,True,1,3,-2,loss,680404,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/31/2013,neutral,11320,81,Bryant,9,True,1,4,-3,loss,680504,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/01/2013,neutral,11320,782,Wichita St.,9,True,3,1,2,win,680537,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/02/2013,neutral,11320,327,Kansas St.,9,True,3,4,-1,loss,680557,31,1437889,2013
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/02/2013,neutral,11320,81,Bryant,9,True,12,3,9,win,680569,31,1437889,2013
