R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,away,15204,235,Florida,9,True,2,9,-7,loss,1830348,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,235,Florida,9,True,0,10,-10,loss,1830644,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,away,15204,235,Florida,9,True,8,15,-7,loss,1830829,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,neutral,15204,71,Bowling Green,9,True,3,5,-2,loss,1831440,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,away,15204,460,UNCW,9,True,1,8,-7,loss,1831744,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,neutral,15204,71,Bowling Green,9,True,7,6,1,win,1968193,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,away,15204,460,UNCW,9,True,6,8,-2,loss,1832038,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,116,Canisius,9,True,2,3,-1,loss,1848590,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,116,Canisius,13,True,9,11,-2,loss,1832373,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,116,Canisius,9,True,2,2,0,tie,1833095,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2020,away,15204,742,Virginia Tech,9,True,5,10,-5,loss,1833576,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,5,Akron,9,True,3,1,2,win,1834259,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,5,Akron,9,True,2,1,1,win,1847918,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,5,Akron,9,True,4,7,-3,loss,1833948,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,5,Akron,9,True,18,3,15,win,1834687,388,2137197,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,away,15204,519,Ohio,9,True,3,2,1,win,1834968,388,2137197,2020
