date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,726,Navy,9,True,9,10,-1,loss,9 - 10,5212149,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
02/19/2022,away,15860,726,Navy,12,True,10,11,-1,loss,10 - 11,5212122,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
02/23/2022,away,15860,392,Maryland,9,True,2,3,-1,loss,2 - 3,5268527,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
02/26/2022,home,15860,606,Saint Joseph's,9,True,5,4,1,win,5 - 4,5257908,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
02/27/2022,home,15860,606,Saint Joseph's,9,True,3,6,-3,loss,3 - 6,5257926,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
02/27/2022,home,15860,606,Saint Joseph's,9,True,5,18,-13,loss,5 - 18,5257927,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/01/2022,away,15860,251,Georgetown,9,True,7,9,-2,loss,7 - 9,5220206,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/04/2022,home,15860,482,Niagara,9,True,5,2,3,win,5 - 2,5222964,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/05/2022,home,15860,482,Niagara,9,True,4,2,2,win,4 - 2,5224043,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/05/2022,home,15860,482,Niagara,9,True,7,4,3,win,7 - 4,5241979,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/06/2022,home,15860,482,Niagara,9,True,10,4,6,win,10 - 4,5257909,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/08/2022,away,15860,711,Towson,9,True,1,5,-4,loss,1 - 5,5228349,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/11/2022,home,15860,450,Mount St. Mary's,9,True,7,4,3,win,7 - 4,5231797,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/11/2022,home,15860,450,Mount St. Mary's,9,True,17,13,4,win,17 - 13,5231801,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/15/2022,away,15860,249,George Washington,9,True,0,2,-2,loss,0 - 2,5235444,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/16/2022,home,15860,400,Massachusetts,9,True,5,10,-5,loss,5 - 10,5236346,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/18/2022,home,15860,14,UAlbany,9,True,1,2,-1,loss,1 - 2,5238102,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/19/2022,home,15860,14,UAlbany,9,True,9,11,-2,loss,9 - 11,5241959,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/20/2022,home,15860,14,UAlbany,9,True,10,9,1,win,10 - 9,5241958,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/22/2022,home,15860,392,Maryland,9,True,7,13,-6,loss,7 - 13,5243144,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/25/2022,away,15860,272,Hartford,10,True,17,5,12,win,17 - 5,5247504,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/26/2022,away,15860,272,Hartford,9,True,16,9,7,win,16 - 9,5246167,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/27/2022,away,15860,272,Hartford,9,True,8,3,5,win,8 - 3,5247722,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
03/29/2022,home,15860,726,Navy,9,True,11,5,6,win,11 - 5,5251400,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
04/01/2022,home,15860,380,Maine,9,True,1,17,-16,loss,1 - 17,5252085,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308010,2022
