R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/07/2020,away,15204,103,Stanislaus St.,9,True,6,10,-4,loss,1829845,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,103,Stanislaus St.,9,True,2,7,-5,loss,1829954,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/08/2020,away,15204,103,Stanislaus St.,9,True,4,9,-5,loss,1849457,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,1001,Catawba,9,True,6,9,-3,loss,1830473,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,1001,Catawba,9,True,2,7,-5,loss,1848373,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,away,15204,1001,Catawba,9,True,1,12,-11,loss,1830771,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,neutral,15204,560,Queens (NY),9,True,19,14,5,win,1831563,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,neutral,15204,560,Queens (NY),9,True,10,0,10,win,1849819,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,neutral,15204,560,Queens (NY),9,True,6,2,4,win,1831921,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,neutral,15204,560,Queens (NY),9,True,11,2,9,win,1848763,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,349,Le Moyne,9,True,9,0,9,win,1832774,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,349,Le Moyne,9,True,9,12,-3,loss,1849170,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,349,Le Moyne,9,True,5,10,-5,loss,1970009,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,1013,Charleston (WV),9,True,5,7,-2,loss,1834221,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,1013,Charleston (WV),9,True,0,3,-3,loss,1847711,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,away,15204,1013,Charleston (WV),10,True,13,9,4,win,1834588,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,home,15204,546,Pitt.-Johnstown,9,True,9,18,-9,loss,1834887,638,2153205,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,home,15204,1460,Wilmington (DE),9,True,6,7,-1,loss,1835114,638,2153205,2020
