date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
03/01/2014,away,11620,718,Tulane,9,True,3,2,1,win,3 - 2,589221,590,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1437922,2014
03/02/2014,away,11620,718,Tulane,10,True,5,6,-1,loss,5 - 6,589731,590,5,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1437922,2014
03/03/2014,away,11620,718,Tulane,9,True,6,4,2,win,6 - 4,589919,590,4,2,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1437922,2014
03/05/2014,away,11620,365,LSU,9,True,1,8,-7,loss,1 - 8,590117,590,4,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/07/2014,away,11620,655,Southeastern La.,9,True,2,0,2,win,2 - 0,590336,590,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1437922,2014
03/08/2014,away,11620,655,Southeastern La.,9,True,2,6,-4,loss,2 - 6,590599,590,4,1,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/09/2014,away,11620,655,Southeastern La.,9,True,1,2,-1,loss,1 - 2,591127,590,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1437922,2014
03/11/2014,home,11620,164,UConn,9,True,0,5,-5,loss,0 - 5,591872,590,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/14/2014,home,11620,272,Hartford,10,True,0,1,-1,loss,0 - 1,592461,590,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/15/2014,away,11620,236,Fordham,9,True,4,2,2,win,4 - 2,592706,590,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/15/2014,away,11620,236,Fordham,9,True,6,0,6,win,6 - 0,592885,590,4,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1437922,2014
03/16/2014,away,11620,236,Fordham,9,True,6,7,-1,loss,6 - 7,593285,590,5,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/18/2014,away,11620,572,Rhode Island,9,True,9,10,-1,loss,9 - 10,593717,590,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1437922,2014
03/22/2014,home,11620,167,Cornell,9,True,3,0,3,win,3 - 0,594945,590,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
03/22/2014,home,11620,167,Cornell,9,True,5,3,2,win,5 - 3,594959,590,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1437922,2014
03/23/2014,home,11620,167,Cornell,9,True,7,2,5,win,7 - 2,595300,590,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1437922,2014
03/23/2014,home,11620,167,Cornell,9,True,2,1,1,win,2 - 1,595316,590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437922,2014
03/29/2014,away,11620,603,St. John's (NY),9,True,10,2,8,win,10 - 2,596157,590,4,1,2,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1437922,2014
04/02/2014,away,11620,683,Stony Brook,9,True,1,7,-6,loss,1 - 7,597444,590,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
04/05/2014,home,11620,222,Fairleigh Dickinson,9,True,6,2,4,win,6 - 2,598229,590,5,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1437922,2014
04/05/2014,away,11620,222,Fairleigh Dickinson,9,True,4,2,2,win,4 - 2,598562,590,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1437922,2014
04/06/2014,away,11620,222,Fairleigh Dickinson,9,True,3,2,1,win,3 - 2,598866,590,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1437922,2014
04/06/2014,away,11620,222,Fairleigh Dickinson,9,True,9,7,2,win,9 - 7,598989,590,4,2,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1437922,2014
04/08/2014,away,11620,272,Hartford,12,True,6,7,-1,loss,6 - 7,599181,590,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1437922,2014
04/12/2014,away,11620,471,NJIT,9,True,3,5,-2,loss,3 - 5,600374,590,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1437922,2014
04/12/2014,away,11620,471,NJIT,9,True,6,3,3,win,6 - 3,600853,590,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1437922,2014
04/13/2014,home,11620,471,NJIT,9,True,8,2,6,win,8 - 2,601244,590,3,0,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1437922,2014
04/13/2014,home,11620,471,NJIT,9,True,8,3,5,win,8 - 3,601262,590,3,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1437922,2014
04/16/2014,away,11620,813,Yale,9,True,2,5,-3,loss,2 - 5,601543,590,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
04/17/2014,home,11620,450,Mount St. Mary's,9,True,4,0,4,win,4 - 0,601886,590,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437922,2014
04/18/2014,home,11620,450,Mount St. Mary's,9,True,1,2,-1,loss,1 - 2,602408,590,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437922,2014
04/18/2014,home,11620,450,Mount St. Mary's,9,True,2,6,-4,loss,2 - 6,602421,590,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1437922,2014
04/19/2014,home,11620,450,Mount St. Mary's,9,True,5,6,-1,loss,5 - 6,603017,590,4,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1437922,2014
04/23/2014,home,11620,220,Fairfield,9,True,2,8,-6,loss,2 - 8,603817,590,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1437922,2014
04/25/2014,home,11620,361,LIU,9,True,12,1,11,win,12 - 1,604255,590,4,1,2,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,1437922,2014
04/26/2014,home,11620,361,LIU,9,True,3,4,-1,loss,3 - 4,604890,590,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437922,2014
04/26/2014,home,11620,361,LIU,9,True,3,7,-4,loss,3 - 7,604907,590,4,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1437922,2014
04/27/2014,home,11620,361,LIU,9,True,10,4,6,win,10 - 4,605301,590,3,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1437922,2014
04/29/2014,away,11620,220,Fairfield,9,True,1,2,-1,loss,1 - 2,605500,590,3,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1437922,2014
04/29/2014,away,11620,220,Fairfield,9,True,0,5,-5,loss,0 - 5,605512,590,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1437922,2014
05/02/2014,away,11620,81,Bryant,9,True,4,5,-1,loss,4 - 5,605775,590,4,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1437922,2014
05/03/2014,away,11620,81,Bryant,9,True,10,6,4,win,10 - 6,606221,590,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1437922,2014
05/03/2014,away,11620,81,Bryant,9,True,10,3,7,win,10 - 3,606364,590,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1437922,2014
05/04/2014,away,11620,81,Bryant,9,True,6,7,-1,loss,6 - 7,606597,590,3,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1437922,2014
05/09/2014,away,11620,748,Wagner,9,True,1,4,-3,loss,1 - 4,607197,590,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437922,2014
05/10/2014,away,11620,748,Wagner,9,True,2,6,-4,loss,2 - 6,607476,590,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1437922,2014
05/11/2014,away,11620,748,Wagner,9,True,4,3,1,win,4 - 3,607731,590,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1437922,2014
