R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,away,15204,149,Coastal Carolina,9,True,4,12,-8,loss,1830260,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,neutral,15204,742,Virginia Tech,9,True,7,5,2,win,1830421,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,neutral,15204,626,San Diego St.,9,True,11,4,7,win,1830715,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2020,away,15204,749,Wake Forest,9,True,2,6,-4,loss,1830987,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,220,Fairfield,9,True,1,0,1,win,1831204,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,220,Fairfield,9,True,6,2,4,win,1831586,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,220,Fairfield,9,True,3,1,2,win,1832008,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,home,15204,458,Charlotte,9,True,6,4,2,win,1832148,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,home,15204,27,App State,9,True,1,5,-4,loss,1832290,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,27,App State,9,True,5,6,-1,loss,1832570,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,27,App State,15,True,8,7,1,win,1832966,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,457,North Carolina,9,True,5,12,-7,loss,1833413,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,393,UMES,9,True,10,2,8,win,1833694,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,393,UMES,9,True,16,3,13,win,1834002,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,393,UMES,9,True,8,5,3,win,1971420,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,393,UMES,9,True,9,4,5,win,1834408,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,away,15204,19651,High Point,9,True,11,3,8,win,1834971,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2020,home,15204,0,0.0,9,True,11,3,8,win,1834971,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/14/2020,home,15204,0,0.0,9,True,11,3,8,win,1834971,459,2131269,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2020,home,15204,0,0.0,9,True,11,3,8,win,1834971,459,2131269,2020
