date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/26/2016,away,12360,2915,Wofford,9,True,4,12,-8,loss,4 - 12,293552,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
02/27/2016,home,12360,456,UNC Asheville,9,True,4,19,-15,loss,4 - 19,294144,576,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
02/28/2016,away,12360,10411,USC Upstate,9,True,3,10,-7,loss,3 - 10,294343,576,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
03/01/2016,home,12360,342,Lafayette,9,True,3,6,-3,loss,3 - 6,294790,576,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
03/04/2016,away,12360,1092,Gardner-Webb,9,True,1,6,-5,loss,1 - 6,295130,576,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1646953,2016
03/05/2016,away,12360,1092,Gardner-Webb,9,True,2,8,-6,loss,2 - 8,295458,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/05/2016,away,12360,1092,Gardner-Webb,9,True,2,6,-4,loss,2 - 6,295575,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/06/2016,away,12360,1092,Gardner-Webb,9,True,2,3,-1,loss,2 - 3,295927,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/11/2016,away,12360,19651,High Point,9,True,4,6,-2,loss,4 - 6,296881,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/12/2016,away,12360,19651,High Point,9,True,2,10,-8,loss,2 - 10,297617,576,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1646953,2016
03/12/2016,away,12360,19651,High Point,9,True,2,4,-2,loss,2 - 4,297663,576,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1646953,2016
03/15/2016,away,12360,115,Campbell,9,True,11,8,3,win,11 - 8,298245,576,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1646953,2016
03/16/2016,away,12360,115,Campbell,9,True,3,12,-9,loss,3 - 12,298460,576,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
03/18/2016,away,12360,741,VMI,9,True,2,1,1,win,2 - 1,298829,576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/18/2016,away,12360,741,VMI,9,True,2,5,-3,loss,2 - 5,298954,576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/20/2016,away,12360,741,VMI,9,True,1,4,-3,loss,1 - 4,299648,576,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
03/23/2016,home,12360,587,Rutgers,9,True,3,2,1,win,3 - 2,300295,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/25/2016,away,12360,439,Monmouth,9,True,4,8,-4,loss,4 - 8,300722,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/26/2016,away,12360,439,Monmouth,9,True,0,6,-6,loss,0 - 6,301261,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/26/2016,away,12360,439,Monmouth,9,True,3,5,-2,loss,3 - 5,301421,576,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1646953,2016
03/29/2016,home,12360,340,La Salle,9,True,5,2,3,win,5 - 2,301845,576,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
03/30/2016,away,12360,178,Delaware St.,9,True,11,7,4,win,11 - 7,302074,576,0,5,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/01/2016,away,12360,220,Fairfield,9,True,6,3,3,win,6 - 3,302499,576,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/02/2016,away,12360,220,Fairfield,9,True,7,6,1,win,7 - 6,302816,576,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/02/2016,away,12360,220,Fairfield,9,True,1,13,-12,loss,1 - 13,302984,576,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/05/2016,home,12360,352,Lehigh,10,True,10,9,1,win,10 - 9,303718,576,2,3,0,0,0,0,0,2,1,0,1,0,2,0,0,0,1,0,1646953,2016
04/08/2016,home,12360,590,Sacred Heart,9,True,4,1,3,win,4 - 1,304082,576,0,3,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1646953,2016
04/10/2016,home,12360,590,Sacred Heart,9,True,4,2,2,win,4 - 2,305083,576,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1646953,2016
04/10/2016,home,12360,590,Sacred Heart,9,True,4,7,-3,loss,4 - 7,305186,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/12/2016,away,12360,352,Lehigh,10,True,8,9,-1,loss,8 - 9,305385,576,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1646953,2016
04/16/2016,home,12360,116,Canisius,9,True,5,3,2,win,5 - 3,306541,576,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/16/2016,home,12360,116,Canisius,9,True,0,1,-1,loss,0 - 1,306790,576,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1646953,2016
04/17/2016,home,12360,116,Canisius,9,True,5,15,-10,loss,5 - 15,307116,576,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1646953,2016
04/20/2016,home,12360,554,Princeton,9,True,2,7,-5,loss,2 - 7,307833,576,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1646953,2016
04/23/2016,away,12360,482,Niagara,9,True,0,3,-3,loss,0 - 3,308602,576,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1646953,2016
04/23/2016,away,12360,482,Niagara,9,True,9,1,8,win,9 - 1,308808,576,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1646953,2016
04/24/2016,away,12360,482,Niagara,9,True,14,5,9,win,14 - 5,309220,576,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1646953,2016
04/27/2016,home,12360,606,Saint Joseph's,9,True,3,5,-2,loss,3 - 5,309897,576,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/29/2016,home,12360,639,Siena,9,True,2,5,-3,loss,2 - 5,310221,576,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
04/30/2016,home,12360,639,Siena,9,True,0,5,-5,loss,0 - 5,310540,576,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1646953,2016
04/30/2016,home,12360,639,Siena,9,True,20,7,13,win,20 - 7,310703,576,2,6,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1646953,2016
05/07/2016,away,12360,562,Quinnipiac,9,True,3,1,2,win,3 - 1,312084,576,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
05/08/2016,home,12360,562,Quinnipiac,9,True,5,2,3,win,5 - 2,312581,576,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1646953,2016
05/08/2016,home,12360,562,Quinnipiac,9,True,8,9,-1,loss,8 - 9,312585,576,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1646953,2016
05/11/2016,away,12360,635,Seton Hall,9,True,4,10,-6,loss,4 - 10,312705,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/14/2016,home,12360,386,Marist,9,True,2,6,-4,loss,2 - 6,313231,576,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/14/2016,home,12360,386,Marist,9,True,4,12,-8,loss,4 - 12,313245,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/15/2016,home,12360,386,Marist,9,True,1,4,-3,loss,1 - 4,313392,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/19/2016,home,12360,617,Saint Peter's,10,True,4,3,1,win,4 - 3,313646,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/20/2016,home,12360,617,Saint Peter's,9,True,7,8,-1,loss,7 - 8,313864,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
05/20/2016,home,12360,617,Saint Peter's,9,True,13,11,2,win,13 - 11,313874,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646953,2016
