date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,away,15860,485,Norfolk St.,9,True,12,3,9,win,12 - 3,5220669,386,0,4,2,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
02/19/2022,away,15860,485,Norfolk St.,9,True,13,5,8,win,13 - 5,5220671,386,1,2,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2118875,2022
02/20/2022,away,15860,485,Norfolk St.,9,True,12,8,4,win,12 - 8,5220672,386,0,4,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2118875,2022
02/25/2022,home,15860,513,Notre Dame,9,True,2,20,-18,loss,2 - 20,5215480,386,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2118875,2022
02/26/2022,home,15860,2915,Wofford,9,True,2,1,1,win,2 - 1,5216101,386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
03/04/2022,away,15860,2,Abilene Christian,9,True,2,9,-7,loss,2 - 9,5223564,386,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2118875,2022
03/05/2022,away,15860,2,Abilene Christian,9,True,1,23,-22,loss,1 - 23,5226157,386,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2118875,2022
03/06/2022,away,15860,2,Abilene Christian,9,True,8,10,-2,loss,8 - 10,5226132,386,0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2118875,2022
03/11/2022,away,15860,726,Navy,9,True,4,1,3,win,4 - 1,5230962,386,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
03/11/2022,away,15860,726,Navy,9,True,1,4,-3,loss,1 - 4,5231379,386,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2118875,2022
03/13/2022,away,15860,726,Navy,9,True,5,2,3,win,5 - 2,5233306,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
03/15/2022,away,15860,813,Yale,9,True,3,4,-1,loss,3 - 4,5249281,386,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2118875,2022
03/18/2022,away,15860,236,Fordham,11,True,10,4,6,win,10 - 4,5238137,386,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2118875,2022
03/19/2022,away,15860,236,Fordham,9,True,17,7,10,win,17 - 7,5239319,386,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2118875,2022
03/20/2022,away,15860,236,Fordham,9,True,2,0,2,win,2 - 0,5240782,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
03/23/2022,away,15860,272,Hartford,9,True,8,2,6,win,8 - 2,5244114,386,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2118875,2022
03/25/2022,home,15860,220,Fairfield,11,True,10,13,-3,loss,10 - 13,5255341,386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
03/26/2022,home,15860,220,Fairfield,9,True,8,4,4,win,8 - 4,5255344,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
03/27/2022,home,15860,220,Fairfield,9,True,4,7,-3,loss,4 - 7,5255306,386,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2118875,2022
03/29/2022,away,15860,410,Merrimack,9,True,2,11,-9,loss,2 - 11,5255876,386,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/02/2022,away,15860,639,Siena,9,True,6,3,3,win,6 - 3,5252242,386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
04/02/2022,away,15860,639,Siena,9,True,2,4,-2,loss,2 - 4,5253167,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/03/2022,away,15860,639,Siena,9,True,10,2,8,win,10 - 2,5254317,386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
04/08/2022,home,15860,562,Quinnipiac,9,True,17,10,7,win,17 - 10,5262009,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/10/2022,home,15860,562,Quinnipiac,9,True,7,3,4,win,7 - 3,5260761,386,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
04/10/2022,home,15860,562,Quinnipiac,9,True,17,5,12,win,17 - 5,5261302,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/12/2022,away,15860,164,UConn,9,True,4,15,-11,loss,4 - 15,5263307,386,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2118875,2022
04/14/2022,away,15860,116,Canisius,9,True,12,17,-5,loss,12 - 17,5264401,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/15/2022,away,15860,116,Canisius,9,True,18,17,1,win,18 - 17,5265620,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/16/2022,away,15860,116,Canisius,9,True,3,11,-8,loss,3 - 11,5267149,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/19/2022,home,15860,272,Hartford,9,True,13,4,9,win,13 - 4,5268824,386,2,3,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/20/2022,away,15860,158,Columbia,9,True,7,15,-8,loss,7 - 15,5270419,386,0,4,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2118875,2022
04/22/2022,away,15860,439,Monmouth,9,True,5,4,1,win,5 - 4,5271056,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/23/2022,away,15860,439,Monmouth,9,True,8,3,5,win,8 - 3,5272416,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/24/2022,away,15860,439,Monmouth,9,True,13,6,7,win,13 - 6,5274317,386,2,3,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/29/2022,home,15860,310,Iona,9,True,18,4,14,win,18 - 4,5278223,386,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2118875,2022
04/30/2022,home,15860,310,Iona,9,True,24,1,23,win,24 - 1,5279480,386,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2118875,2022
05/01/2022,home,15860,310,Iona,9,True,7,0,7,win,7 - 0,5280865,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
05/03/2022,away,15860,603,St. John's (NY),9,True,7,2,5,win,7 - 2,5282349,386,1,2,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,2118875,2022
05/08/2022,away,15860,576,Rider,9,True,13,1,12,win,13 - 1,5285218,386,1,3,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,2118875,2022
05/13/2022,home,15860,617,Saint Peter's,9,True,8,3,5,win,8 - 3,5287013,386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
05/14/2022,home,15860,617,Saint Peter's,9,True,11,4,7,win,11 - 4,5287537,386,1,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2118875,2022
05/15/2022,home,15860,617,Saint Peter's,9,True,11,1,10,win,11 - 1,5288063,386,1,2,2,1,0,6,1,3,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
05/17/2022,away,15860,127,Central Conn. St.,9,True,10,11,-1,loss,10 - 11,5288522,386,1,2,1,0,0,4,1,3,0,1,0,0,1,0,0,0,0,0,0,2118875,2022
05/26/2022,home,15860,116,Canisius,9,True,1,12,-11,loss,1 - 12,5290218,386,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
05/26/2022,home,15860,482,Niagara,9,True,4,7,-3,loss,4 - 7,5290262,386,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2118875,2022
