date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,stats_player_seq,season
02/19/2016,home,12360,380,Maine,9,True,3,4,-1,loss,3 - 4,292499,147,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1770742,2016
02/20/2016,home,12360,380,Maine,9,True,9,4,5,win,9 - 4,292730,147,1,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1770742,2016
02/21/2016,home,12360,380,Maine,9,True,19,2,17,win,19 - 2,293194,147,3,4,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1770742,2016
02/26/2016,home,12360,317,James Madison,9,True,6,1,5,win,6 - 1,293593,147,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1770742,2016
02/27/2016,home,12360,317,James Madison,9,True,10,1,9,win,10 - 1,293832,147,0,4,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1770742,2016
02/28/2016,home,12360,317,James Madison,9,True,11,2,9,win,11 - 2,294363,147,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1770742,2016
03/01/2016,home,12360,2915,Wofford,9,True,7,0,7,win,7 - 0,294730,147,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1770742,2016
03/04/2016,away,12360,648,South Carolina,9,True,1,8,-7,loss,1 - 8,295110,147,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1770742,2016
03/05/2016,home,12360,648,South Carolina,9,True,5,0,5,win,5 - 0,295606,147,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1770742,2016
03/06/2016,home,12360,648,South Carolina,9,True,4,1,3,win,4 - 1,295845,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770742,2016
03/09/2016,home,12360,792,Winthrop,9,True,4,3,1,win,4 - 3,296557,147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1770742,2016
03/11/2016,away,12360,749,Wake Forest,9,True,4,6,-2,loss,4 - 6,296844,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770742,2016
03/12/2016,away,12360,749,Wake Forest,9,True,6,5,1,win,6 - 5,297190,147,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1770742,2016
03/13/2016,away,12360,749,Wake Forest,9,True,13,8,5,win,13 - 8,297754,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770742,2016
03/15/2016,away,12360,141,The Citadel,9,True,12,1,11,win,12 - 1,298138,147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770742,2016
03/16/2016,away,12360,141,The Citadel,9,True,5,4,1,win,5 - 4,298369,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770742,2016
