date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,home,11320,735,Valparaiso,9,True,4,3,1,win,4 - 3,657959,14927,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1108108,2013
02/16/2013,home,11320,519,Ohio,9,True,5,1,4,win,5 - 1,658177,14927,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1108108,2013
02/17/2013,home,11320,735,Valparaiso,9,True,7,3,4,win,7 - 3,658523,14927,4,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1108108,2013
02/19/2013,home,11320,736,Vanderbilt,9,True,3,9,-6,loss,3 - 9,658721,14927,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1108108,2013
02/23/2013,away,11320,257,Georgia,10,True,1,2,-1,loss,1 - 2,659313,14927,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1108108,2013
02/23/2013,away,11320,257,Georgia,9,True,11,10,1,win,11 - 10,659376,14927,2,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1108108,2013
02/24/2013,away,11320,257,Georgia,11,True,5,4,1,win,5 - 4,659618,14927,4,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1108108,2013
02/26/2013,home,11320,772,Western Ky.,9,True,13,4,9,win,13 - 4,659968,14927,4,2,0,2,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1108108,2013
02/27/2013,away,11320,772,Western Ky.,11,True,7,6,1,win,7 - 6,660066,14927,6,2,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,1108108,2013
03/01/2013,home,11320,299,Illinois St.,9,True,5,3,2,win,5 - 3,660197,14927,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1108108,2013
03/02/2013,home,11320,299,Illinois St.,9,True,6,5,1,win,6 - 5,660437,14927,3,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1108108,2013
03/03/2013,home,11320,299,Illinois St.,9,True,3,14,-11,loss,3 - 14,660917,14927,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108108,2013
03/08/2013,home,11320,654,Southeast Mo. St.,9,True,0,1,-1,loss,0 - 1,661933,14927,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108108,2013
03/09/2013,home,11320,654,Southeast Mo. St.,9,True,11,6,5,win,11 - 6,662254,14927,5,3,0,2,2,0,0,3,0,0,0,0,1,0,1,0,0,0,1108108,2013
03/10/2013,home,11320,654,Southeast Mo. St.,9,True,6,2,4,win,6 - 2,662788,14927,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1108108,2013
03/12/2013,home,11320,86,Buffalo,9,True,9,2,7,win,9 - 2,663172,14927,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1108108,2013
03/15/2013,home,11320,503,NIU,9,True,4,3,1,win,4 - 3,663831,14927,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108108,2013
