date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,stats_player_seq,season
02/18/2022,home,15860,434,Missouri,9,True,1,12,-11,loss,1 - 12,5208022,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/19/2022,home,15860,434,Missouri,9,True,2,14,-12,loss,2 - 14,5210250,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/20/2022,home,15860,434,Missouri,9,True,9,8,1,win,9 - 8,5211267,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/21/2022,home,15860,434,Missouri,9,True,4,7,-3,loss,4 - 7,5212118,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/23/2022,home,15860,718,Tulane,9,True,5,7,-2,loss,5 - 7,5213828,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/25/2022,home,15860,432,Mississippi Val.,9,True,11,1,10,win,11 - 1,5215485,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/26/2022,home,15860,432,Mississippi Val.,9,True,10,0,10,win,10 - 0,5216931,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
02/27/2022,home,15860,432,Mississippi Val.,9,True,16,10,6,win,16 - 10,5218468,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/01/2022,home,15860,366,Louisiana Tech,9,True,5,4,1,win,5 - 4,5220459,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/02/2022,away,15860,314,Jackson St.,9,True,3,9,-6,loss,3 - 9,5221776,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/04/2022,away,15860,404,Memphis,9,True,14,8,6,win,14 - 8,5223365,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/05/2022,away,15860,404,Memphis,9,True,14,9,5,win,14 - 9,5225248,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/06/2022,away,15860,404,Memphis,9,True,6,9,-3,loss,6 - 9,5226547,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/09/2022,home,15860,2810,St. Thomas (TX),9,True,10,0,10,win,10 - 0,5229719,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/11/2022,home,15860,498,ULM,9,True,8,10,-2,loss,8 - 10,5231800,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/12/2022,home,15860,498,ULM,9,True,5,2,3,win,5 - 2,5234997,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/13/2022,home,15860,498,ULM,9,True,1,2,-1,loss,1 - 2,5233255,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/16/2022,away,15860,718,Tulane,9,True,3,5,-2,loss,3 - 5,5236749,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/23/2022,home,15860,671,Louisiana,9,True,6,5,1,win,6 - 5,5244052,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/25/2022,away,15860,655,Southeastern La.,9,True,6,4,2,win,6 - 4,5245578,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/26/2022,away,15860,655,Southeastern La.,9,True,11,4,7,win,11 - 4,5246725,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/27/2022,away,15860,655,Southeastern La.,9,True,10,7,3,win,10 - 7,5248051,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
03/29/2022,home,15860,346,Lamar University,9,True,5,2,3,win,5 - 2,5249734,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/01/2022,home,15860,402,McNeese,9,True,0,2,-2,loss,0 - 2,5251784,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/02/2022,home,15860,402,McNeese,9,True,1,5,-4,loss,1 - 5,5253976,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/03/2022,home,15860,402,McNeese,10,True,8,7,1,win,8 - 7,5254855,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/06/2022,home,15860,314,Jackson St.,9,True,9,6,3,win,9 - 6,5257408,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/08/2022,away,15860,287,Houston Baptist,9,True,11,1,10,win,11 - 1,5260452,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/09/2022,away,15860,287,Houston Baptist,9,True,5,6,-1,loss,5 - 6,5260453,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/10/2022,away,15860,287,Houston Baptist,9,True,2,9,-7,loss,2 - 9,5261296,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/14/2022,home,15860,508,Northwestern St.,9,True,8,2,6,win,8 - 2,5264668,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/15/2022,home,15860,508,Northwestern St.,9,True,6,0,6,win,6 - 0,5265970,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/16/2022,home,15860,508,Northwestern St.,9,True,7,10,-3,loss,7 - 10,5267216,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/19/2022,home,15860,665,Southern U.,9,True,3,0,3,win,3 - 0,5269154,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/22/2022,away,15860,2743,UIW,9,True,4,11,-7,loss,4 - 11,5271478,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/23/2022,away,15860,2743,UIW,9,True,5,3,2,win,5 - 3,5273623,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/24/2022,away,15860,2743,UIW,9,True,8,7,1,win,8 - 7,5274615,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/29/2022,home,15860,474,New Orleans,9,True,12,2,10,win,12 - 2,5278602,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
04/30/2022,home,15860,474,New Orleans,9,True,6,4,2,win,6 - 4,5280391,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/01/2022,home,15860,474,New Orleans,9,True,2,6,-4,loss,2 - 6,5281159,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/03/2022,away,15860,365,LSU,9,True,6,10,-4,loss,6 - 10,5282394,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/06/2022,away,15860,26172,A&M-Corpus Christi,9,True,6,7,-1,loss,6 - 7,5283881,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/07/2022,away,15860,26172,A&M-Corpus Christi,9,True,4,5,-1,loss,4 - 5,5285454,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/08/2022,away,15860,26172,A&M-Corpus Christi,9,True,10,11,-1,loss,10 - 11,5285421,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/12/2022,home,15860,655,Southeastern La.,9,True,2,3,-1,loss,2 - 3,5286707,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/14/2022,home,15860,655,Southeastern La.,9,True,6,8,-2,loss,6 - 8,5287434,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/14/2022,home,15860,655,Southeastern La.,11,True,4,3,1,win,4 - 3,5287644,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/17/2022,away,15860,671,Louisiana,9,True,1,6,-5,loss,1 - 6,5288638,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/19/2022,home,15860,508,Northwestern St.,9,True,7,6,1,win,7 - 6,5288789,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/20/2022,home,15860,402,McNeese,10,True,4,8,-4,loss,4 - 8,5289882,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
05/21/2022,home,15860,2743,UIW,9,True,8,9,-1,loss,8 - 9,5289558,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2130760,2022
