R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/26/2016,neutral,12360,1277,Alliance,10,True,7,2,5,win,293710,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2016,neutral,12360,21323,Chestnut Hill,9,True,12,8,4,win,294127,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/27/2016,neutral,12360,162,Concordia (NY),10,True,1,0,1,win,294289,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2016,neutral,12360,8956,Dominican (NY),9,True,2,3,-1,loss,294511,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2016,away,12360,3,Adelphi,9,True,4,6,-2,loss,295921,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2016,home,12360,74,Bridgeport,9,True,3,3,0,tie,296397,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,560,Queens (NY),9,True,3,5,-2,loss,297329,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/12/2016,away,12360,560,Queens (NY),9,True,6,7,-1,loss,297427,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2016,home,12360,560,Queens (NY),9,True,9,7,2,win,297869,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/13/2016,home,12360,560,Queens (NY),9,True,3,4,-1,loss,297889,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2016,neutral,12360,1348,St. Thomas Aquinas,9,True,3,7,-4,loss,298482,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2016,neutral,12360,1348,St. Thomas Aquinas,9,True,12,3,9,win,298582,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/18/2016,neutral,12360,468,Southern N.H.,11,True,6,7,-1,loss,298850,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/19/2016,neutral,12360,3,Adelphi,9,True,5,6,-1,loss,299379,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/21/2016,away,12360,24639,Nova Southeastern,9,True,2,4,-2,loss,299899,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/22/2016,away,12360,20794,Lynn,9,True,22,14,8,win,300002,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2016,away,12360,533,Pace,9,True,0,1,-1,loss,300700,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,533,Pace,9,True,1,13,-12,loss,301244,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/26/2016,away,12360,533,Pace,14,True,3,4,-1,loss,301404,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/29/2016,home,12360,1318,Post,10,True,4,3,1,win,301906,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2016,home,12360,470,New Haven,9,True,6,4,2,win,302117,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2016,away,12360,3,Adelphi,9,True,4,6,-2,loss,304121,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,410,Merrimack,9,True,4,6,-2,loss,304516,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/09/2016,away,12360,410,Merrimack,9,True,3,8,-5,loss,304653,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,36,Assumption,9,True,8,15,-7,loss,304950,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2016,away,12360,36,Assumption,9,True,7,8,-1,loss,305018,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2016,away,12360,470,New Haven,9,True,0,6,-6,loss,305644,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,1347,Saint Rose,9,True,6,4,2,win,306534,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/16/2016,away,12360,1347,Saint Rose,9,True,5,6,-1,loss,306784,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/17/2016,away,12360,1347,Saint Rose,9,True,3,6,-3,loss,307113,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/19/2016,home,12360,3,Adelphi,9,True,8,6,2,win,307637,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,468,Southern N.H.,9,True,0,11,-11,loss,308257,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2016,away,12360,468,Southern N.H.,9,True,5,7,-2,loss,308287,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/25/2016,away,12360,1318,Post,9,True,11,1,10,win,309520,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2016,home,12360,470,New Haven,9,True,10,5,5,win,309809,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,22,American Int'l,9,True,8,4,4,win,310592,658,1418601,2016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/30/2016,away,12360,22,American Int'l,9,True,1,3,-2,loss,310755,658,1418601,2016
