date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/13/2015,away,12080,415,Miami (FL),9,True,2,5,-3,loss,2 - 5,404807,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
02/14/2015,away,12080,415,Miami (FL),9,True,5,9,-4,loss,5 - 9,405123,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
02/14/2015,away,12080,415,Miami (FL),9,True,3,9,-6,loss,3 - 9,405243,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
02/15/2015,away,12080,415,Miami (FL),9,True,4,25,-21,loss,4 - 25,405446,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
02/27/2015,away,12080,523,Old Dominion,9,True,0,3,-3,loss,0 - 3,406660,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
02/28/2015,away,12080,523,Old Dominion,9,True,2,3,-1,loss,2 - 3,406968,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/01/2015,away,12080,523,Old Dominion,9,True,13,9,4,win,13 - 9,407169,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/06/2015,away,12080,229,Fla. Atlantic,9,True,5,18,-13,loss,5 - 18,407658,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/07/2015,away,12080,229,Fla. Atlantic,9,True,3,10,-7,loss,3 - 10,407855,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/08/2015,away,12080,229,Fla. Atlantic,9,True,4,12,-8,loss,4 - 12,408344,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/11/2015,home,12080,310,Iona,9,True,12,3,9,win,12 - 3,409071,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/14/2015,home,12080,129,Central Mich.,9,True,1,3,-2,loss,1 - 3,410030,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/14/2015,home,12080,129,Central Mich.,9,True,2,9,-7,loss,2 - 9,410091,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/16/2015,away,12080,305,Indiana St.,9,True,4,14,-10,loss,4 - 14,410603,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/16/2015,home,12080,116,Canisius,9,True,12,8,4,win,12 - 8,410683,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/18/2015,away,12080,47,Ball St.,9,True,2,6,-4,loss,2 - 6,411063,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/20/2015,away,12080,559,Purdue,9,True,5,9,-4,loss,5 - 9,411384,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/21/2015,away,12080,559,Purdue,9,True,4,1,3,win,4 - 1,411670,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/22/2015,away,12080,559,Purdue,9,True,5,2,3,win,5 - 2,412241,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/24/2015,home,12080,471,NJIT,9,True,5,3,2,win,5 - 3,412732,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/25/2015,home,12080,576,Rider,9,True,9,3,6,win,9 - 3,412967,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/27/2015,home,12080,518,Ohio St.,9,True,4,13,-9,loss,4 - 13,413188,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/28/2015,home,12080,518,Ohio St.,9,True,4,2,2,win,4 - 2,413419,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/29/2015,home,12080,518,Ohio St.,9,True,0,1,-1,loss,0 - 1,413951,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
03/31/2015,home,12080,381,Manhattan,9,True,0,2,-2,loss,0 - 2,414641,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
04/01/2015,home,12080,439,Monmouth,9,True,4,6,-2,loss,4 - 6,414799,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1438959,2015
