R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,neutral,15204,541,Pepperdine,9,True,4,5,-1,loss,1830213,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,neutral,15204,529,Oregon,9,True,6,5,1,win,1830655,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,neutral,15204,428,Minnesota,9,True,7,3,4,win,1830921,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2020,home,15204,109,UC Irvine,9,True,9,1,8,win,1831026,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,463,Nebraska,9,True,12,11,1,win,1831357,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,1356,Seattle U,9,True,6,2,4,win,1831751,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2020,home,15204,312,Iowa,9,True,10,5,5,win,1832044,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2020,away,15204,99,Long Beach St.,9,True,3,10,-7,loss,1832162,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,home,15204,439,Monmouth,9,True,7,0,7,win,1832510,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,home,15204,439,Monmouth,10,True,4,3,1,win,1832925,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,home,15204,439,Monmouth,9,True,11,7,4,win,1833201,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,away,15204,305,Indiana St.,9,True,1,5,-4,loss,1833411,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,306,Indiana,9,True,2,9,-7,loss,1834014,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,away,15204,306,Indiana,9,True,6,2,4,win,1849479,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,away,15204,306,Indiana,9,True,13,5,8,win,1834397,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2020,home,15204,30135,California Baptist,9,True,2,0,2,win,1835033,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/14/2020,home,15204,0,0.0,9,True,2,0,2,win,1835033,627,2309232,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/15/2020,home,15204,0,0.0,9,True,2,0,2,win,1835033,627,2309232,2020
