R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/14/2020,neutral,15204,746,Virginia,9,True,0,6,-6,loss,1830296,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,neutral,15204,746,Virginia,9,True,7,2,5,win,1830716,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,neutral,15204,746,Virginia,9,True,5,1,4,win,1830638,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2020,home,15204,699,Texas Southern,9,True,14,1,13,win,1830977,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/19/2020,home,15204,699,Texas Southern,9,True,12,1,11,win,1831058,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,299,Illinois St.,9,True,2,1,1,win,1968249,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/21/2020,home,15204,299,Illinois St.,9,True,4,1,3,win,1968270,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,299,Illinois St.,9,True,3,2,1,win,1831510,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/22/2020,home,15204,299,Illinois St.,9,True,5,7,-2,loss,1849669,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/28/2020,neutral,15204,31,Arkansas,9,True,6,3,3,win,1832424,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/29/2020,neutral,15204,434,Missouri,10,True,7,8,-1,loss,1832646,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/01/2020,neutral,15204,365,LSU,9,True,1,0,1,win,1833041,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2020,home,15204,1045,DBU,9,True,10,3,7,win,1833496,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2020,home,15204,2678,Ark.-Pine Bluff,9,True,13,2,11,win,1833613,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/06/2020,home,15204,626,San Diego St.,9,True,4,5,-1,loss,1833960,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/07/2020,home,15204,626,San Diego St.,9,True,8,4,4,win,1834289,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/08/2020,home,15204,626,San Diego St.,10,True,9,8,1,win,1834611,522,1977604,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,away,15204,702,UT Arlington,9,True,3,0,3,win,1835040,522,1977604,2020
