R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,02/15/2020,away,15204,652,Sewanee,9,True,4,9,-5,loss,1830417,120,2146450,2020
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/15/2020,away,15204,652,Sewanee,9,True,3,11,-8,loss,1848184,120,2146450,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2020,away,15204,652,Sewanee,9,True,3,4,-1,loss,1830710,120,2146450,2020
2,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,02/25/2020,neutral,15204,804,Wis.-Superior,9,True,5,2,3,win,1831115,120,2146450,2020
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,02/25/2020,neutral,15204,804,Wis.-Superior,9,True,7,10,-3,loss,1847803,120,2146450,2020
0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,03/08/2020,neutral,15204,531,Otterbein,9,True,4,12,-8,loss,1834469,120,2146450,2020
1,3,1,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,03/09/2020,neutral,15204,30165,SUNY Canton,9,True,8,6,2,win,1971940,120,2146450,2020
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/10/2020,neutral,15204,582,Rockford,9,True,3,0,3,win,1834870,120,2146450,2020
0,5,2,1,0,3,0,1,0,0,0,0,2,1,0,0,0,0,03/12/2020,neutral,15204,276,Haverford,9,True,4,18,-14,loss,1835272,120,2146450,2020
1,4,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,03/13/2020,neutral,15204,1164,Lakeland,10,True,4,3,1,win,1835382,120,2146450,2020
1,4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,03/14/2020,neutral,15204,582,Rockford,9,True,3,7,-4,loss,1972734,120,2146450,2020
