date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/17/2014,home,11620,116,Canisius,9,True,7,15,-8,loss,7 - 15,587529,489,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1428673,2014
02/21/2014,home,11620,482,Niagara,9,True,1,7,-6,loss,1 - 7,587993,489,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1428673,2014
02/22/2014,home,11620,482,Niagara,9,True,7,8,-1,loss,7 - 8,588231,489,4,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1428673,2014
02/22/2014,home,11620,482,Niagara,9,True,5,3,2,win,5 - 3,588329,489,2,1,1,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,1428673,2014
02/23/2014,home,11620,482,Niagara,9,True,2,22,-20,loss,2 - 22,588723,489,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428673,2014
02/25/2014,away,11620,19651,High Point,9,True,3,16,-13,loss,3 - 16,588792,489,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1428673,2014
03/01/2014,away,11620,488,N.C. A&T,10,True,5,6,-1,loss,5 - 6,589319,489,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1428673,2014
03/01/2014,away,11620,488,N.C. A&T,9,True,1,5,-4,loss,1 - 5,589438,489,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1428673,2014
03/02/2014,away,11620,488,N.C. A&T,9,True,9,3,6,win,9 - 3,589718,489,4,3,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1428673,2014
03/04/2014,away,11620,456,UNC Asheville,9,True,4,8,-4,loss,4 - 8,590001,489,3,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1428673,2014
03/05/2014,home,11620,363,Longwood,9,True,16,12,4,win,16 - 12,590213,489,2,2,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1428673,2014
03/08/2014,away,11620,61,Bethune-Cookman,9,True,1,12,-11,loss,1 - 12,590690,489,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428673,2014
03/08/2014,away,11620,61,Bethune-Cookman,9,True,3,2,1,win,3 - 2,590799,489,4,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1428673,2014
03/09/2014,away,11620,61,Bethune-Cookman,9,True,7,4,3,win,7 - 4,591113,489,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1428673,2014
03/11/2014,away,11620,165,Coppin St.,12,True,8,11,-3,loss,8 - 11,591796,489,5,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1428673,2014
03/11/2014,away,11620,165,Coppin St.,9,True,1,5,-4,loss,1 - 5,591820,489,4,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1428673,2014
03/15/2014,home,11620,632,Savannah St.,9,True,5,4,1,win,5 - 4,593185,489,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1428673,2014
03/15/2014,home,11620,632,Savannah St.,9,True,4,5,-1,loss,4 - 5,3255123,489,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1428673,2014
03/16/2014,home,11620,632,Savannah St.,9,True,9,8,1,win,9 - 8,593413,489,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1428673,2014
03/19/2014,away,11620,244,Furman,10,True,3,2,1,win,3 - 2,593807,489,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1428673,2014
03/22/2014,away,11620,228,Florida A&M,9,True,5,13,-8,loss,5 - 13,594578,489,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1428673,2014
