date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/15/2013,away,11320,664,Southern Miss.,9,True,2,5,-3,loss,2 - 5,657913,434,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1100135,2013
02/16/2013,away,11320,664,Southern Miss.,9,True,3,5,-2,loss,3 - 5,658168,434,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1100135,2013
02/17/2013,away,11320,664,Southern Miss.,9,True,1,6,-5,loss,1 - 6,658484,434,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1100135,2013
02/22/2013,away,11320,404,Memphis,9,True,0,6,-6,loss,0 - 6,658952,434,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1100135,2013
02/23/2013,away,11320,404,Memphis,9,True,3,5,-2,loss,3 - 5,659143,434,4,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1100135,2013
02/24/2013,away,11320,404,Memphis,9,True,2,8,-6,loss,2 - 8,659529,434,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1100135,2013
03/06/2013,home,11320,204,Eastern Mich.,9,True,7,1,6,win,7 - 1,1880447,434,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1100135,2013
03/06/2013,home,11320,204,Eastern Mich.,9,True,1,0,1,win,1 - 0,661592,434,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1100135,2013
03/08/2013,home,11320,629,San Francisco,9,True,6,2,4,win,6 - 2,661929,434,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1100135,2013
03/09/2013,home,11320,629,San Francisco,9,True,3,8,-5,loss,3 - 8,662246,434,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1100135,2013
03/12/2013,home,11320,314,Jackson St.,9,True,9,3,6,win,9 - 3,663197,434,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1100135,2013
03/13/2013,home,11320,499,Truman St.,9,True,14,4,10,win,14 - 4,663514,434,3,2,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1100135,2013
03/15/2013,home,11320,648,South Carolina,9,True,1,4,-3,loss,1 - 4,663853,434,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100135,2013
