date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/21/2014,away,11620,430,Mississippi St.,9,True,2,6,-4,loss,2 - 6,587793,285,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1436858,2014
02/22/2014,away,11620,430,Mississippi St.,9,True,4,8,-4,loss,4 - 8,588154,285,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1436858,2014
02/22/2014,away,11620,430,Mississippi St.,9,True,7,6,1,win,7 - 6,588256,285,5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1436858,2014
02/23/2014,away,11620,430,Mississippi St.,9,True,6,1,5,win,6 - 1,588495,285,5,2,3,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1436858,2014
03/01/2014,away,11620,48,Charleston So.,15,True,0,1,-1,loss,0 - 1,589308,285,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1436858,2014
03/01/2014,away,11620,48,Charleston So.,9,True,7,1,6,win,7 - 1,589427,285,5,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1436858,2014
03/02/2014,away,11620,48,Charleston So.,9,True,4,10,-6,loss,4 - 10,589691,285,4,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1436858,2014
03/03/2014,away,11620,48,Charleston So.,9,True,7,12,-5,loss,7 - 12,589917,285,4,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1436858,2014
03/07/2014,away,11620,253,Ga. Southern,9,True,1,3,-2,loss,1 - 3,590297,285,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1436858,2014
03/08/2014,away,11620,253,Ga. Southern,9,True,1,7,-6,loss,1 - 7,590754,285,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436858,2014
03/08/2014,away,11620,253,Ga. Southern,9,True,2,6,-4,loss,2 - 6,591029,285,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1436858,2014
03/09/2014,away,11620,253,Ga. Southern,9,True,8,9,-1,loss,8 - 9,591082,285,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1436858,2014
03/15/2014,away,11620,603,St. John's (NY),9,True,3,5,-2,loss,3 - 5,592684,285,3,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1436858,2014
03/15/2014,away,11620,603,St. John's (NY),9,True,3,9,-6,loss,3 - 9,592857,285,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1436858,2014
03/16/2014,away,11620,603,St. John's (NY),9,True,3,4,-1,loss,3 - 4,593223,285,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1436858,2014
03/22/2014,away,11620,813,Yale,9,True,3,4,-1,loss,3 - 4,594553,285,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436858,2014
03/22/2014,away,11620,813,Yale,9,True,10,3,7,win,10 - 3,594737,285,5,1,2,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1436858,2014
03/23/2014,home,11620,813,Yale,9,True,16,6,10,win,16 - 6,595190,285,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1436858,2014
03/23/2014,home,11620,813,Yale,9,True,8,3,5,win,8 - 3,595241,285,3,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1436858,2014
03/29/2014,home,11620,342,Lafayette,9,True,2,3,-1,loss,2 - 3,596466,285,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1436858,2014
03/29/2014,home,11620,342,Lafayette,9,True,6,5,1,win,6 - 5,596477,285,4,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1436858,2014
04/01/2014,home,11620,272,Hartford,11,True,6,8,-2,loss,6 - 8,597290,285,6,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1436858,2014
04/02/2014,home,11620,386,Marist,9,True,5,3,2,win,5 - 3,597530,285,4,2,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1436858,2014
04/05/2014,away,11620,726,Navy,9,True,6,1,5,win,6 - 1,598043,285,4,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1436858,2014
04/05/2014,away,11620,726,Navy,9,True,2,13,-11,loss,2 - 13,598295,285,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436858,2014
04/06/2014,away,11620,726,Navy,9,True,1,3,-2,loss,1 - 3,598798,285,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1436858,2014
04/06/2014,away,11620,726,Navy,9,True,6,3,3,win,6 - 3,598918,285,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1436858,2014
