date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/14/2014,home,11620,635,Seton Hall,9,True,5,7,-2,loss,5 - 7,586907,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
02/15/2014,home,11620,635,Seton Hall,9,True,8,2,6,win,8 - 2,587046,522,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
02/16/2014,home,11620,635,Seton Hall,9,True,15,6,9,win,15 - 6,587342,522,4,2,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1425599,2014
02/18/2014,home,11620,2678,Ark.-Pine Bluff,9,True,16,6,10,win,16 - 6,587609,522,4,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1425599,2014
02/19/2014,home,11620,2678,Ark.-Pine Bluff,9,True,11,0,11,win,11 - 0,587692,522,3,2,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1425599,2014
02/21/2014,home,11620,141,The Citadel,9,True,9,7,2,win,9 - 7,587959,522,4,3,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1425599,2014
02/22/2014,away,11620,128,UCF,9,True,1,4,-3,loss,1 - 4,588052,522,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1425599,2014
02/23/2014,home,11620,518,Ohio St.,9,True,3,6,-3,loss,3 - 6,588681,522,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
02/27/2014,home,11620,381,Manhattan,9,True,9,0,9,win,9 - 0,588953,522,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1425599,2014
02/28/2014,home,11620,631,Santa Clara,9,True,8,4,4,win,8 - 4,589153,522,5,1,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1425599,2014
03/02/2014,home,11620,260,Gonzaga,9,True,4,6,-2,loss,4 - 6,589868,522,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1425599,2014
03/05/2014,home,11620,2,Abilene Christian,9,True,4,1,3,win,4 - 1,590090,522,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
03/06/2014,home,11620,2,Abilene Christian,9,True,3,1,2,win,3 - 1,590230,522,3,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1425599,2014
03/07/2014,home,11620,587,Rutgers,9,True,16,11,5,win,16 - 11,590398,522,5,0,3,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1425599,2014
03/07/2014,home,11620,587,Rutgers,9,True,7,5,2,win,7 - 5,590421,522,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1425599,2014
03/09/2014,home,11620,587,Rutgers,9,True,6,8,-2,loss,6 - 8,591126,522,4,3,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1425599,2014
03/11/2014,away,11620,702,UT Arlington,10,True,3,2,1,win,3 - 2,591771,522,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1425599,2014
03/14/2014,home,11620,14927,Belmont,10,True,4,3,1,win,4 - 3,592316,522,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1425599,2014
03/15/2014,home,11620,14927,Belmont,11,True,6,5,1,win,6 - 5,592621,522,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
03/16/2014,home,11620,14927,Belmont,9,True,10,1,9,win,10 - 1,593281,522,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1425599,2014
03/18/2014,home,11620,698,TCU,9,True,9,5,4,win,9 - 5,593547,522,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1425599,2014
03/19/2014,home,11620,32,Little Rock,9,True,2,11,-9,loss,2 - 11,593722,522,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
03/21/2014,home,11620,327,Kansas St.,9,True,11,4,7,win,11 - 4,594060,522,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1425599,2014
03/22/2014,home,11620,327,Kansas St.,9,True,11,2,9,win,11 - 2,594401,522,4,1,2,0,0,0,1,4,1,0,0,0,1,0,1,0,0,1,1425599,2014
03/23/2014,home,11620,327,Kansas St.,9,True,0,5,-5,loss,0 - 5,595043,522,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1425599,2014
03/25/2014,away,11620,527,Oral Roberts,9,True,0,3,-3,loss,0 - 3,595443,522,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1425599,2014
03/28/2014,away,11620,328,Kansas,9,True,2,1,1,win,2 - 1,596064,522,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1425599,2014
03/29/2014,away,11620,328,Kansas,9,True,2,1,1,win,2 - 1,596464,522,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1425599,2014
03/30/2014,away,11620,328,Kansas,9,True,3,4,-1,loss,3 - 4,596818,522,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
04/01/2014,home,11620,521,Oklahoma St.,9,True,1,3,-2,loss,1 - 3,597026,522,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1425599,2014
04/04/2014,home,11620,94,CSU Bakersfield,9,True,4,2,2,win,4 - 2,597610,522,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
04/05/2014,home,11620,94,CSU Bakersfield,9,True,17,4,13,win,17 - 4,598188,522,5,2,3,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1425599,2014
04/05/2014,home,11620,94,CSU Bakersfield,9,True,4,3,1,win,4 - 3,598459,522,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1425599,2014
04/08/2014,home,11620,527,Oral Roberts,9,True,0,2,-2,loss,0 - 2,599175,522,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1425599,2014
04/11/2014,home,11620,703,Texas,10,True,8,10,-2,loss,8 - 10,599897,522,5,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1425599,2014
04/12/2014,home,11620,703,Texas,9,True,2,7,-5,loss,2 - 7,600187,522,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1425599,2014
04/13/2014,home,11620,703,Texas,9,True,1,8,-7,loss,1 - 8,601023,522,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1425599,2014
04/15/2014,away,11620,521,Oklahoma St.,18,True,12,9,3,win,12 - 9,601360,522,7,1,2,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,1425599,2014
04/17/2014,home,11620,768,West Virginia,9,True,0,7,-7,loss,0 - 7,601732,522,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1425599,2014
04/18/2014,home,11620,768,West Virginia,9,True,5,3,2,win,5 - 3,602021,522,3,1,2,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,1425599,2014
04/19/2014,home,11620,768,West Virginia,9,True,5,9,-4,loss,5 - 9,602537,522,4,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1425599,2014
04/22/2014,home,11620,702,UT Arlington,9,True,5,6,-1,loss,5 - 6,603402,522,4,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1425599,2014
04/25/2014,away,11620,700,Texas Tech,9,True,5,9,-4,loss,5 - 9,604009,522,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1425599,2014
04/26/2014,away,11620,700,Texas Tech,9,True,4,14,-10,loss,4 - 14,604328,522,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1425599,2014
04/27/2014,away,11620,700,Texas Tech,9,True,4,14,-10,loss,4 - 14,605008,522,4,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1425599,2014
04/29/2014,home,11620,1045,DBU,9,True,1,9,-8,loss,1 - 9,605444,522,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425599,2014
05/02/2014,home,11620,51,Baylor,9,True,2,3,-1,loss,2 - 3,605701,522,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1425599,2014
05/03/2014,home,11620,51,Baylor,9,True,13,7,6,win,13 - 7,606001,522,5,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1425599,2014
05/04/2014,home,11620,51,Baylor,9,True,5,10,-5,loss,5 - 10,606522,522,4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1425599,2014
05/09/2014,away,11620,698,TCU,9,True,2,10,-8,loss,2 - 10,607190,522,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1425599,2014
