R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,DP,CS,Picked,SB,IBB,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/16/2018,away,12973,624,Sam Houston,9,True,7,4,3,win,85326,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/17/2018,away,12973,624,Sam Houston,9,True,1,5,-4,loss,85527,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/18/2018,away,12973,624,Sam Houston,9,True,6,12,-6,loss,85873,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/23/2018,away,12973,14927,Belmont,9,True,17,3,14,win,86323,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/24/2018,away,12973,28600,Lipscomb,9,True,3,1,2,win,86559,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02/25/2018,away,12973,419,Middle Tenn.,9,True,14,5,9,win,86910,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/02/2018,away,12973,792,Winthrop,9,True,2,8,-6,loss,87699,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/03/2018,away,12973,792,Winthrop,9,True,9,1,8,win,87897,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/04/2018,away,12973,792,Winthrop,9,True,7,5,2,win,88450,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2018,away,12973,31,Arkansas,9,True,2,7,-5,loss,89658,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/09/2018,away,12973,31,Arkansas,9,True,10,4,6,win,89693,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/11/2018,away,12973,31,Arkansas,9,True,4,11,-7,loss,90358,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/16/2018,away,12973,769,Western Caro.,9,True,7,4,3,win,91173,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/17/2018,away,12973,769,Western Caro.,10,True,6,4,2,win,91508,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/18/2018,away,12973,769,Western Caro.,9,True,2,9,-7,loss,92046,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/20/2018,home,12973,817,Youngstown St.,9,True,7,2,5,win,92582,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/23/2018,home,12973,47,Ball St.,9,True,1,5,-4,loss,92956,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/24/2018,home,12973,47,Ball St.,9,True,11,0,11,win,93240,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/25/2018,home,12973,47,Ball St.,9,True,2,7,-5,loss,93699,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/27/2018,away,12973,513,Notre Dame,9,True,4,1,3,win,94060,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/28/2018,away,12973,513,Notre Dame,9,True,1,2,-1,loss,94267,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,774,Western Mich.,9,True,8,3,5,win,94993,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/30/2018,away,12973,774,Western Mich.,9,True,6,2,4,win,95029,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/01/2018,away,12973,774,Western Mich.,9,True,12,6,6,win,95661,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/07/2018,away,12973,129,Central Mich.,9,True,11,3,8,win,96524,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2018,away,12973,129,Central Mich.,9,True,1,5,-4,loss,97291,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/08/2018,away,12973,129,Central Mich.,9,True,19,3,16,win,97343,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2018,away,12973,545,Pittsburgh,9,True,4,1,3,win,97561,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/11/2018,home,12973,116,Canisius,9,True,13,11,2,win,97890,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2018,home,12973,503,NIU,9,True,7,1,6,win,98431,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/13/2018,home,12973,503,NIU,9,True,7,2,5,win,98511,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/14/2018,home,12973,503,NIU,9,True,14,0,14,win,98628,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/18/2018,home,12973,545,Pittsburgh,9,True,2,0,2,win,99757,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/20/2018,home,12973,519,Ohio,9,True,5,3,2,win,100112,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2018,home,12973,519,Ohio,12,True,3,5,-2,loss,100398,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2018,home,12973,519,Ohio,9,True,4,6,-2,loss,101168,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/24/2018,away,12973,116,Canisius,9,True,10,1,9,win,101552,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/27/2018,away,12973,709,Toledo,9,True,3,1,2,win,102087,331,1985641,2018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/28/2018,away,12973,709,Toledo,9,True,4,2,2,win,102359,331,1985641,2018
