R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,02/18/2024,home,16580,220,Fairfield,9,True,12,7,5,win,4526082,459,2828683,2024,1
1,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,03/02/2024,home,16580,116,Canisius,9,True,4,1,3,win,4528069,459,2828683,2024,1
2,5,2,0,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,03/02/2024,home,16580,116,Canisius,9,True,18,12,6,win,5250531,459,2828683,2024,1
0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,03/03/2024,home,16580,116,Canisius,9,True,3,8,-5,loss,4528474,459,2828683,2024,1
1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/05/2024,away,16580,19651,High Point,9,True,13,7,6,win,4528813,459,2828683,2024,1
1,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,03/09/2024,away,16580,147,Clemson,9,True,5,9,-4,loss,4529563,459,2828683,2024,1
0,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,03/10/2024,away,16580,147,Clemson,9,True,3,6,-3,loss,4529982,459,2828683,2024,1
1,3,3,0,0,6,1,3,0,1,0,0,0,0,0,0,0,0,0,03/28/2024,home,16580,198,ETSU,9,True,10,8,2,win,4533670,459,2828683,2024,1
1,3,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,03/30/2024,home,16580,198,ETSU,9,True,3,4,-1,loss,4534215,459,2828683,2024,1
0,3,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,04/02/2024,away,16580,749,Wake Forest,9,True,2,9,-7,loss,4534650,459,2828683,2024,1
0,4,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,04/05/2024,away,16580,2915,Wofford,9,True,12,4,8,win,4535093,459,2828683,2024,1
0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,04/06/2024,away,16580,2915,Wofford,9,True,3,8,-5,loss,4535410,459,2828683,2024,1
0,4,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,04/07/2024,away,16580,2915,Wofford,9,True,7,8,-1,loss,4535860,459,2828683,2024,1
2,4,1,0,0,4,1,4,0,1,0,0,2,0,0,0,0,0,0,04/12/2024,away,16580,769,Western Caro.,9,True,15,11,4,win,4536707,459,2828683,2024,1
2,4,3,1,0,4,0,0,1,0,0,0,0,0,0,0,2,0,0,04/13/2024,away,16580,769,Western Caro.,9,True,15,11,4,win,4536977,459,2828683,2024,1
1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,04/14/2024,away,16580,769,Western Caro.,10,True,6,7,-1,loss,4537452,459,2828683,2024,1
1,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,04/16/2024,away,16580,1068,Elon,9,True,15,1,14,win,4537873,459,2828683,2024,1
1,4,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,04/19/2024,home,16580,563,Radford,9,True,4,6,-2,loss,4538168,459,2828683,2024,1
0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,04/20/2024,home,16580,563,Radford,9,True,9,6,3,win,5283529,459,2828683,2024,1
2,4,1,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,05/04/2024,away,16580,141,The Citadel,11,True,8,5,3,win,4541105,459,2828683,2024,1
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,05/05/2024,away,16580,141,The Citadel,9,True,4,1,3,win,4541377,459,2828683,2024,1
2,5,2,0,0,5,1,2,0,0,0,0,1,0,0,0,1,0,0,05/07/2024,away,16580,149,Coastal Carolina,9,True,9,15,-6,loss,4541593,459,2828683,2024,1
