R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/07/2023,away,16340,30042,Mitchell,9,True,2,16,-14,loss,2393760,777,2684175,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/11/2023,neutral,16340,1162,LaGrange,9,True,3,20,-17,loss,2394625,777,2684175,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,03/14/2023,neutral,16340,755,WashU,9,True,6,15,-9,loss,2395372,777,2684175,2023,3
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,04/02/2023,away,16340,227,Fitchburg St.,9,True,21,8,13,win,2410389,777,2684175,2023,3
1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,04/08/2023,home,16340,399,Mass. Maritime,9,True,3,0,3,win,2400577,777,2684175,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,04/11/2023,home,16340,713,Trinity (CT),9,True,7,10,-3,loss,2401445,777,2684175,2023,3
0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,04/12/2023,home,16340,764,Wesleyan (CT),9,True,13,10,3,win,2401656,777,2684175,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/15/2023,home,16340,809,Worcester St.,9,True,5,7,-2,loss,2402390,777,2684175,2023,3
1,3,1,1,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,04/22/2023,away,16340,621,Salem St.,9,True,10,1,9,win,2403783,777,2684175,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/25/2023,home,16340,486,MCLA,8,True,8,7,1,win,2410975,777,2684175,2023,3
0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,04/28/2023,home,16340,238,Framingham St.,9,True,2,10,-8,loss,2405261,777,2684175,2023,3
0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,04/28/2023,home,16340,238,Framingham St.,9,True,3,5,-2,loss,2411202,777,2684175,2023,3
0,3,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,05/05/2023,home,16340,76,Bridgewater St.,9,True,8,7,1,win,2406138,777,2684175,2023,3
0,4,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,05/06/2023,away,16340,76,Bridgewater St.,9,True,3,1,2,win,2406375,777,2684175,2023,3
0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,05/06/2023,away,16340,76,Bridgewater St.,9,True,10,5,5,win,2411658,777,2684175,2023,3
