R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,GDP,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,02/25/2023,away,16340,195,Earlham,9,True,3,9,-6,loss,2408589,525,2664361,2023,3
0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,03/05/2023,neutral,16340,218,Eureka,9,True,1,3,-2,loss,2393640,525,2664361,2023,3
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,03/12/2023,away,16340,577,Ripon,9,True,6,7,-1,loss,2395038,525,2664361,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,03/13/2023,neutral,16340,137,UChicago,9,True,0,9,-9,loss,2395282,525,2664361,2023,3
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,04/02/2023,away,16340,30037,Trine,9,True,0,5,-5,loss,2399344,525,2664361,2023,3
2,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,04/10/2023,home,16340,30037,Trine,9,True,11,4,7,win,2399757,525,2664361,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,04/12/2023,home,16340,15,Albion,9,True,2,8,-6,loss,2401641,525,2664361,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/15/2023,away,16340,286,Hope,9,True,0,11,-11,loss,2409933,525,2664361,2023,3
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/21/2023,home,16340,4,Adrian,9,True,1,5,-4,loss,2404193,525,2664361,2023,3
0,3,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,04/22/2023,away,16340,4,Adrian,9,True,3,14,-11,loss,2411488,525,2664361,2023,3
