date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,AB,H,TB,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,stats_player_seq,season
02/16/2013,home,11320,735,Valparaiso,9,True,0,1,-1,loss,0 - 1,658402,519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323176,2013
02/16/2013,away,11320,14927,Belmont,9,True,1,5,-4,loss,1 - 5,658177,519,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1323176,2013
02/22/2013,home,11320,472,New Mexico St.,9,True,0,7,-7,loss,0 - 7,659050,519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1323176,2013
02/22/2013,home,11320,301,Illinois,9,True,6,11,-5,loss,6 - 11,659051,519,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1323176,2013
02/23/2013,home,11320,67,Boston College,9,True,8,1,7,win,8 - 1,659421,519,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1323176,2013
03/01/2013,home,11320,742,Virginia Tech,9,True,2,8,-6,loss,2 - 8,660340,519,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1323176,2013
03/02/2013,home,11320,572,Rhode Island,9,True,0,3,-3,loss,0 - 3,660772,519,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1323176,2013
03/03/2013,home,11320,400,Massachusetts,9,True,6,7,-1,loss,6 - 7,661130,519,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1323176,2013
03/05/2013,away,11320,19651,High Point,9,True,10,7,3,win,10 - 7,661436,519,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1323176,2013
03/06/2013,away,11320,19651,High Point,9,True,1,4,-3,loss,1 - 4,661614,519,2,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1323176,2013
03/09/2013,home,11320,514,Oakland,9,True,4,6,-2,loss,4 - 6,662424,519,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1323176,2013
03/09/2013,home,11320,514,Oakland,9,True,12,3,9,win,12 - 3,662476,519,4,2,0,1,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1323176,2013
03/10/2013,home,11320,514,Oakland,9,True,2,6,-4,loss,2 - 6,662766,519,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1323176,2013
03/12/2013,away,11320,334,Kentucky,9,True,3,6,-3,loss,3 - 6,663220,519,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1323176,2013
03/15/2013,home,11320,116,Canisius,9,True,0,12,-12,loss,0 - 12,663765,519,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1323176,2013
03/15/2013,home,11320,116,Canisius,9,True,7,10,-3,loss,7 - 10,663997,519,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1323176,2013
03/16/2013,home,11320,116,Canisius,9,True,8,16,-8,loss,8 - 16,664318,519,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1323176,2013
03/17/2013,home,11320,116,Canisius,9,True,2,6,-4,loss,2 - 6,664732,519,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1323176,2013
