jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
33,2128810,Jack Anderson,UT,Jr,50,42,2022,15860,Pittsburgh,545
5,1983738,Jordan Anderson,OF,Sr,37,30,2022,15860,Pittsburgh,545
20,2312451,Cameron Barto,INF,So,15,1,2022,15860,Pittsburgh,545
29,2655371,Jonathan Bautista,P,Fr,15,5,2022,15860,Pittsburgh,545
32,2123210,Billy Corcoran,P,Jr,14,14,2022,15860,Pittsburgh,545
31,2655373,Kyle Demi,P,Fr,6,0,2022,15860,Pittsburgh,545
8,2123168,Brady Devereux,P,Jr,25,0,2022,15860,Pittsburgh,545
24,1982306,Ben Dragani,P,Sr,14,4,2022,15860,Pittsburgh,545
34,2655374,Will Droll,P,Fr,3,0,2022,15860,Pittsburgh,545
3,2123167,Sky Duff,INF,Jr,48,48,2022,15860,Pittsburgh,545
55,2311732,Logan Evans,P,So,14,14,2022,15860,Pittsburgh,545
48,2475176,David Ferguson,P,So,0,0,2022,15860,Pittsburgh,545
11,2475171,Brock Franks,INF,Jr,46,46,2022,15860,Pittsburgh,545
39,2475174,Cj Funk,OF,So,46,45,2022,15860,Pittsburgh,545
13,2655366,Nick Giamarusti,OF,Fr,23,5,2022,15860,Pittsburgh,545
45,2312447,Matt Gilbertson,P,Sr,15,15,2022,15860,Pittsburgh,545
21,2123173,Kyle Hess,OF,Jr,29,26,2022,15860,Pittsburgh,545
15,2312443,Bryce Hulett,1B,Sr,56,56,2022,15860,Pittsburgh,545
30,2655372,Tyler Kennedy,P,Fr,12,3,2022,15860,Pittsburgh,545
46,2655376,Quin Konuszewski,P,Fr,19,0,2022,15860,Pittsburgh,545
19,2655368,Luke Lambert,C,Fr,23,1,2022,15860,Pittsburgh,545
36,1867643,Dylan Lester,P,Sr,21,0,2022,15860,Pittsburgh,545
14,2117636,Tatem Levins,C,Jr,56,56,2022,15860,Pittsburgh,545
18,2334895,Johnny Long,C,So,14,6,2022,15860,Pittsburgh,545
38,2132446,Cj Mckennitt,P,Jr,23,0,2022,15860,Pittsburgh,545
43,2140329,Ryan Miller,P,Jr,7,0,2022,15860,Pittsburgh,545
17,2655367,Josh Overbeek,UT,Fr,21,6,2022,15860,Pittsburgh,545
6,2475170,Dom Popa,OF,So,35,17,2022,15860,Pittsburgh,545
26,1973640,Baron Stuart,P,Sr,27,0,2022,15860,Pittsburgh,545
27,2655369,Hayden Summers,P,So,7,1,2022,15860,Pittsburgh,545
1,2655343,Tommy Tavarez,INF,Fr,30,20,2022,15860,Pittsburgh,545
