jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
33,1638309,Wilson Adams,P,Sr,14,14,2016,12360,Alabama Huntsville,10
9,1763325,Wes Anderson,INF,Fr,0,0,2016,12360,Alabama Huntsville,10
26,1303202,Landon Boggs,P,Sr,8,0,2016,12360,Alabama Huntsville,10
11,1763327,Riley Camp,P,So,15,1,2016,12360,Alabama Huntsville,10
18,1763330,Justin Cantrell,INF,Jr,25,19,2016,12360,Alabama Huntsville,10
2,1638296,Tanner Cimo,INF,Sr,1,1,2016,12360,Alabama Huntsville,10
24,1763335,Taylor Clemons,P,Fr,22,1,2016,12360,Alabama Huntsville,10
25,1303201,Logan Crook,P,Jr,19,2,2016,12360,Alabama Huntsville,10
15,1638306,Zach Dugas,C,Sr,48,47,2016,12360,Alabama Huntsville,10
34,1422621,Brent Elder,P,Sr,7,0,2016,12360,Alabama Huntsville,10
29,1763341,Will Estes,P,Jr,1,0,2016,12360,Alabama Huntsville,10
3,1763322,Parker Farley,INF,Jr,16,10,2016,12360,Alabama Huntsville,10
4,1638297,Michael Fox,INF,Sr,48,47,2016,12360,Alabama Huntsville,10
1,1763321,Tanner Gardner,INF,Jr,49,47,2016,12360,Alabama Huntsville,10
43,1422622,Josh Giegling,C,Jr,8,1,2016,12360,Alabama Huntsville,10
39,1638312,Brandon Gower,OF,So,3,0,2016,12360,Alabama Huntsville,10
35,1763337,Gabe Gunter,P,Jr,7,6,2016,12360,Alabama Huntsville,10
20,1763334,Wright Hackett,OF,Jr,53,53,2016,12360,Alabama Huntsville,10
16,1763329,Drake Hollingworth,C,Fr,0,0,2016,12360,Alabama Huntsville,10
22,1638304,Peyton Johnson,P,So,3,0,2016,12360,Alabama Huntsville,10
37,1638310,Chris Kilpatrick,P,Sr,14,2,2016,12360,Alabama Huntsville,10
44,1538067,Trey Mathis,1B,Jr,53,53,2016,12360,Alabama Huntsville,10
32,1538063,Chase Mccrae,P,So,3,0,2016,12360,Alabama Huntsville,10
23,1638305,Heath Mcrae,P,So,15,14,2016,12360,Alabama Huntsville,10
21,1638308,Austin Moore,P,Fr,5,0,2016,12360,Alabama Huntsville,10
13,1763328,Will Myers,P,Jr,14,13,2016,12360,Alabama Huntsville,10
5,1763323,Cory Price,OF,Fr,0,0,2016,12360,Alabama Huntsville,10
7,1638298,Ben Rhodes,OF,So,52,45,2016,12360,Alabama Huntsville,10
28,1763336,Seth Richardson,OF,Fr,0,0,2016,12360,Alabama Huntsville,10
12,1422631,Austin Sanders,OF,Jr,53,53,2016,12360,Alabama Huntsville,10
46,1763340,Will Scoggins,P,Fr,0,0,2016,12360,Alabama Huntsville,10
42,1638313,Robby Seemann,C,So,6,0,2016,12360,Alabama Huntsville,10
10,1763326,Matt Spruill,INF,Sr,50,50,2016,12360,Alabama Huntsville,10
6,1538057,Aj Walden,C,So,51,51,2016,12360,Alabama Huntsville,10
31,1422636,Charlie Weaver,P,Jr,4,0,2016,12360,Alabama Huntsville,10
8,1763324,Austin Whitlock,P,Jr,10,0,2016,12360,Alabama Huntsville,10
8,1764048,Nate Adams,P,Jr,1,1,2016,12360,Cal State LA,100
19,1764052,Kevin Amezquita,OF,Jr,7,4,2016,12360,Cal State LA,100
2,1764046,Anthony Ayala,INF,Jr,0,0,2016,12360,Cal State LA,100
21,1764054,Holden Berger,P,Jr,7,0,2016,12360,Cal State LA,100
23,1764055,Christian  Jr. Broussard,P,So,43,40,2016,12360,Cal State LA,100
26,1430719,Jordan Cavazos,P,Sr,12,1,2016,12360,Cal State LA,100
55,1764063,Grant Craddolph,INF,Fr,0,0,2016,12360,Cal State LA,100
34,1764061,Justin Davis,P,Jr,21,7,2016,12360,Cal State LA,100
31,1764059,Garrett Dean,INF,Jr,35,25,2016,12360,Cal State LA,100
32,1764060,Daniel Diaz,P,Sr,11,7,2016,12360,Cal State LA,100
22,1539397,Ryan Dixon,P,Jr,35,19,2016,12360,Cal State LA,100
18,1657022,Lawrence Dominguez,2B,Sr,7,2,2016,12360,Cal State LA,100
1,1764045,Isaac Dominguez,INF,Jr,45,45,2016,12360,Cal State LA,100
25,1764056,Jesus Farias,P,Jr,9,1,2016,12360,Cal State LA,100
29,1764057,Christopher Flores,OF,Jr,25,9,2016,12360,Cal State LA,100
20,1764053,Gabriel Gentner,P,Jr,21,1,2016,12360,Cal State LA,100
10,1657018,Dakota Hernandez,C,Sr,47,47,2016,12360,Cal State LA,100
3,1539390,Greg Humbert,P,Jr,0,0,2016,12360,Cal State LA,100
50,1764062,Andrew Jimenez,INF,Fr,0,0,2016,12360,Cal State LA,100
5,1764047,Armett Johnson,OF,So,29,19,2016,12360,Cal State LA,100
7,1657021,Paul Martinez,1B,Sr,44,40,2016,12360,Cal State LA,100
24,1657525,Trevor Meleski,OF,Sr,17,13,2016,12360,Cal State LA,100
15,1657981,James Mendez,P,So,11,0,2016,12360,Cal State LA,100
27,1671044,Mitchell Moore,P,Sr,13,11,2016,12360,Cal State LA,100
43,1657526,Anthony Moreno,INF,So,31,21,2016,12360,Cal State LA,100
9,1764049,Nathan Navarrete,OF,Jr,47,46,2016,12360,Cal State LA,100
17,1657020,Nick Osuna,INF,Sr,7,2,2016,12360,Cal State LA,100
30,1764058,Merrick Patito,P,Jr,10,0,2016,12360,Cal State LA,100
33,1657024,Ralph Ramirez,P,Sr,12,10,2016,12360,Cal State LA,100
12,1764050,Angel Sanchez,INF,Jr,47,46,2016,12360,Cal State LA,100
16,1764051,Kyle Villa,P,Jr,6,0,2016,12360,Cal State LA,100
4,1657527,Ryan Welker,C,Sr,47,47,2016,12360,Cal State LA,100
14,1661007,Brandon Zavala,P,So,10,1,2016,12360,Cal State LA,100
16,1540447,Ryan Addington,OF,Jr,52,51,2016,12360,Carson-Newman,1000
41,1649473,Alex Alfonso,P,So,0,0,2016,12360,Carson-Newman,1000
2,1540448,Vince Apicella,P,Sr,14,13,2016,12360,Carson-Newman,1000
0,1649474,Brett Badacour,P,So,0,0,2016,12360,Carson-Newman,1000
34,1649487,Dustin Baston,P,Sr,17,11,2016,12360,Carson-Newman,1000
5,1765499,Garrett Cable,P,,3,0,2016,12360,Carson-Newman,1000
22,1649475,Brendan Campbell,OF,So,36,31,2016,12360,Carson-Newman,1000
33,1766559,Austin Conner,P,,9,1,2016,12360,Carson-Newman,1000
35,1540453,Hunter Dodson,P,So,6,0,2016,12360,Carson-Newman,1000
32,1540455,Ryan Eberle,P,Jr,14,13,2016,12360,Carson-Newman,1000
21,1540456,Justin Evans,P,Jr,0,0,2016,12360,Carson-Newman,1000
40,1540457,Mo Foster,P,So,0,0,2016,12360,Carson-Newman,1000
25,1773986,Zach Gentry,PR,,19,5,2016,12360,Carson-Newman,1000
11,1649476,Aaron Granger,INF,So,0,0,2016,12360,Carson-Newman,1000
15,1316925,Gooch Greer,C,Sr,36,28,2016,12360,Carson-Newman,1000
44,1540458,Patton Grooms,OF,So,4,0,2016,12360,Carson-Newman,1000
29,1540459,Brett Hagenow,C,So,0,0,2016,12360,Carson-Newman,1000
20,1649477,Seth Hickman,INF,So,4,0,2016,12360,Carson-Newman,1000
26,1765494,Jordan Hinshaw,3B,,18,0,2016,12360,Carson-Newman,1000
41,1766560,Jonathan Jacks,P,,2,0,2016,12360,Carson-Newman,1000
12,1540460,Greg Jones,C,Jr,27,20,2016,12360,Carson-Newman,1000
24,1649478,Austin Kearney,INF,So,42,16,2016,12360,Carson-Newman,1000
17,1764230,P. Kirby,1B,,52,52,2016,12360,Carson-Newman,1000
14,1764233,T. Lee,2B,,27,16,2016,12360,Carson-Newman,1000
4,1540461,Taylor Long,OF,So,0,0,2016,12360,Carson-Newman,1000
8,1540462,Eric Lynch,INF,Jr,43,36,2016,12360,Carson-Newman,1000
16,1649489,Jamie Miller,P,Sr,0,0,2016,12360,Carson-Newman,1000
31,1424962,Phillip Pardue,P,Jr,6,0,2016,12360,Carson-Newman,1000
