,jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
159391,1,1865532,Alec Alvarez,INF,Sr,49,42,2017,12560,Mo. Southern St.,9012
159392,24,1865533,Will Bausinger,P,Fr,19,7,2017,12560,Mo. Southern St.,9012
159393,12,1653859,Danny Biggs,OF,Jr,52,45,2017,12560,Mo. Southern St.,9012
159394,31,1865534,Hayden Brauser,P,Jr,18,0,2017,12560,Mo. Southern St.,9012
159395,14,1769794,Trever Burkdoll,SS,Sr,38,13,2017,12560,Mo. Southern St.,9012
159396,20,1865535,Cory Canterbury,OF,Jr,32,19,2017,12560,Mo. Southern St.,9012
159397,3,1769790,Colin Chandler,OF,So,23,4,2017,12560,Mo. Southern St.,9012
159398,27,1770312,Austyn Gooch,P,So,0,0,2017,12560,Mo. Southern St.,9012
159399,6,1425876,Sean Goosetree,P,Sr,14,9,2017,12560,Mo. Southern St.,9012
159400,2,1653854,Richie Gorski,INF,Sr,54,53,2017,12560,Mo. Southern St.,9012
159401,16,1865536,Christian Goshen,P,Fr,8,1,2017,12560,Mo. Southern St.,9012
159402,25,1535242,Brett Graham,INF,Sr,54,51,2017,12560,Mo. Southern St.,9012
159403,11,1535186,Matt Harvey,P,Sr,2,1,2017,12560,Mo. Southern St.,9012
159404,35,1865537,Dan Hawk,P,Sr,16,13,2017,12560,Mo. Southern St.,9012
159405,44,1865538,Todd Hinkley,1B,Sr,34,33,2017,12560,Mo. Southern St.,9012
159406,8,1867588,Max Hogan,INF,Sr,55,55,2017,12560,Mo. Southern St.,9012
159407,5,1865539,Joe Kinder,INF,Fr,15,5,2017,12560,Mo. Southern St.,9012
159408,38,1771606,Craig Larkin,P,Sr,3,0,2017,12560,Mo. Southern St.,9012
159409,22,1770310,Zach Litchen,P,Sr,15,6,2017,12560,Mo. Southern St.,9012
159410,56,1865540,Seth Mesey,P,Jr,14,14,2017,12560,Mo. Southern St.,9012
159411,4,1882120,Mike Million,RF,So,51,41,2017,12560,Mo. Southern St.,9012
159412,39,1653871,Trenton Moeller,P,Jr,8,0,2017,12560,Mo. Southern St.,9012
159413,33,1865541,Jodan Moon,OF,Jr,6,0,2017,12560,Mo. Southern St.,9012
159414,10,1769793,Joe Paulino,C,Sr,39,20,2017,12560,Mo. Southern St.,9012
159415,34,1865550,Dave Prost,C,Jr,52,47,2017,12560,Mo. Southern St.,9012
159416,30,1865551,Brandon Saddler,P,Jr,14,0,2017,12560,Mo. Southern St.,9012
159417,28,1775447,Cody Smith,P,Sr,22,0,2017,12560,Mo. Southern St.,9012
159418,19,1535189,Matt Smith,C,Sr,0,0,2017,12560,Mo. Southern St.,9012
159419,15,1769795,Garan Stevens,INF,So,11,0,2017,12560,Mo. Southern St.,9012
159420,32,1769789,Tyler Sutherland,OF,Sr,51,51,2017,12560,Mo. Southern St.,9012
159421,29,1865552,Gatlin Watson,P,Jr,1,0,2017,12560,Mo. Southern St.,9012
159422,9,1865553,Alex Wheeler,C,Fr,11,3,2017,12560,Mo. Southern St.,9012
159423,7,1865554,Walker Whitworth,OF,Jr,26,17,2017,12560,Mo. Southern St.,9012
159424,37,1865555,Eric Wilkinson,P,So,4,0,2017,12560,Mo. Southern St.,9012
159762,35.0,1557479,Chris Baldi,P,Sr,13,0,2017,12560,Amherst,24
159763,3.0,1783640,David Brinkley,P,Fr,8,0,2017,12560,Amherst,24
159764,28.0,1781977,Zach Brown,P,Jr,0,0,2017,12560,Amherst,24
159765,18.0,1895707,Davis Brown,P,So,6,6,2017,12560,Amherst,24
159766,44.0,1896099,Rob Casey Iii,DH,Fr,5,0,2017,12560,Amherst,24
159767,17.0,1557478,Mike Castiglie,P,Sr,10,0,2017,12560,Amherst,24
159768,14.0,1783476,Mike Dow,P,Fr,10,0,2017,12560,Amherst,24
159769,8.0,1670145,Sam Ellinwood,INF,Jr,19,10,2017,12560,Amherst,24
159770,20.0,1671005,Joe Feldman,C,So,7,4,2017,12560,Amherst,24
159771,45.0,1783268,Andrew Ferrero,P,Fr,13,2,2017,12560,Amherst,24
159772,19.0,1670392,Drew Fischer,P,Jr,6,6,2017,12560,Amherst,24
159773,12.0,1671006,Ryan Hardin,OF,Jr,35,28,2017,12560,Amherst,24
159774,25.0,1895680,Chase Henley,1B,So,34,30,2017,12560,Amherst,24
159775,9.0,1895681,Zach Horwitz,1B,Fr,20,11,2017,12560,Amherst,24
159776,30.0,1670490,Ariel Kenney,DH,Jr,32,29,2017,12560,Amherst,24
159777,32.0,1557480,George Long,P,Sr,13,3,2017,12560,Amherst,24
159778,34.0,1895700,Landry Mayo,P,Fr,6,1,2017,12560,Amherst,24
159779,26.0,1895679,Will Murphy,2B,Fr,23,5,2017,12560,Amherst,24
159780,6.0,1782310,Nick Nardone,2B,Fr,36,35,2017,12560,Amherst,24
159781,29.0,1672057,Christian Pluchar,INF,Jr,10,2,2017,12560,Amherst,24
159782,4.0,1670146,Harry Roberson,INF,Jr,36,36,2017,12560,Amherst,24
159783,11.0,1895699,Matt Santos,2B,So,9,1,2017,12560,Amherst,24
159784,51.0,1670150,Sam Schneider,P,Jr,10,4,2017,12560,Amherst,24
159785,16.0,1557474,Anthony Spina,OF,Sr,35,35,2017,12560,Amherst,24
159786,1.0,1670148,Max Steinhorn,INF,Jr,35,34,2017,12560,Amherst,24
159787,31.0,1782311,Wilson Taylor,P,Fr,12,3,2017,12560,Amherst,24
159788,7.0,1557476,Yanni Thanopoulos,OF,Sr,36,36,2017,12560,Amherst,24
159789,10.0,1895682,Severino Tocci,C,Fr,33,31,2017,12560,Amherst,24
159790,24.0,1782750,John Vasiliu,P,Fr,0,0,2017,12560,Amherst,24
159791,15.0,1558432,Jackson Volle,P,Sr,8,8,2017,12560,Amherst,24
159792,31.0,1557477,Nicholas Widen,P,Sr,0,0,2017,12560,Amherst,24
160111,43.0,1889082,Drew Blair,OF,Sr,8,1,2017,12560,Rockhurst,1328
160112,1.0,1556403,Dylan Brauner,OF,Sr,36,9,2017,12560,Rockhurst,1328
160113,42.0,1889081,Brock Collins,P,Jr,11,0,2017,12560,Rockhurst,1328
160114,2.0,1780492,Kye Denker,3B,Jr,5,0,2017,12560,Rockhurst,1328
160115,41.0,1896621,Jack Eisenbarger,P,Fr,2,0,2017,12560,Rockhurst,1328
160116,33.0,1665055,Andrew Ellwanger,P,Sr,11,10,2017,12560,Rockhurst,1328
160117,38.0,1778768,Jonathan Fink,P,So,8,0,2017,12560,Rockhurst,1328
160118,35.0,1889083,Jake Goessling,P,Sr,7,0,2017,12560,Rockhurst,1328
160119,16.0,1551227,Corbin Hare,OF,Sr,35,30,2017,12560,Rockhurst,1328
160120,5.0,1551230,Joe Huber,P,Jr,12,12,2017,12560,Rockhurst,1328
160121,26.0,1780497,Noah Huston,OF,So,23,0,2017,12560,Rockhurst,1328
160122,20.0,1671221,Taeji Kim,C,Sr,4,0,2017,12560,Rockhurst,1328
160123,23.0,1780493,Eric Kuse,C,So,13,4,2017,12560,Rockhurst,1328
160124,25.0,1777849,Wylson Lamb,OF,Fr,42,42,2017,12560,Rockhurst,1328
160125,17.0,1551228,Chase Leavy,OF,Sr,21,4,2017,12560,Rockhurst,1328
160126,3.0,1655891,Jeremy Lufft,INF,Jr,43,38,2017,12560,Rockhurst,1328
160127,18.0,1556400,Michael Lydon-Lorson,P,Sr,12,12,2017,12560,Rockhurst,1328
160128,7.0,1551224,Brett Marr,SS,Sr,48,48,2017,12560,Rockhurst,1328
160129,8.0,1889078,Garrett Mcnally,SS,Fr,9,0,2017,12560,Rockhurst,1328
160130,27.0,1665054,Alex Merithew,P,Sr,18,0,2017,12560,Rockhurst,1328
160131,31.0,1777853,Nic Mertes,C,So,46,44,2017,12560,Rockhurst,1328
160132,40.0,1551231,Grant Otte,P,Sr,15,1,2017,12560,Rockhurst,1328
160133,4.0,1655892,Nick Pascuzzi,OF,Jr,28,4,2017,12560,Rockhurst,1328
160134,6.0,1889077,Michael Ruffolo,2B,Fr,27,5,2017,12560,Rockhurst,1328
160135,15.0,1655915,Pj Seufert,P,Jr,11,2,2017,12560,Rockhurst,1328
160136,11.0,1780498,Colby Smith,SS,So,7,0,2017,12560,Rockhurst,1328
160137,30.0,1559231,Seth Soto,3B,Sr,48,48,2017,12560,Rockhurst,1328
160138,21.0,1777855,Mitch Stickney,OF,Sr,41,32,2017,12560,Rockhurst,1328
160139,10.0,1551225,David Stober,2B,Sr,41,41,2017,12560,Rockhurst,1328
160140,19.0,1889079,Jacob Thigpen,P,Fr,18,4,2017,12560,Rockhurst,1328
160141,22.0,1889080,Alex Van Pelt,1B,So,46,37,2017,12560,Rockhurst,1328
160142,9.0,1777852,Garrett Weber,C,So,7,1,2017,12560,Rockhurst,1328
160143,12.0,1777850,Henry Weiler,1B,Jr,46,45,2017,12560,Rockhurst,1328
160506,6,1868697,Matthew Acosta,OF,Fr,50,38,2017,12560,Southern California,657
160507,32,1758560,Solomon Bates,P,So,20,2,2017,12560,Southern California,657
160508,8,1643868,Adalberto Carrillo,INF,Jr,54,53,2017,12560,Southern California,657
160509,44,1868709,Chris Clarke,P,Fr,20,11,2017,12560,Southern California,657
160510,33,1758562,Marrick Crouse,P,So,14,14,2017,12560,Southern California,657
160511,15,1547119,Corey Dempster,INF,Sr,52,50,2017,12560,Southern California,657
160512,21,1868700,Stephen Dubb,INF,So,24,2,2017,12560,Southern California,657
160513,31,1643871,Bryce Dyrda,P,Jr,17,0,2017,12560,Southern California,657
160514,39,1868708,Daniel Edson,C,Fr,0,0,2017,12560,Southern California,657
160515,42,1420783,David Edson,INF,Sr,38,28,2017,12560,Southern California,657
160516,18,1547122,A.J. Fritts,C,Sr,18,4,2017,12560,Southern California,657
160517,41,1882349,Michael Gates,P,Fr,3,0,2017,12560,Southern California,657
160518,14,1643873,Mitch Hart,P,Jr,3,3,2017,12560,Southern California,657
160519,30,1882352,Brock Larson,P,Sr,6,0,2017,12560,Southern California,657
160520,51,1758563,Quentin Longrie,P,So,14,0,2017,12560,Southern California,657
160521,35,1868706,Connor Lunn,P,Fr,16,1,2017,12560,Southern California,657
160522,20,1868699,Austin Manning,P,Fr,24,1,2017,12560,Southern California,657
160523,2,1868695,Christian Moya,OF,Fr,44,18,2017,12560,Southern California,657
160524,13,1758564,Kaleb Murphy,C,Fr,25,11,2017,12560,Southern California,657
160525,11,1758566,Lars Nootbaar,INF,So,54,54,2017,12560,Southern California,657
160526,24,1758567,Dillon Paulson,INF,So,41,29,2017,12560,Southern California,657
160527,4,1758568,Brandon Perez,INF,So,54,54,2017,12560,Southern California,657
160528,29,1882351,Cris Perez,C,Sr,42,31,2017,12560,Southern California,657
160529,22,1643876,Mason Perryman,P,Jr,13,7,2017,12560,Southern California,657
160530,26,1868703,Jarrett Pico,INF,Fr,3,0,2017,12560,Southern California,657
160531,10,1868698,Tyler Pritchard,INF,Fr,23,8,2017,12560,Southern California,657
160532,17,1547118,Frankie Rios,INF,Sr,53,53,2017,12560,Southern California,657
160533,16,1758569,Austin Russ,INF,So,20,9,2017,12560,Southern California,657
160534,5,1868696,Blake Sabol,C,Fr,40,26,2017,12560,Southern California,657
160535,43,1758570,Zack Sharpley,C,So,0,0,2017,12560,Southern California,657
160536,23,1868701,Brady Shockey,OF,Fr,38,25,2017,12560,Southern California,657
160537,3,1758572,Cj Stubbs,C,So,12,11,2017,12560,Southern California,657
160538,25,1868702,John Thomas,INF,Fr,21,0,2017,12560,Southern California,657
160539,36,1882350,Tyler Urbach,INF,So,4,0,2017,12560,Southern California,657
160540,27,1643878,Brad Wegman,P,Jr,19,7,2017,12560,Southern California,657
160897,1,1764289,Charlie Allbritton,OF,So,0,0,2017,12560,Centenary  (SCAC),125
160898,12,1764298,Jackie Allen,P,Jr,17,10,2017,12560,Centenary  (SCAC),125
160899,23,1764307,Hunter Amedee,P,So,11,0,2017,12560,Centenary  (SCAC),125
160900,39,1876446,Pierre Bida,1B,Fr,0,0,2017,12560,Centenary  (SCAC),125
160901,28,1876447,Cody Crowder,C,Fr,45,45,2017,12560,Centenary  (SCAC),125
160902,48,1878990,Grant Debevec,P,Sr,12,4,2017,12560,Centenary  (SCAC),125
160903,21,1647134,Nicholas Delaneuville,C,Jr,8,0,2017,12560,Centenary  (SCAC),125
160904,25,1764310,Matthew Devillier,P,So,15,14,2017,12560,Centenary  (SCAC),125
160905,14,1764300,Scott Dwyer,OF,Sr,28,13,2017,12560,Centenary  (SCAC),125
160906,9,1647130,Ian Graham,SS,Jr,45,45,2017,12560,Centenary  (SCAC),125
160907,18,1764304,Cameron Guin,OF,So,42,38,2017,12560,Centenary  (SCAC),125
160908,38,1876445,Jake Hillebrenner,P,Fr,1,0,2017,12560,Centenary  (SCAC),125
160909,40,1647143,Merek Holzrichter,P,Jr,5,0,2017,12560,Centenary  (SCAC),125
160910,16,1647132,Kaleb Kirk,P,Jr,16,15,2017,12560,Centenary  (SCAC),125
160911,24,1876444,Bryce Kozeny,OF,Fr,10,1,2017,12560,Centenary  (SCAC),125
160912,33,1647139,Cole Lavergne,INF,Jr,45,45,2017,12560,Centenary  (SCAC),125
160913,19,1876443,Dean Lourcey,P,Fr,6,0,2017,12560,Centenary  (SCAC),125
160914,8,1764295,Josh Mason,OF,So,4,0,2017,12560,Centenary  (SCAC),125
160915,42,1764321,Eric Paulsen,P,Sr,3,0,2017,12560,Centenary  (SCAC),125
160916,15,1549833,Aaron Quintanilla,INF,Sr,45,45,2017,12560,Centenary  (SCAC),125
160917,4,1879139,Andrew Russell,2B,So,43,42,2017,12560,Centenary  (SCAC),125
160918,31,1545222,Michael Schimpf,OF,Sr,45,45,2017,12560,Centenary  (SCAC),125
160919,26,1879292,Cullen Sharkey,P,Fr,4,0,2017,12560,Centenary  (SCAC),125
160920,35,1764318,Connor Soblom,OF,Sr,7,0,2017,12560,Centenary  (SCAC),125
160921,10,1879138,Zane Wilkinson,INF,Fr,43,41,2017,12560,Centenary  (SCAC),125
160922,17,1782173,Kahlil Wyatt,OF,So,3,0,2017,12560,Centenary  (SCAC),125
160923,27,1647138,Chris Zapata,C,Jr,45,45,2017,12560,Centenary  (SCAC),125
161303,29,1759934,Trevor Adkins,P,So,8,6,2017,12560,Slippery Rock,643
161304,2,1759935,Chris Anastas,P,So,7,2,2017,12560,Slippery Rock,643
161305,14,1865259,Derek Boben,P,Fr,0,0,2017,12560,Slippery Rock,643
161306,23,1759968,Joe Campagna,INF,So,47,47,2017,12560,Slippery Rock,643
161307,28,1759937,Josh Coleman,P,Sr,21,0,2017,12560,Slippery Rock,643
161308,26,1759938,Donald Colucci Jr.,P,So,2,0,2017,12560,Slippery Rock,643
161309,20,1759939,Jay Cortese,P,So,9,2,2017,12560,Slippery Rock,643
161310,170,1759941,Wyatt Daugherty,P,So,17,1,2017,12560,Slippery Rock,643
161311,37,1554250,James Divosevic,P,Sr,44,44,2017,12560,Slippery Rock,643
161312,18,1556735,Preston Falascino,3B,Sr,13,10,2017,12560,Slippery Rock,643
161313,12,1865260,Luca Fuscardo,OF,Jr,43,41,2017,12560,Slippery Rock,643
161314,24,1759942,Matt Gordon,INF,Jr,11,11,2017,12560,Slippery Rock,643
161315,36,1759943,Shawn Holman,P,Jr,7,0,2017,12560,Slippery Rock,643
161316,34,1759944,Ryan Huey,P,Jr,0,0,2017,12560,Slippery Rock,643
161317,1,1759945,Frankie Jezioro,OF,So,37,33,2017,12560,Slippery Rock,643
161318,7,1558213,Carson Kessler,1B,Sr,47,47,2017,12560,Slippery Rock,643
161319,32,1759946,Devon Labarre,C,Jr,0,0,2017,12560,Slippery Rock,643
161320,3,1638539,Matt Mandes,INF,Jr,34,29,2017,12560,Slippery Rock,643
161321,19,1865261,Tyler Markovic,P,Jr,3,2,2017,12560,Slippery Rock,643
161322,13,1759947,Tyler Merigliano,INF,So,13,11,2017,12560,Slippery Rock,643
161323,31,1638542,Andrew Null,INF,Jr,12,1,2017,12560,Slippery Rock,643
161324,16,1638530,Alex Pantuso,P,Jr,11,11,2017,12560,Slippery Rock,643
161325,21,1865262,Jaret Peterson,P,Fr,0,0,2017,12560,Slippery Rock,643
161326,4,1638531,Christian Porterfield,C,Jr,47,46,2017,12560,Slippery Rock,643
161327,5,1759967,Ray Scala,INF,So,18,10,2017,12560,Slippery Rock,643
161328,15,1638533,Tyler Walters,C,Jr,47,47,2017,12560,Slippery Rock,643
161329,9,1865263,Bo Williams,OF,Fr,0,0,2017,12560,Slippery Rock,643
161330,6,1638534,Kyle Wise,OF,Jr,31,25,2017,12560,Slippery Rock,643
161331,27,1638535,Mitchell Wood,INF,Jr,45,44,2017,12560,Slippery Rock,643
161332,11,1865265,Alex Worthington,P,So,2,0,2017,12560,Slippery Rock,643
161654,19,1655038,Greg Aders,3B,Jr,0,0,2017,12560,Mary,30075
161655,45,1779854,Darius Barlas,P,So,41,33,2017,12560,Mary,30075
161656,16,1655037,Clay Bassingthwaite,1B,Jr,21,9,2017,12560,Mary,30075
161657,15,1544628,Andrew Beyer,OF,Sr,47,47,2017,12560,Mary,30075
161658,5,1780249,Charles Bielejeski,P,So,11,3,2017,12560,Mary,30075
161659,38,1780246,Brody Burnett,P,So,0,0,2017,12560,Mary,30075
161660,14,1778743,Alec Demaria,P,So,10,6,2017,12560,Mary,30075
161661,34,1881342,Cory Dixon,P,Sr,16,1,2017,12560,Mary,30075
161662,48,1780250,Connor Doll,INF,So,37,32,2017,12560,Mary,30075
161663,17,1894534,Austen Dubriel,PH,Fr,8,2,2017,12560,Mary,30075
161664,23,1655039,Austin Ell,P,Jr,13,0,2017,12560,Mary,30075
161665,4,1655030,Drew Feuerbach,OF,Sr,41,33,2017,12560,Mary,30075
161666,21,1894533,Jaxon Ford,PH,Fr,25,13,2017,12560,Mary,30075
161667,11,1881341,Cody Fourre,PR,So,5,0,2017,12560,Mary,30075
161668,19,1895996,Gage Gellner,PH,Fr,0,0,2017,12560,Mary,30075
161669,1,1655029,Cody Ghents,INF,Jr,21,11,2017,12560,Mary,30075
161670,34,1655057,Ben Hildestad,1B,Jr,0,0,2017,12560,Mary,30075
161671,13,1655036,Travis Holte,P,Jr,0,0,2017,12560,Mary,30075
161672,28,1544626,Trenten Hove,OF,Sr,0,0,2017,12560,Mary,30075
161673,11,1780243,Lane Huck,C,Sr,47,47,2017,12560,Mary,30075
161674,9,1655035,Tom Imholte,C,Jr,0,0,2017,12560,Mary,30075
161675,36,1780245,Zachary Jasso,INF,So,0,0,2017,12560,Mary,30075
161676,26,1655053,Jake Johnson,P,Jr,11,9,2017,12560,Mary,30075
161677,27,1881340,Will Karrer,P,Fr,4,0,2017,12560,Mary,30075
161678,14,1894264,Mark Kossan,PH,Jr,2,1,2017,12560,Mary,30075
161679,42,1780248,Nick Mccann,INF,So,15,11,2017,12560,Mary,30075
161680,7,1655033,Ethan Meide,INF,Jr,0,0,2017,12560,Mary,30075
161681,8,1655034,Seth Meide,INF,Jr,45,44,2017,12560,Mary,30075
161682,27,1778732,Brad Meyer,P,Sr,0,0,2017,12560,Mary,30075
161683,24,1655040,Will Pettener,1B,Jr,31,11,2017,12560,Mary,30075
161684,29,1655055,Issac Saad,P,Jr,6,6,2017,12560,Mary,30075
161685,6,1778730,Daulton Sauce,SS,So,43,42,2017,12560,Mary,30075
161686,20,1655032,Aj Schaefbauer,INF,Jr,0,0,2017,12560,Mary,30075
161687,33,1778721,Chris Scott,OF,So,43,40,2017,12560,Mary,30075
161688,12,1780244,Zach Sharp,P,Jr,5,1,2017,12560,Mary,30075
161689,28,1894535,Seth Siverson,PH,Fr,25,20,2017,12560,Mary,30075
161690,25,1655052,Kenny Slominski,P,Jr,20,0,2017,12560,Mary,30075
161691,30,1778741,Travis Stevens,1B,So,39,32,2017,12560,Mary,30075
161692,22,1545408,Nichols Stobbe,P,Sr,13,9,2017,12560,Mary,30075
161693,35,1655056,Jordan Sweep,P,Sr,2,0,2017,12560,Mary,30075
161694,32,1881339,James Swofford,P,Fr,7,3,2017,12560,Mary,30075
161695,18,1778728,Ryo Takenaka,P,Jr,0,0,2017,12560,Mary,30075
161696,41,1780247,Keegan Thompson,INF,So,0,0,2017,12560,Mary,30075
162056,16,1780429,Blake Adkins,LF,Fr,11,0,2017,12560,Northwest Nazarene,1274
162057,32,1759731,Brady Baker,P,Sr,32,3,2017,12560,Northwest Nazarene,1274
162058,17,1759727,Bryan Black,P,So,14,0,2017,12560,Northwest Nazarene,1274
162059,34,1882423,Nick Bland,P,Sr,21,0,2017,12560,Northwest Nazarene,1274
162060,1,1658908,Coltin Brink,INF,Jr,24,11,2017,12560,Northwest Nazarene,1274
162061,30,1657507,Larsson Chapman,INF,Jr,12,1,2017,12560,Northwest Nazarene,1274
162062,33,1657510,Ross Clevenger,P,Jr,15,13,2017,12560,Northwest Nazarene,1274
162063,2,1882421,Casey Cornwell,SS,So,43,34,2017,12560,Northwest Nazarene,1274
162064,28,1759732,Darren Crosby,P,So,0,0,2017,12560,Northwest Nazarene,1274
162065,20,1882419,Jarod Gonzales,DH,Sr,54,54,2017,12560,Northwest Nazarene,1274
162066,29,1887224,Koby Griffin,P,Fr,8,0,2017,12560,Northwest Nazarene,1274
162067,21,1657506,Johnathon Hallman,C,Jr,28,2,2017,12560,Northwest Nazarene,1274
162068,8,1534099,Andrew Helmstadter,C,Sr,54,54,2017,12560,Northwest Nazarene,1274
162069,34,1657504,Jesse Hilyard,OF,Jr,0,0,2017,12560,Northwest Nazarene,1274
162070,5,1882420,Braden Hirsch,SS,Fr,27,7,2017,12560,Northwest Nazarene,1274
162071,31,1759734,Jaramy Jacobs,P,Sr,13,13,2017,12560,Northwest Nazarene,1274
162072,10,1882422,Cobi Johnson,P,Jr,15,0,2017,12560,Northwest Nazarene,1274
162073,22,1657503,Tim Jones,OF,Jr,40,29,2017,12560,Northwest Nazarene,1274
162074,25,1882418,Billy King,1B,Sr,53,52,2017,12560,Northwest Nazarene,1274
162075,13,1657505,Matt Lightfoot,OF,Jr,16,13,2017,12560,Northwest Nazarene,1274
162076,3,1759724,Colton Mccluskey,INF,Sr,46,45,2017,12560,Northwest Nazarene,1274
162077,25,1657509,Brandon Mozzone,P,Jr,0,0,2017,12560,Northwest Nazarene,1274
162078,35,1759720,Brett Nielsen,P,Sr,50,48,2017,12560,Northwest Nazarene,1274
162079,11,1759725,Ryan Nyborg,P,Sr,0,0,2017,12560,Northwest Nazarene,1274
162080,24,1884671,Brennan Patterson,P,Fr,15,6,2017,12560,Northwest Nazarene,1274
162081,26,1885476,Adam Paulson,P,Jr,16,11,2017,12560,Northwest Nazarene,1274
162082,32,1658117,Justin Pilgrim,P,Sr,0,0,2017,12560,Northwest Nazarene,1274
162083,6,1759723,Spencer Pollock,C,Sr,46,44,2017,12560,Northwest Nazarene,1274
162084,12,1759726,Kyle Redford,INF,So,49,44,2017,12560,Northwest Nazarene,1274
162085,9,1884669,Casey Sheehan,PR,Jr,49,46,2017,12560,Northwest Nazarene,1274
162086,18,1759728,Joseph Siegel,INF,Sr,16,1,2017,12560,Northwest Nazarene,1274
162087,19,1884670,Dylan Suppan,P,Jr,14,9,2017,12560,Northwest Nazarene,1274
162088,24,1759730,Saige Tyndall,P,Sr,0,0,2017,12560,Northwest Nazarene,1274
162089,4,1759722,Tanner Vogt,INF,So,0,0,2017,12560,Northwest Nazarene,1274
162427,6,1559647,Antonio Baglivo,P,Sr,17,0,2017,12560,Alvernia,938
162428,40,1780391,Case Bongime,P,So,2,0,2017,12560,Alvernia,938
162429,13,1774697,Connor Boyle,INF,So,23,12,2017,12560,Alvernia,938
162430,38,1893049,Nathan Breighner,INF,Fr,0,0,2017,12560,Alvernia,938
162431,15,1774699,Matt Briner,P,So,44,39,2017,12560,Alvernia,938
162432,35,1668817,Robby Buffis,P,So,0,0,2017,12560,Alvernia,938
162433,3,1893050,Stephen Carbonara,C,Fr,11,7,2017,12560,Alvernia,938
162434,16,1774702,John Catchmark,INF,So,23,20,2017,12560,Alvernia,938
162435,4,1892194,Mike Cirilli,2B,Fr,40,36,2017,12560,Alvernia,938
162436,27,1557427,Cameron Coons,1B,Sr,40,40,2017,12560,Alvernia,938
162437,11,1666481,Ben Dubas,OF,Jr,46,46,2017,12560,Alvernia,938
162438,32,1667100,Dillon Dunne,3B,Jr,43,43,2017,12560,Alvernia,938
162439,28,1774701,Franco Esposito,OF,So,41,37,2017,12560,Alvernia,938
162440,12,1667099,Ethan Francis,C,Jr,27,20,2017,12560,Alvernia,938
162441,22,1892195,Kyle Gaynor,3B,Jr,26,14,2017,12560,Alvernia,938
162442,29,1893051,Jarrad Graver,P,Fr,10,4,2017,12560,Alvernia,938
162443,37,1892196,Michael Griffin,P,Fr,12,0,2017,12560,Alvernia,938
162444,43,1896757,H Grissinger,PH,Fr,2,0,2017,12560,Alvernia,938
162445,47,1556742,Joe Iacobellis,OF,Sr,31,14,2017,12560,Alvernia,938
162446,35,1774704,Zack Landy,P,So,14,0,2017,12560,Alvernia,938
162447,46,1780393,Logan Levan,INF,So,8,0,2017,12560,Alvernia,938
162448,34,1780395,Thomas Malik,P,So,10,9,2017,12560,Alvernia,938
162449,31,1774705,Nicholas Marotta,P,So,12,6,2017,12560,Alvernia,938
162450,30,1893052,Tynan Mayer,P,Fr,0,0,2017,12560,Alvernia,938
162451,45,1893053,Frank Merlino,P,Fr,3,0,2017,12560,Alvernia,938
162452,19,1893054,Anthony Morabito,P,Fr,2,1,2017,12560,Alvernia,938
162453,33,1893055,Matt Moran,P,Fr,0,0,2017,12560,Alvernia,938
162454,8,1774703,Colin Rieger,OF,So,34,19,2017,12560,Alvernia,938
162455,24,1893056,Alex Salesky,C,So,28,23,2017,12560,Alvernia,938
162456,14,1893057,Andrew Schoenblum,INF,Fr,6,0,2017,12560,Alvernia,938
162457,2,1774700,Ian Shaffer,INF,So,32,21,2017,12560,Alvernia,938
162458,20,1556743,Ryan Sheekey,P,Sr,7,7,2017,12560,Alvernia,938
162459,26,1893059,Joshua Shultz,3B,Fr,9,1,2017,12560,Alvernia,938
162460,9,1774698,Nathan Sides,INF,So,47,47,2017,12560,Alvernia,938
162461,1,1780398,Michael Simmerman,P,Fr,2,0,2017,12560,Alvernia,938
162462,5,1780399,Jon Strouse,OF,So,16,3,2017,12560,Alvernia,938
162463,17,1893060,Jami Wendel,C,Fr,6,0,2017,12560,Alvernia,938
162464,48,1780400,Evan Young,P,Sr,10,0,2017,12560,Alvernia,938
162465,10,1780401,Zach Zellers,INF,So,18,0,2017,12560,Alvernia,938
162879,4,1770705,Adrian Acosta,P,Sr,0,0,2017,12560,Howard Payne,2741
162880,13,1559748,Chad Anders,P,Sr,11,2,2017,12560,Howard Payne,2741
162881,6,1883694,Justin Anderson,CF,So,10,3,2017,12560,Howard Payne,2741
162882,19,1545066,Jamie Boyd,P,Sr,0,0,2017,12560,Howard Payne,2741
162883,23,1659347,Shawn Brody,P,So,0,0,2017,12560,Howard Payne,2741
162884,21,1896796,Seth Brody,,Fr,1,0,2017,12560,Howard Payne,2741
162885,21,1671032,Cody Brown,1B,So,0,0,2017,12560,Howard Payne,2741
162886,14,1883690,Chris Byrd,C/PH,So,23,16,2017,12560,Howard Payne,2741
162887,6,1436278,Cody Cain,2B,Sr,0,0,2017,12560,Howard Payne,2741
162888,18,1770700,Michael Cannon,P,So,0,0,2017,12560,Howard Payne,2741
162889,23,1437646,Preston Carpenter,C,Sr,0,0,2017,12560,Howard Payne,2741
162890,29,1893310,Ethan Cerna,P,Fr,6,0,2017,12560,Howard Payne,2741
162891,5,1883442,Brenden Clanton,PH,So,21,13,2017,12560,Howard Payne,2741
162892,31,1883696,Chandler Clark,P,So,5,1,2017,12560,Howard Payne,2741
162893,31,1659348,Tyler Colburn,P,So,0,0,2017,12560,Howard Payne,2741
