jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
3,1643571,Justin Bellinger,INF,So,42,37,2016,12360,Duke,193
24,1533125,Karl Blum,P,Jr,12,0,2016,12360,Duke,193
1,1643570,Daniel Calabretta,INF,So,17,2,2016,12360,Duke,193
36,1533160,Bailey Clark,P,Jr,15,10,2016,12360,Duke,193
9,1758914,Griffin Conine,OF,Fr,35,20,2016,12360,Duke,193
41,1758915,Hunter Davis,P,Fr,8,0,2016,12360,Duke,193
13,1643580,Ryan Day,INF,So,43,16,2016,12360,Duke,193
27,1643579,Evan Dougherty,OF,So,54,26,2016,12360,Duke,193
25,1425389,Nick Hendrix,P,Sr,25,0,2016,12360,Duke,193
30,1758918,Jimmy Herron,OF,Fr,57,56,2016,12360,Duke,193
44,1758919,Zack Hersh,OF,Fr,0,0,2016,12360,Duke,193
34,1758920,Zack Kesterson,INF,Fr,2,0,2016,12360,Duke,193
2,1758921,Zack Kone,INF,Fr,56,56,2016,12360,Duke,193
6,1643574,Jack Labosky,INF,So,57,57,2016,12360,Duke,193
40,1533129,Kevin Lewallyn,P,Jr,13,0,2016,12360,Duke,193
32,1664302,Johnathan Lloyd,OF,So,1,0,2016,12360,Duke,193
28,1758922,Brian Mcafee,P,Sr,14,14,2016,12360,Duke,193
4,1643572,James Mcghee,OF,Fr,0,0,2016,12360,Duke,193
21,1643577,Chris Mcgrath,P,So,0,0,2016,12360,Duke,193
5,1643573,Max Miller,INF,So,57,56,2016,12360,Duke,193
17,1533130,Cameron Neal,OF,Sr,4,0,2016,12360,Duke,193
18,1882351,Cris Perez,C,Jr,0,0,2016,12360,Duke,193
19,1758923,Al Pesto,P,Fr,15,0,2016,12360,Duke,193
22,1425398,Jalen Phillips,INF,Jr,27,10,2016,12360,Duke,193
23,1758924,Chris Proctor,C,Fr,50,46,2016,12360,Duke,193
16,1643576,Michael Smiciklas,OF,So,40,29,2016,12360,Duke,193
47,1643581,Mitch Stallings,P,So,27,0,2016,12360,Duke,193
35,1425399,Conner Stevens,P,Sr,0,0,2016,12360,Duke,193
20,1758925,Trent Swart,P,Sr,16,16,2016,12360,Duke,193
15,1758926,Kennie Taylor,OF,Fr,17,1,2016,12360,Duke,193
31,1758927,Kellen Urbon,P,Sr,21,13,2016,12360,Duke,193
11,1643582,Luke Whitten,P,So,7,0,2016,12360,Duke,193
39,1533133,James Ziemba,P,So,19,3,2016,12360,Duke,193
10,1643575,Peter Zyla,C,So,54,52,2016,12360,Duke,193
3,1643571,Justin Bellinger,INF,Jr,34,22,2017,12560,Duke,193
24,1533125,Karl Blum,P,Sr,21,0,2017,12560,Duke,193
1,1643570,Daniel Calabretta,INF,Jr,13,0,2017,12560,Duke,193
43,1867938,Chase Cheek,OF,Fr,35,7,2017,12560,Duke,193
27,1867933,Bill Chillari,P,Fr,15,0,2017,12560,Duke,193
