jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
5,1438100,Keith Brodesser,OF,So,12,8,2014,11620,CMSV,451
13,1538839,Evan Brown,P,Fr,7,1,2014,11620,CMSV,451
1,1318078,Zahedi Castillo,P,Jr,3,1,2014,11620,CMSV,451
32,1538845,Joseph Crosser,P,So,10,4,2014,11620,CMSV,451
35,1549122,Daniel Dilascio,P,Sr,9,1,2014,11620,CMSV,451
3,1538837,Robert Drake,INF,Fr,20,16,2014,11620,CMSV,451
25,1201127,Mike Esposito,INF,Sr,31,30,2014,11620,CMSV,451
9,1438111,Steven Giustino,OF,So,12,10,2014,11620,CMSV,451
44,1538848,Corey Hourahan,P,Fr,2,0,2014,11620,CMSV,451
16,1201121,Leutrim 'Tim' Hoxha,C,Sr,26,25,2014,11620,CMSV,451
18,1538841,Sean Kanganis,P,Fr,8,0,2014,11620,CMSV,451
12,1438104,Tyler Krolikowski,P,So,17,15,2014,11620,CMSV,451
7,1318079,Michael Kuczinski,P,Jr,10,7,2014,11620,CMSV,451
33,1538846,Christian Lynch,P,Fr,8,4,2014,11620,CMSV,451
21,1438109,Steven Maio,INF,Jr,0,0,2014,11620,CMSV,451
17,1538840,Robert Mcmahon,C,Fr,3,3,2014,11620,CMSV,451
6,1538838,Robert Negron,P,Fr,6,3,2014,11620,CMSV,451
2,1538836,Nicholas Pace,OF,Jr,25,19,2014,11620,CMSV,451
10,1201131,Tyler Rieth,C,Sr,13,7,2014,11620,CMSV,451
27,1318081,Jason Rivera,INF,Sr,30,29,2014,11620,CMSV,451
24,1538843,Brian Rush,P,Sr,10,10,2014,11620,CMSV,451
29,1438108,Eddie Santo,C,So,3,0,2014,11620,CMSV,451
11,1438103,Keith Schroeher,INF,So,30,30,2014,11620,CMSV,451
4,1438099,Joseph Senisi,INF,So,12,8,2014,11620,CMSV,451
19,1201124,Josh Sharpe,OF,Sr,30,29,2014,11620,CMSV,451
28,1201133,Chris Sideli,OF,Sr,31,29,2014,11620,CMSV,451
20,1538842,Casey Surdi,INF,Fr,26,20,2014,11620,CMSV,451
23,1438107,Craig Weber,OF,So,25,19,2014,11620,CMSV,451
3,1542038,Zach Beckner,INF,Fr,47,38,2014,11620,Kent St.,331
22,1430880,Shane Biles,C,Fr,6,0,2014,11620,Kent St.,331
18,1306177,John Birkbeck,P,Jr,14,4,2014,11620,Kent St.,331
28,1542036,Spencer Bryant,P,Jr,10,0,2014,11620,Kent St.,331
2,1542039,Luke Burch,P,So,0,0,2014,11620,Kent St.,331
30,1306179,Brian Clark,P,Jr,16,15,2014,11620,Kent St.,331
29,1306180,Michael Clark,P,Sr,16,6,2014,11620,Kent St.,331
13,1542037,Tim Dalporto,P,Fr,0,0,2014,11620,Kent St.,331
40,1210603,Eric Dorsch,P,Jr,27,0,2014,11620,Kent St.,331
33,1306181,Tim Faix,P,So,18,1,2014,11620,Kent St.,331
37,1430881,John Fasola,P,Jr,21,0,2014,11620,Kent St.,331
32,1430882,Nick Jensen-Clagg,P,So,14,14,2014,11620,Kent St.,331
4,1210597,Cody Koch,1B,Sr,59,59,2014,11620,Kent St.,331
39,1306183,Dan Kopcak,P,Jr,14,0,2014,11620,Kent St.,331
10,1542052,Eric Lauer,P,Fr,15,14,2014,11620,Kent St.,331
16,1306184,Eli Martin,P,So,9,1,2014,11620,Kent St.,331
12,1306185,Alex Miklos,OF,Jr,46,46,2014,11620,Kent St.,331
11,1306186,Tommy Monnot,C,Jr,27,23,2014,11620,Kent St.,331
1,1306187,Jake Neuschaefer,OF,So,27,9,2014,11620,Kent St.,331
36,1430884,Curtis Olvey,INF,Fr,40,28,2014,11620,Kent St.,331
8,1210594,Josh Pierce,P,Jr,16,0,2014,11620,Kent St.,331
14,1306188,Sawyer Polen,INF,Jr,49,48,2014,11620,Kent St.,331
35,1542054,Andy Ravel,P,Fr,13,4,2014,11620,Kent St.,331
27,1306190,Jeff Revesz,C,Jr,31,30,2014,11620,Kent St.,331
38,1306189,Jason Revesz,P,So,14,6,2014,11620,Kent St.,331
34,1542041,Conner Simonetti,1B,Fr,22,12,2014,11620,Kent St.,331
21,1542042,Jared Skolnicki,OF,Fr,7,0,2014,11620,Kent St.,331
31,1542043,Zach Spangler,P,Fr,0,0,2014,11620,Kent St.,331
7,1542044,Troy Summers,OF,Sr,22,13,2014,11620,Kent St.,331
5,1542045,T.J. Sutton,OF,Sr,59,58,2014,11620,Kent St.,331
17,1430886,Justin Wagler,INF,So,52,52,2014,11620,Kent St.,331
23,1542040,Zach Willeman,C,Fr,0,0,2014,11620,Kent St.,331
25,1542046,Jon Wilson,OF,Sr,54,51,2014,11620,Kent St.,331
9,1430888,Zarley Zalewski,INF,So,58,58,2014,11620,Kent St.,331
26,1542591,Will Adams,P,Fr,0,0,2014,11620,Wingate,1462
41,1442724,Dusty Ayscue,P,So,5,0,2014,11620,Wingate,1462
29,1213269,Matthew Barrier,INF,Sr,26,9,2014,11620,Wingate,1462
7,1542189,Shane Billings,2B,Fr,51,51,2014,11620,Wingate,1462
9,1436163,Tyler Brown,P,So,16,0,2014,11620,Wingate,1462
42,1213271,Brad Cherry,1B,Jr,49,49,2014,11620,Wingate,1462
19,1321740,Josh Clark,C,Jr,51,51,2014,11620,Wingate,1462
23,1213263,Ben Currie,P,Sr,13,13,2014,11620,Wingate,1462
16,1542586,John Deluca,INF,Fr,3,0,2014,11620,Wingate,1462
25,1542590,Brandon Donahue,P,Fr,15,1,2014,11620,Wingate,1462
44,1542606,Jimmy Doolittle,P,Fr,3,2,2014,11620,Wingate,1462
28,1542592,Brandon Dorsey,P,Fr,0,0,2014,11620,Wingate,1462
5,1321739,Michael Godinez,INF,Jr,51,51,2014,11620,Wingate,1462
24,1542589,Ross Groome,1B,Fr,5,0,2014,11620,Wingate,1462
20,1542588,Hunter Hamilton,P,Fr,0,0,2014,11620,Wingate,1462
17,1542587,Patrick Haynes,P,Fr,12,0,2014,11620,Wingate,1462
14,1436261,Bill Krebs,OF,So,38,32,2014,11620,Wingate,1462
31,1213264,Olen Little,P,Sr,14,13,2014,11620,Wingate,1462
21,1321741,Brett Morgan,P,Jr,10,4,2014,11620,Wingate,1462
22,1321742,Jordan Newsome,P,So,7,0,2014,11620,Wingate,1462
15,1557555,Ryne Poplin,P,,8,2,2014,11620,Wingate,1462
30,1542605,Cameron Price,OF,Fr,18,0,2014,11620,Wingate,1462
2,1436160,Blake Prince,3B,Jr,48,47,2014,11620,Wingate,1462
18,1436270,Tj Rinoski,P,So,9,8,2014,11620,Wingate,1462
4,1436159,Eric Serra,OF,Sr,51,51,2014,11620,Wingate,1462
1,1542583,Jack Sherrill,INF,Fr,8,0,2014,11620,Wingate,1462
35,1321749,Tyler Simmons,C,Jr,42,38,2014,11620,Wingate,1462
10,1542585,Justin Somers,P,Sr,37,29,2014,11620,Wingate,1462
8,1321737,Thomas Spitz,OF,Jr,51,51,2014,11620,Wingate,1462
11,1213260,Stephen Vaughn,P,Sr,12,8,2014,11620,Wingate,1462
13,1442729,Brandon Wolf,P,So,7,0,2014,11620,Wingate,1462
30,1314054,Robert Baroniel,P,Jr,13,13,2014,11620,Nova Southeastern,24639
43,1314056,Mitchell Buerosse,P,Sr,11,7,2014,11620,Nova Southeastern,24639
4,1540516,Alexander Fernandez,INF,Jr,44,43,2014,11620,Nova Southeastern,24639
24,1431038,Brooks Fleming,OF,Sr,45,45,2014,11620,Nova Southeastern,24639
20,1540517,Dillon Frye,P,Jr,11,11,2014,11620,Nova Southeastern,24639
8,1540518,Casey Gibson,INF,So,26,14,2014,11620,Nova Southeastern,24639
22,1431039,Josh Glick,P,So,15,0,2014,11620,Nova Southeastern,24639
18,1540519,Matt Hardy,P,Fr,10,1,2014,11620,Nova Southeastern,24639
6,1540520,Michael Hernandez,C,Fr,30,19,2014,11620,Nova Southeastern,24639
37,1540521,Teft Hill,OF,Fr,16,0,2014,11620,Nova Southeastern,24639
27,1540522,Geoff Jimenez,OF,Sr,46,46,2014,11620,Nova Southeastern,24639
29,1431040,Alexander Kline,P,So,9,0,2014,11620,Nova Southeastern,24639
26,1431041,Casey Kopec,P,So,11,0,2014,11620,Nova Southeastern,24639
31,1540523,Andrew Liberty,SS,Fr,31,25,2014,11620,Nova Southeastern,24639
34,1431042,Julian Loret De Mola,P,Jr,11,10,2014,11620,Nova Southeastern,24639
19,1540524,Seth Natal,P,Jr,10,3,2014,11620,Nova Southeastern,24639
1,1314094,Angel Navarro,OF,Jr,23,19,2014,11620,Nova Southeastern,24639
16,1314095,Drew Packard,P,Sr,13,0,2014,11620,Nova Southeastern,24639
36,1314096,Ronald Patella,P,Jr,19,0,2014,11620,Nova Southeastern,24639
33,1540525,Julian Pino,C,Fr,12,0,2014,11620,Nova Southeastern,24639
10,1540526,Devin Raftery,P,Jr,0,0,2014,11620,Nova Southeastern,24639
7,1431062,Colton Rogers,P,So,0,0,2014,11620,Nova Southeastern,24639
21,1431085,Brandon Sedell,INF,Jr,0,0,2014,11620,Nova Southeastern,24639
5,1540527,Alvin Swoope,INF,Fr,40,39,2014,11620,Nova Southeastern,24639
2,1431046,Kavan Thompson,INF,So,40,34,2014,11620,Nova Southeastern,24639
15,1540528,Mario Urdaneta,OF,Jr,43,41,2014,11620,Nova Southeastern,24639
17,1540529,Yandy Viera,C,Jr,31,29,2014,11620,Nova Southeastern,24639
28,1540530,Andres Visbal,INF,Fr,40,39,2014,11620,Nova Southeastern,24639
9,1215198,Zachary Westcott,P,Sr,0,0,2014,11620,Nova Southeastern,24639
13,1215201,Ryan Woodrey,C,Jr,35,22,2014,11620,Nova Southeastern,24639
