jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
41,1774553,Matt Acomb,P,Fr,7,0,2016,12360,Le Moyne,349
40,1654897,Cody Barnes,P,So,12,0,2016,12360,Le Moyne,349
4,1541460,Austin Bouse,OF,Jr,0,0,2016,12360,Le Moyne,349
21,1541467,Matt Buroni,C,Jr,0,0,2016,12360,Le Moyne,349
8,1420649,Brett Charbonneau,INF,Sr,44,44,2016,12360,Le Moyne,349
30,1654894,Timothy Corapi,OF,So,7,1,2016,12360,Le Moyne,349
2,1654891,Brian Cox,OF,So,30,27,2016,12360,Le Moyne,349
29,1780580,Alex Dhionis,P,Fr,9,3,2016,12360,Le Moyne,349
10,1541464,Donato Dinorcia,OF,Jr,37,36,2016,12360,Le Moyne,349
3,1776321,David Dinorcia,OF,Fr,20,12,2016,12360,Le Moyne,349
9,1774552,Josiah Gray,3B,Fr,28,14,2016,12360,Le Moyne,349
36,1654896,Aaron Hall,P,So,2,0,2016,12360,Le Moyne,349
15,1892865,Pj Jasak,C,So,0,0,2016,12360,Le Moyne,349
12,1782650,Greg Koster,INF,Fr,4,0,2016,12360,Le Moyne,349
1,1774550,Gabe Levanti,3B,Jr,44,44,2016,12360,Le Moyne,349
14,1654890,Mark Martin,OF,Jr,25,21,2016,12360,Le Moyne,349
17,1420651,Ryan O'Kane,P,Jr,8,3,2016,12360,Le Moyne,349
5,1654892,Jt Pittman,OF,So,42,42,2016,12360,Le Moyne,349
35,1420656,Zach Place,P,Sr,12,11,2016,12360,Le Moyne,349
18,1777802,Nick Place,P,Fr,38,35,2016,12360,Le Moyne,349
27,1541469,Damian Powers,P,Jr,12,11,2016,12360,Le Moyne,349
23,1541468,Tyler Schmitt,INF,Jr,3,1,2016,12360,Le Moyne,349
7,1420648,Dylan Swetman,INF,Sr,42,41,2016,12360,Le Moyne,349
33,1654895,Max Tessitore,OF,So,0,0,2016,12360,Le Moyne,349
32,1420655,Zach Tucker,P,Jr,5,2,2016,12360,Le Moyne,349
19,1541461,Ben Walsh,P,Fr,4,3,2016,12360,Le Moyne,349
6,1774551,Sam Walsh,P,Fr,10,10,2016,12360,Le Moyne,349
11,1420650,Trey West,C,Sr,40,39,2016,12360,Le Moyne,349
20,1420652,Pat Wright,INF,Sr,40,39,2016,12360,Le Moyne,349
41,1774553,Matt Acomb,P,So,4,0,2017,12560,Le Moyne,349
40,1654897,Cody Barnes,P,Jr,13,0,2017,12560,Le Moyne,349
17,1875338,Chase Borowitz,P,Fr,7,7,2017,12560,Le Moyne,349
21,1541467,Matt Buroni,C,Jr,0,0,2017,12560,Le Moyne,349
35,1875343,Nathan Carroll,P,Fr,6,0,2017,12560,Le Moyne,349
30,1654894,Timothy Corapi,OF,Jr,23,19,2017,12560,Le Moyne,349
2,1654891,Brian Cox,OF,Jr,40,39,2017,12560,Le Moyne,349
10,1541464,Donato Dinorcia,OF,Sr,33,30,2017,12560,Le Moyne,349
3,1776321,David Dinorcia,OF,So,15,9,2017,12560,Le Moyne,349
32,1875342,Casey Fenton,OF,Fr,2,0,2017,12560,Le Moyne,349
9,1774552,Josiah Gray,3B,So,44,44,2017,12560,Le Moyne,349
23,1875341,Zachary Hughes,OF,So,4,0,2017,12560,Le Moyne,349
8,1875336,Nicholas Jacques,INF,Fr,22,13,2017,12560,Le Moyne,349
20,1875339,Alex Kubera,P,Jr,13,6,2017,12560,Le Moyne,349
7,1774550,Gabe Levanti,3B,Sr,43,42,2017,12560,Le Moyne,349
14,1654890,Mark Martin,OF,Sr,32,27,2017,12560,Le Moyne,349
1,1875324,Brian O'Mara,INF,Fr,8,8,2017,12560,Le Moyne,349
36,1875344,Brett Peterson,P,Fr,4,0,2017,12560,Le Moyne,349
