jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
40,1648418,Ben Allbee,OF,So,13,3,2016,12360,Cornell College,166
26,1754972,Austin Almon,OF,Fr,1,0,2016,12360,Cornell College,166
18,1648411,Andrew Barger,P,So,2,0,2016,12360,Cornell College,166
47,1648420,Walker Breard,1B,So,37,37,2016,12360,Cornell College,166
35,1426424,Jacob Buster,1B,Sr,5,0,2016,12360,Cornell College,166
29,1754973,Aaron Cameron,OF,Fr,2,0,2016,12360,Cornell College,166
28,1426423,Kenny Capesius,P,Sr,15,0,2016,12360,Cornell College,166
25,1648413,Tony Clifton,P,So,7,0,2016,12360,Cornell College,166
7,1536144,Eric Daubach,P,Jr,29,27,2016,12360,Cornell College,166
9,1426417,Brandon Davis,OF,Sr,37,37,2016,12360,Cornell College,166
32,1536154,Josh Dimmitt,C,Jr,22,20,2016,12360,Cornell College,166
14,1536146,Andy Dodson,P,Jr,21,15,2016,12360,Cornell College,166
41,1754977,Mike Faison,DH,Sr,2,0,2016,12360,Cornell College,166
21,1754970,Zachary Greenwald,P,Fr,22,2,2016,12360,Cornell College,166
22,1648412,Tyrus Hartman,P,Jr,9,9,2016,12360,Cornell College,166
2,1426371,Jared Henry,P,Sr,20,0,2016,12360,Cornell College,166
33,1648414,Dj Irwin,OF,So,10,2,2016,12360,Cornell College,166
19,1754969,Aaron Kasting,INF,Jr,6,4,2016,12360,Cornell College,166
17,1426410,Wyatt Kurzejeski,INF,Sr,38,38,2016,12360,Cornell College,166
16,1536147,Jacob Kvale,INF,Jr,13,5,2016,12360,Cornell College,166
20,1426411,Jake Lehman,OF,Sr,18,2,2016,12360,Cornell College,166
12,1648417,Richard Mccoy,INF,So,0,0,2016,12360,Cornell College,166
38,1754975,Alex Mcguire,OF,Fr,3,0,2016,12360,Cornell College,166
30,1426414,Tony Medina,C,Sr,19,18,2016,12360,Cornell College,166
39,1754976,Isaac O'Gara,INF,Fr,0,0,2016,12360,Cornell College,166
11,1536145,Joe Orisek,INF,Jr,22,17,2016,12360,Cornell College,166
37,1754974,Spencer Peterman,P,Jr,17,0,2016,12360,Cornell College,166
24,1754971,Paul Prale,OF,Fr,0,0,2016,12360,Cornell College,166
34,1536155,Ty Radke,C,Jr,6,0,2016,12360,Cornell College,166
6,1648408,Tj Raush,INF,Sr,32,27,2016,12360,Cornell College,166
3,1426412,Tyler Riggs,P,Sr,15,6,2016,12360,Cornell College,166
1,1426413,Chuck Rocker,OF,Sr,36,36,2016,12360,Cornell College,166
23,1536151,Tyler Samson,P,Jr,5,0,2016,12360,Cornell College,166
27,1426418,Kevin Stahmer,P,Sr,9,1,2016,12360,Cornell College,166
13,1536149,Nate Streb,INF,Sr,29,26,2016,12360,Cornell College,166
4,1754967,Marcelo Tanon,INF,Fr,9,1,2016,12360,Cornell College,166
31,1536153,Johnny Tesensky,OF,Jr,36,36,2016,12360,Cornell College,166
15,1648410,Duncan Villhauer,P,Jr,4,0,2016,12360,Cornell College,166
10,1536152,Ryan Voight,INF,Jr,9,0,2016,12360,Cornell College,166
5,1754968,Caleb Wichman,P,Fr,13,6,2016,12360,Cornell College,166
46,1536156,Karl Winek,1B,Jr,1,0,2016,12360,Cornell College,166
8,1536143,Jordan Wolfe,C,Jr,3,0,2016,12360,Cornell College,166
44,1648419,Derek Wrage,P,So,1,0,2016,12360,Cornell College,166
40,1648418,Ben Allbee,OF,Jr,15,10,2017,12560,Cornell College,166
