jersey,stats_player_seq,name,position,class_year,games_played,games_started,season,season_id,school,school_id
15,1766198,Ethan Bonnell,P,Fr,8,0,2016,12360,Mt. St. Joseph,8567
10,1557773,Nick Browning,OF,Jr,39,39,2016,12360,Mt. St. Joseph,8567
8,1557784,Jordan Corbett,INF,So,25,12,2016,12360,Mt. St. Joseph,8567
20,1647859,Zach Farmer,P,Jr,40,39,2016,12360,Mt. St. Joseph,8567
35,1647876,Ben Frizzell,P,So,13,0,2016,12360,Mt. St. Joseph,8567
33,1557788,Jacob Gunnell,P,Jr,14,1,2016,12360,Mt. St. Joseph,8567
27,1766199,Nick Gunnell,P,Fr,12,1,2016,12360,Mt. St. Joseph,8567
30,1766197,Mike Hilliard,P,So,12,0,2016,12360,Mt. St. Joseph,8567
9,1557789,Matt Hofmann,P,Jr,38,35,2016,12360,Mt. St. Joseph,8567
17,1766202,Chris Honebrink,P,Fr,11,0,2016,12360,Mt. St. Joseph,8567
6,1647872,Nathan Hunter,P,So,39,37,2016,12360,Mt. St. Joseph,8567
32,1766210,Brady Johnson,P,So,9,0,2016,12360,Mt. St. Joseph,8567
12,1557785,Kyle Kittle,2B,Jr,22,16,2016,12360,Mt. St. Joseph,8567
28,1447015,Nathan Lambert,P,Sr,0,0,2016,12360,Mt. St. Joseph,8567
23,1766205,Tanner Lewellyn,C,Fr,7,0,2016,12360,Mt. St. Joseph,8567
5,1308180,Ryan Mccauley,C,Jr,24,20,2016,12360,Mt. St. Joseph,8567
31,1766203,Wyatt Myers,P,Fr,12,11,2016,12360,Mt. St. Joseph,8567
350,1782967,Do Not Use,P,Sr,0,0,2016,12360,Mt. St. Joseph,8567
24,1419037,Tyler Pasch,INF,Jr,28,24,2016,12360,Mt. St. Joseph,8567
40,1766201,Austin Richey,1B,Fr,38,38,2016,12360,Mt. St. Joseph,8567
29,1557787,Pj Rideout,P,Jr,3,0,2016,12360,Mt. St. Joseph,8567
7,1766196,Grayson Roberts,OF,Fr,32,26,2016,12360,Mt. St. Joseph,8567
26,1766212,Darren Sackett,C,So,23,20,2016,12360,Mt. St. Joseph,8567
3,1766204,Simon Schaerfer,2B,Fr,40,40,2016,12360,Mt. St. Joseph,8567
18,1557786,Paul Spaulding,P,Jr,11,8,2016,12360,Mt. St. Joseph,8567
600,1782968,Dont Use,RF,Sr,0,0,2016,12360,Mt. St. Joseph,8567
44,1766211,Alex Wagner,P,Fr,14,9,2016,12360,Mt. St. Joseph,8567
4,1419033,Zack Wagner,INF,Sr,17,6,2016,12360,Mt. St. Joseph,8567
11,1419026,Drew Werner,INF,Sr,1,0,2016,12360,Mt. St. Joseph,8567
25,1558621,Mike Williams,OF,Jr,17,14,2016,12360,Mt. St. Joseph,8567
22,1766200,Malik Zuberi,P,Fr,14,0,2016,12360,Mt. St. Joseph,8567
15,1766198,Ethan Bonnell,P,So,0,0,2017,12560,Mt. St. Joseph,8567
4,1894037,Luke Bowman,C,Jr,17,8,2017,12560,Mt. St. Joseph,8567
10,1557773,Nick Browning,OF,Sr,40,40,2017,12560,Mt. St. Joseph,8567
13,1894038,Jose Bustamante,RF,Fr,19,12,2017,12560,Mt. St. Joseph,8567
8,1557784,Jordan Corbett,INF,Jr,0,0,2017,12560,Mt. St. Joseph,8567
8,1895970,Daulton,2B,Fr,8,2,2017,12560,Mt. St. Joseph,8567
20,1647859,Zach Farmer,P,Sr,33,28,2017,12560,Mt. St. Joseph,8567
24,1894042,Marlon Foster,PH,Fr,3,0,2017,12560,Mt. St. Joseph,8567
35,1647876,Ben Frizzell,P,Jr,15,0,2017,12560,Mt. St. Joseph,8567
33,1557788,Jacob Gunnell,P,Sr,23,0,2017,12560,Mt. St. Joseph,8567
27,1766199,Nick Gunnell,P,So,4,4,2017,12560,Mt. St. Joseph,8567
7,1894487,Kyree Hawkins,LF,Fr,34,34,2017,12560,Mt. St. Joseph,8567
30,1766197,Mike Hilliard,P,Jr,12,7,2017,12560,Mt. St. Joseph,8567
9,1557789,Matt Hofmann,P,Sr,43,42,2017,12560,Mt. St. Joseph,8567
15,1894039,Garrett Hogan,SS,Fr,29,12,2017,12560,Mt. St. Joseph,8567
17,1766202,Chris Honebrink,P,So,3,0,2017,12560,Mt. St. Joseph,8567
6,1647872,Nathan Hunter,P,Jr,44,43,2017,12560,Mt. St. Joseph,8567
32,1766210,Brady Johnson,P,Jr,10,0,2017,12560,Mt. St. Joseph,8567
12,1557785,Kyle Kittle,2B,Sr,7,1,2017,12560,Mt. St. Joseph,8567
23,1766205,Tanner Lewellyn,C,So,0,0,2017,12560,Mt. St. Joseph,8567
5,1308180,Ryan Mccauley,C,Sr,22,20,2017,12560,Mt. St. Joseph,8567
31,1766203,Wyatt Myers,P,So,0,0,2017,12560,Mt. St. Joseph,8567
24,1419037,Tyler Pasch,INF,Sr,0,0,2017,12560,Mt. St. Joseph,8567
19,1896073,Ryne Poli,LF,Fr,6,4,2017,12560,Mt. St. Joseph,8567
40,1766201,Austin Richey,1B,So,22,20,2017,12560,Mt. St. Joseph,8567
29,1557787,Pj Rideout,P,Sr,8,0,2017,12560,Mt. St. Joseph,8567
7,1766196,Grayson Roberts,OF,So,0,0,2017,12560,Mt. St. Joseph,8567
23,1894035,Roman Rothwell,1B,Fr,43,43,2017,12560,Mt. St. Joseph,8567
26,1766212,Darren Sackett,C,Jr,21,20,2017,12560,Mt. St. Joseph,8567
3,1766204,Simon Schaerfer,2B,So,36,34,2017,12560,Mt. St. Joseph,8567
18,1557786,Paul Spaulding,P,Sr,13,9,2017,12560,Mt. St. Joseph,8567
28,1894036,Brandon Turner,PR,Fr,17,1,2017,12560,Mt. St. Joseph,8567
44,1766211,Alex Wagner,P,So,14,14,2017,12560,Mt. St. Joseph,8567
11,1419026,Drew Werner,INF,Sr,43,40,2017,12560,Mt. St. Joseph,8567
25,1558621,Mike Williams,OF,Sr,3,0,2017,12560,Mt. St. Joseph,8567
22,1766200,Malik Zuberi,P,So,17,2,2017,12560,Mt. St. Joseph,8567
25,1991397,Tyrell Anderson,1B,Fr,7,5,2018,12973,Mt. St. Joseph,8567
11,1991312,Oakley Billingsley,P,Fr,4,0,2018,12973,Mt. St. Joseph,8567
4,1894037,Luke Bowman,C,Sr,27,27,2018,12973,Mt. St. Joseph,8567
13,1894038,Jose Bustamante,RF,So,32,32,2018,12973,Mt. St. Joseph,8567
18,1991313,Michael Carroll,OF,Fr,18,11,2018,12973,Mt. St. Joseph,8567
34,1991311,Daniel Dalton,C,Fr,4,2,2018,12973,Mt. St. Joseph,8567
9,1991381,Jason Fischer,P,Fr,11,10,2018,12973,Mt. St. Joseph,8567
16,1894042,Marlon Foster,OF,So,1,0,2018,12973,Mt. St. Joseph,8567
35,1647876,Ben Frizzell,P,Sr,0,0,2018,12973,Mt. St. Joseph,8567
27,1766199,Nick Gunnell,P,Jr,2,0,2018,12973,Mt. St. Joseph,8567
30,1766197,Mike Hilliard,P,Sr,12,0,2018,12973,Mt. St. Joseph,8567
15,1894039,Garrett Hogan,SS,So,35,34,2018,12973,Mt. St. Joseph,8567
12,1766202,Chris Honebrink,P,Jr,8,0,2018,12973,Mt. St. Joseph,8567
7,1991379,Jacob Hughes,P,Fr,9,4,2018,12973,Mt. St. Joseph,8567
6,1647872,Nathan Hunter,P,Sr,35,35,2018,12973,Mt. St. Joseph,8567
32,1766210,Brady Johnson,P,Sr,8,0,2018,12973,Mt. St. Joseph,8567
19,1991387,Brady Jones,P,Fr,3,0,2018,12973,Mt. St. Joseph,8567
40,1991376,Brandon Mueller,OF,Fr,24,18,2018,12973,Mt. St. Joseph,8567
10,1991382,Patrick Murray,OF,Fr,13,2,2018,12973,Mt. St. Joseph,8567
8,1991380,Ryan Murray,INF,Fr,16,16,2018,12973,Mt. St. Joseph,8567
