date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/13/2016,home,12360,93,Cal St. San B'dino,9,True,2,8,-6,loss,2 - 8,292265,112,0,1,3.1,0.0,6,2,1,0,2,0,16,16,1,0,0,0,1,0,0,0,0,0,0,65,5,2,0,0,0,1,0,1650135,2016
02/21/2016,home,12360,30199,CUI,9,True,6,2,4,win,6 - 2,293366,112,0,0,5.2,0.0,2,0,0,1,3,0,19,16,0,0,0,0,0,0,1,2,1,2,0,58,7,5,1,0,0,2,0,1650135,2016
02/27/2016,away,12360,93,Cal St. San B'dino,9,True,20,4,16,win,20 - 4,293925,112,0,0,5.1,0.0,2,1,1,0,8,0,18,18,0,0,0,0,1,0,0,2,2,0,0,79,3,5,1,0,0,2,1,1650135,2016
03/03/2016,away,12360,100,Cal State LA,11,True,2,3,-1,loss,2 - 3,294967,112,0,0,1.2,0.0,4,2,2,2,1,0,10,8,1,0,0,0,1,0,0,0,0,0,0,34,0,3,0,1,0,5,0,1650135,2016
03/05/2016,home,12360,100,Cal State LA,9,True,1,9,-8,loss,1 - 9,295758,112,0,0,0.1,0.0,2,2,2,0,0,0,3,3,0,1,0,0,0,0,0,2,2,0,0,10,0,1,0,0,0,5,0,1650135,2016
03/13/2016,away,12360,92,Cal St. Dom. Hills,9,True,14,4,10,win,14 - 4,297861,112,0,1,7.0,0.0,3,0,0,1,5,0,24,23,0,0,0,0,0,0,0,0,0,0,0,78,6,9,1,0,0,1,4,1650135,2016
03/19/2016,away,12360,91,Cal Poly Pomona,9,True,6,3,3,win,6 - 3,299070,112,0,1,5.0,0.0,7,3,2,1,1,0,20,19,3,0,0,0,0,0,0,0,0,0,0,83,5,6,0,0,0,1,0,1650135,2016
03/25/2016,away,12360,95,Chico St.,9,True,0,7,-7,loss,0 - 7,300643,112,0,1,5.0,0.0,8,6,6,2,1,0,25,21,2,0,0,0,1,1,0,0,0,1,0,0,8,5,0,1,0,1,1,1650135,2016
04/03/2016,home,12360,103,Stanislaus St.,9,True,8,11,-3,loss,8 - 11,303457,112,0,1,2.1,0.0,5,5,5,2,2,0,14,9,3,0,0,0,0,1,0,0,0,2,0,51,4,0,0,1,0,1,0,1650135,2016
04/10/2016,away,12360,645,Sonoma St.,9,True,3,2,1,win,3 - 2,305100,112,0,0,0.2,0.0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,3,0,1650135,2016
04/17/2016,home,12360,628,San Fran. St.,9,True,3,2,1,win,3 - 2,307395,112,0,0,0.2,0.0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,1,0,0,0,5,0,2,0,0,0,3,0,1650135,2016
04/23/2016,away,12360,30055,Cal St. Monterey Bay,9,True,2,8,-6,loss,2 - 8,308781,112,0,0,4.1,0.0,1,0,0,0,5,0,14,14,0,0,0,0,0,0,0,1,0,0,0,39,3,5,0,0,0,2,3,1650135,2016
04/30/2016,home,12360,98,Cal St. East Bay,9,True,7,6,1,win,7 - 6,310954,112,0,0,4.0,0.0,5,3,2,2,2,0,18,16,1,0,0,0,0,0,0,0,0,0,0,71,4,4,0,0,0,2,1,1650135,2016
05/08/2016,away,12360,30198,Cal St. San Marcos,9,True,2,8,-6,loss,2 - 8,312427,112,0,1,3.0,0.0,6,3,3,1,2,0,16,14,2,0,0,0,0,1,0,0,0,0,0,57,1,5,0,1,0,1,1,1650135,2016
05/11/2016,home,12360,30055,Cal St. Monterey Bay,9,True,7,11,-4,loss,7 - 11,312756,112,0,0,3.2,0.0,6,4,2,2,2,0,19,15,2,0,0,1,1,1,0,2,2,0,1,74,3,4,0,0,0,2,1,1650135,2016
