date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,home,14781,463,Nebraska,9,True,6,10,-4,loss,6 - 10,4781081,111,1,0.2,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,13,0,1,0,0,0,3,0,2130817,2019
02/20/2019,home,14781,370,LMU (CA),9,True,1,5,-4,loss,1 - 5,4710821,111,1,1.0,0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,11,2,1,0,0,0,5,0,2130817,2019
02/26/2019,away,14781,1104,Grand Canyon,9,True,5,3,2,win,5 - 3,4716725,111,1,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,1,5,0,2130817,2019
03/03/2019,home,14781,30135,California Baptist,9,True,5,4,1,win,5 - 4,4722186,111,1,2.2,0,2,1,1,0,1,0,10,10,1,0,0,0,0,0,0,0,0,0,0,36,3,4,1,0,0,3,0,2130817,2019
03/05/2019,home,14781,627,San Diego,9,True,3,31,-28,loss,3 - 31,4723951,111,1,0.2,0,1,1,1,1,1,0,4,3,0,0,0,0,0,0,0,3,2,0,0,14,0,1,0,0,0,8,0,2130817,2019
03/10/2019,away,14781,629,San Francisco,13,True,3,4,-1,loss,3 - 4,4730498,111,1,2.0,0,3,2,2,0,1,0,9,9,0,0,0,1,0,0,0,0,0,0,0,36,3,2,0,0,0,1,1,2130817,2019
03/17/2019,away,14781,718,Tulane,9,True,0,10,-10,loss,0 - 10,4738998,111,1,2.0,0,3,2,2,1,1,0,10,9,1,1,0,0,0,0,0,0,0,0,0,37,2,3,0,0,0,3,0,2130817,2019
03/27/2019,away,14781,465,UNLV,9,True,7,12,-5,loss,7 - 12,4750505,111,1,1.2,0,5,7,4,1,2,0,13,9,1,0,0,1,0,1,0,0,0,1,1,45,0,3,0,1,0,2,1,2130817,2019
04/14/2019,home,14781,277,Hawaii,9,True,4,3,1,win,4 - 3,4770278,111,1,0.0,0,1,1,1,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,2,0,2130817,2019
04/19/2019,away,14781,473,New Mexico,9,True,10,11,-1,loss,10 - 11,4775181,111,1,3.0,0,4,1,1,2,1,0,13,10,1,0,0,0,1,0,0,0,0,1,0,35,4,2,0,1,0,5,1,2130817,2019
04/28/2019,home,14781,104,UC Santa Barbara,9,True,4,15,-11,loss,4 - 15,4783733,111,1,0.2,0,3,2,2,0,0,0,5,5,1,0,1,0,0,0,0,1,1,0,0,25,0,2,0,0,0,3,0,2130817,2019
05/05/2019,away,14781,99,Long Beach St.,9,True,1,3,-2,loss,1 - 3,4788267,111,1,1.0,0,3,1,1,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,23,1,1,0,0,0,2,0,2130817,2019
05/11/2019,home,14781,97,Cal St. Fullerton,9,True,5,13,-8,loss,5 - 13,4790967,111,1,2.0,0,4,2,0,1,2,0,12,10,0,0,0,0,1,0,0,0,0,0,1,47,1,3,0,0,0,3,0,2130817,2019
05/14/2019,home,14781,1104,Grand Canyon,9,True,7,10,-3,loss,7 - 10,4791559,111,1,0.1,0,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,1,0,0,0,11,0,0,0,0,0,8,0,2130817,2019
05/20/2019,home,14781,529,Oregon,9,True,3,1,2,win,3 - 1,4792898,111,1,3.0,0,3,1,1,5,0,0,17,11,0,0,0,0,0,0,0,0,0,1,0,68,3,6,0,0,0,1,0,2130817,2019
05/25/2019,home,14781,109,UC Irvine,9,True,7,22,-15,loss,7 - 22,4795226,111,1,2.2,0,4,2,2,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,33,3,5,0,0,0,3,0,2130817,2019
