date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/26/2022,home,15860,410,Merrimack,9,True,2,5,-3,loss,2 - 5,5219666,596,1,1,3.1,0.0,8,5,4,0,2,0,19,18,2,0,0,1,0,1,0,0,0,0,0,61,0,7,0,1,0,1,0,0,2686385,2022
03/02/2022,away,15860,28755,FGCU,9,True,5,13,-8,loss,5 - 13,5221454,596,1,0,1.1,0.0,3,2,2,1,2,0,8,7,3,0,0,0,2,0,0,3,3,0,0,30,1,1,0,0,0,2,0,0,2686385,2022
03/05/2022,away,15860,7,Alabama St.,9,True,7,16,-9,loss,7 - 16,5225664,596,1,1,3.0,0.0,6,7,7,3,1,0,19,14,1,0,0,0,1,1,0,0,0,0,1,55,0,8,0,1,0,1,0,0,2686385,2022
03/20/2022,away,15860,352,Lehigh,9,True,1,8,-7,loss,1 - 8,5244953,596,1,1,4.0,0.0,7,8,4,1,3,0,21,17,2,0,0,2,0,3,0,0,0,0,0,63,4,3,0,1,0,1,0,0,2686385,2022
03/25/2022,away,15860,735,Valparaiso,9,True,0,10,-10,loss,0 - 10,5245296,596,1,0,1.0,0.0,4,4,4,3,1,0,10,6,1,0,0,0,0,0,0,0,0,0,1,40,1,1,0,0,0,2,0,0,2686385,2022
04/02/2022,away,15860,249,George Washington,9,True,2,10,-8,loss,2 - 10,5252831,596,1,1,6.0,0.0,5,3,2,1,4,0,26,24,0,0,0,0,0,1,0,0,0,0,0,80,12,2,0,1,0,1,2,0,2686385,2022
04/08/2022,away,15860,572,Rhode Island,11,True,6,4,2,win,6 - 4,5258241,596,1,1,4.0,0.0,8,2,2,2,3,0,23,19,0,0,1,0,0,2,0,0,0,0,0,84,4,3,0,0,0,1,2,0,2686385,2022
04/15/2022,home,15860,173,Davidson,9,True,3,10,-7,loss,3 - 10,5265733,596,1,1,6.2,0.0,9,6,3,2,2,0,31,26,2,0,0,1,0,0,0,0,0,2,1,90,10,7,0,1,0,1,0,0,2686385,2022
04/23/2022,away,15860,609,Saint Louis,9,True,1,7,-6,loss,1 - 7,5272882,596,1,1,5.0,0.0,7,5,1,2,1,0,24,21,1,0,1,0,0,1,0,0,0,0,0,0,8,4,0,1,0,1,0,0,2686385,2022
05/07/2022,home,15860,175,Dayton,10,True,4,3,1,win,4 - 3,5284495,596,1,1,6.2,0.0,8,3,3,0,5,0,24,23,1,1,0,0,0,0,0,0,0,0,1,95,2,9,0,0,0,1,2,0,2686385,2022
