date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2014,away,11620,111,UC Riverside,9,True,6,3,3,win,6 - 3,587045,629,1,5.1,5,1,1,3,5,0,25,22,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0,0,2,1,1310966,2014
02/22/2014,away,11620,97,Cal St. Fullerton,9,True,0,11,-11,loss,0 - 11,588065,629,1,5.1,10,5,5,1,2,0,29,26,2,0,0,0,0,1,0,0,0,0,1,0,8,6,0,1,0,1,2,1310966,2014
03/02/2014,home,11620,102,Sacramento St.,9,True,2,6,-4,loss,2 - 6,589668,629,1,6.0,7,3,3,2,8,0,27,25,1,0,1,0,0,0,0,0,0,0,0,0,4,6,0,1,0,1,1,1310966,2014
03/08/2014,away,11620,107,California,9,True,1,0,1,win,1 - 0,590601,629,1,7.1,6,0,0,0,7,0,28,27,0,0,0,0,0,0,0,0,0,1,0,0,8,7,1,0,0,1,3,1310966,2014
03/15/2014,home,11620,260,Gonzaga,9,True,3,4,-1,loss,3 - 4,592567,629,1,7.0,7,4,2,2,8,0,30,26,0,0,0,0,0,0,0,0,0,2,0,0,8,4,0,1,0,1,2,1310966,2014
03/21/2014,home,11620,77,BYU,9,True,5,7,-2,loss,5 - 7,594027,629,1,3.1,6,6,6,3,2,0,20,13,1,0,0,1,0,1,0,0,0,2,1,78,5,3,0,1,0,1,1,1310966,2014
03/25/2014,home,11620,529,Oregon,9,True,8,4,4,win,8 - 4,595444,629,1,0.0,1,1,0,2,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,16,0,0,0,0,0,3,0,1310966,2014
03/30/2014,home,11620,627,San Diego,9,True,6,4,2,win,6 - 4,596544,629,1,7.2,8,4,3,1,5,0,35,29,2,0,0,0,0,3,0,0,0,1,1,116,8,9,1,0,0,1,2,1310966,2014
04/05/2014,away,11620,370,LMU (CA),9,True,9,3,6,win,9 - 3,597896,629,1,6.2,8,3,2,2,2,0,29,26,1,0,0,2,0,1,0,0,0,0,0,113,6,10,1,0,0,1,0,1310966,2014
04/12/2014,home,11620,534,Pacific,11,True,3,2,1,win,3 - 2,600160,629,1,7.2,6,1,1,0,8,0,30,28,2,0,0,0,0,2,0,0,0,0,0,103,8,6,0,0,0,1,2,1310966,2014
04/19/2014,away,11620,541,Pepperdine,9,True,3,4,-1,loss,3 - 4,602516,629,1,8.0,9,4,4,2,1,0,33,29,2,1,0,0,1,0,0,0,0,1,1,0,6,15,0,1,0,1,0,1310966,2014
04/26/2014,away,11620,551,Portland,9,True,2,3,-1,loss,2 - 3,604628,629,1,8.1,3,3,3,2,8,0,30,28,0,0,0,0,0,0,0,0,0,0,0,95,13,4,0,1,0,1,1,1310966,2014
05/03/2014,home,11620,631,Santa Clara,9,True,6,12,-6,loss,6 - 12,606060,629,1,3.1,6,7,7,3,3,0,19,15,4,1,0,0,0,0,0,0,0,0,1,83,2,5,0,1,0,1,1,1310966,2014
05/10/2014,away,11620,610,Saint Mary's (CA),9,True,12,3,9,win,12 - 3,607414,629,1,7.2,4,3,0,1,9,0,30,29,2,0,0,0,0,0,0,0,0,0,0,110,7,7,1,0,0,1,2,1310966,2014
05/17/2014,home,11620,104,UC Santa Barbara,9,True,0,6,-6,loss,0 - 6,608225,629,1,7.1,7,6,5,1,8,0,32,27,0,0,0,0,0,1,0,0,0,3,0,111,9,5,0,1,0,1,2,1310966,2014
