date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/25/2017,home,12560,473,New Mexico,9,True,5,6,-1,loss,5 - 6,207216,1045,0,0,1.1,0.0,1,1,1,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,20,1,3,0,0,0,3,0,1866554,2017
03/03/2017,home,12560,315,Jacksonville St.,9,True,3,7,-4,loss,3 - 7,208267,1045,0,0,0.0,0.0,1,1,0,0,0,0,2,1,0,0,0,0,0,1,0,3,2,0,0,6,0,0,0,0,0,2,0,1866554,2017
03/13/2017,away,12560,527,Oral Roberts,9,True,13,5,8,win,13 - 5,211181,1045,0,0,1.0,0.0,1,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,1,1866554,2017
03/19/2017,home,12560,261,Grambling,9,True,15,0,15,win,15 - 0,212516,1045,0,0,0.1,0.0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,8,0,0,0,0,0,2,1,1866554,2017
03/21/2017,away,12560,51,Baylor,9,True,6,8,-2,loss,6 - 8,213006,1045,0,1,1.1,0.0,3,4,4,2,2,0,9,7,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1866554,2017
04/07/2017,away,12560,669,Missouri St.,9,True,1,5,-4,loss,1 - 5,217203,1045,0,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,1,0,0,0,0,0,0,13,0,2,0,0,0,3,0,1866554,2017
04/11/2017,home,12560,698,TCU,9,True,3,9,-6,loss,3 - 9,218582,1045,0,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,7,0,1866554,2017
04/18/2017,home,12560,522,Oklahoma,9,True,16,10,6,win,16 - 10,220593,1045,0,0,1.0,0.0,3,3,3,1,2,0,7,6,3,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,4,2,1866554,2017
04/25/2017,away,12560,2,Abilene Christian,9,True,11,7,4,win,11 - 7,222707,1045,0,0,1.0,0.0,1,3,0,1,1,0,6,5,0,0,0,1,1,0,0,0,0,0,0,23,2,0,0,0,0,4,0,1866554,2017
05/18/2017,away,12560,219,Evansville,9,True,0,9,-9,loss,0 - 9,226800,1045,0,0,1.0,0.0,2,1,1,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,0,10,0,3,0,0,0,4,0,1866554,2017
