date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,away,12360,2711,North Florida,9,True,7,6,1,win,7 - 6,292462,249,0,1,7.0,0.0,8,5,5,1,5,0,30,28,1,1,0,0,0,1,0,0,0,0,0,89,4,11,1,0,0,1,1,1427851,2016
02/26/2016,home,12360,331,Kent St.,11,True,4,6,-2,loss,4 - 6,293735,249,0,1,7.0,0.0,4,0,0,2,5,0,27,24,1,0,0,0,0,1,0,0,0,0,0,0,5,10,0,0,0,1,0,1427851,2016
03/05/2016,home,12360,101,CSUN,9,True,2,4,-2,loss,2 - 4,295716,249,0,1,7.0,0.0,5,2,2,2,4,0,27,23,1,0,0,0,0,1,0,0,0,0,1,128,6,9,0,0,0,1,2,1427851,2016
03/11/2016,home,12360,439,Monmouth,9,True,14,5,9,win,14 - 5,296864,249,0,1,5.2,0.0,6,5,5,5,4,0,28,23,3,0,0,1,0,0,0,0,0,0,0,100,7,6,1,0,0,1,1,1427851,2016
03/18/2016,away,12360,48,Charleston So.,9,True,1,3,-2,loss,1 - 3,298937,249,0,1,8.0,1,8,3,2,0,6,0,31,30,2,0,0,0,0,0,0,0,0,1,0,0,10,6,0,1,0,1,1,1427851,2016
03/24/2016,away,12360,288,Houston,9,True,0,5,-5,loss,0 - 5,300393,249,0,1,6.0,0.0,5,4,4,3,3,0,27,23,0,0,0,1,1,1,0,0,0,0,0,105,9,5,0,1,0,1,0,1427851,2016
04/01/2016,home,12360,340,La Salle,9,True,4,3,1,win,4 - 3,302310,249,0,1,8.2,0.0,7,3,2,4,3,0,40,34,1,0,0,0,1,2,1,0,0,0,0,123,12,11,1,0,0,1,0,1427851,2016
04/08/2016,away,12360,173,Davidson,9,True,3,2,1,win,3 - 2,303972,249,0,1,7.1,0.0,9,2,2,3,1,0,32,28,0,0,0,0,0,0,0,0,0,1,0,113,8,11,1,0,0,1,0,1427851,2016
04/15/2016,home,12360,248,George Mason,9,True,1,0,1,win,1 - 0,306006,249,0,1,6.0,0.0,5,0,0,3,6,0,25,21,0,0,0,0,0,0,0,0,0,1,0,104,7,4,1,0,0,1,2,1427851,2016
04/22/2016,away,12360,175,Dayton,9,True,4,2,2,win,4 - 2,308153,249,0,1,8.0,0.0,3,2,0,1,7,0,29,28,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1,0,0,1,1,1427851,2016
04/29/2016,home,12360,740,VCU,9,True,0,3,-3,loss,0 - 3,310027,249,0,1,9.0,1,5,3,3,2,9,0,35,28,1,0,0,0,0,2,0,0,0,2,1,131,7,10,0,1,0,1,0,1427851,2016
05/06/2016,away,12360,236,Fordham,9,True,2,7,-5,loss,2 - 7,311585,249,0,1,4.1,0.0,12,6,6,2,1,0,24,21,3,0,0,2,0,0,0,0,0,0,1,77,5,4,0,1,0,1,0,1427851,2016
05/13/2016,home,12360,575,Richmond,10,True,7,6,1,win,7 - 6,312906,249,0,1,5.0,0.0,8,6,6,4,2,0,27,22,2,0,0,1,1,0,1,0,0,1,0,91,7,6,0,0,0,1,0,1427851,2016
05/19/2016,away,12360,609,Saint Louis,9,True,1,11,-10,loss,1 - 11,313649,249,0,1,3.1,0.0,6,3,3,2,2,0,18,13,1,0,0,0,0,2,0,0,0,1,0,61,4,2,0,1,0,1,0,1427851,2016
05/25/2016,home,12360,740,VCU,9,True,1,5,-4,loss,1 - 5,314194,249,0,1,4.1,0.0,7,4,4,2,3,0,23,19,2,0,1,0,2,2,0,0,0,0,0,75,6,3,0,1,0,1,0,1427851,2016
