date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,72,Bradley,9,True,2,7,-5,loss,2 - 7,5211624,774,1,1,5.0,0.0,3,2,2,1,10,0,20,19,0,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,0,2121496,2022
02/26/2022,away,15860,334,Kentucky,12,True,12,13,-1,loss,12 - 13,5216821,774,1,1,5.0,0.0,8,4,3,1,4,0,25,20,1,0,0,0,1,2,0,0,0,1,1,96,4,6,0,0,0,1,3,0,2121496,2022
03/04/2022,away,15860,660,SIUE,9,True,1,4,-3,loss,1 - 4,5223903,774,1,1,5.0,0.0,6,4,4,2,6,0,23,21,2,0,0,0,1,0,0,0,0,0,0,84,1,8,0,1,0,1,3,0,2121496,2022
03/10/2022,away,15860,659,Southern Ill.,9,True,11,8,3,win,11 - 8,5230339,774,1,1,5.0,0.0,3,1,1,4,4,0,21,16,0,0,0,0,0,0,0,0,0,0,1,85,3,6,1,0,0,1,1,0,2121496,2022
03/20/2022,home,15860,709,Toledo,9,True,4,3,1,win,4 - 3,5241358,774,1,1,6.0,0.0,7,2,2,1,9,0,24,23,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,2,1,2121496,2022
03/28/2022,home,15860,47,Ball St.,9,True,0,2,-2,loss,0 - 2,5248853,774,1,1,6.0,0.0,8,2,2,1,6,0,25,23,1,1,0,0,0,0,1,0,0,0,1,96,8,2,0,1,0,1,3,0,2121496,2022
04/03/2022,away,15860,204,Eastern Mich.,9,True,6,4,2,win,6 - 4,5254591,774,1,1,5.0,0.0,1,0,0,5,7,0,21,15,1,0,0,0,1,1,0,0,0,0,0,91,4,3,1,0,0,1,2,0,2121496,2022
04/10/2022,away,15860,5,Akron,9,True,2,4,-2,loss,2 - 4,5260801,774,1,1,5.0,0.0,4,2,2,4,6,0,23,18,1,1,0,1,0,1,0,0,0,0,0,93,5,3,0,0,0,1,4,0,2121496,2022
04/16/2022,home,15860,414,Miami (OH),9,True,2,1,1,win,2 - 1,5267254,774,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,1,2,1,0,2121496,2022
04/17/2022,home,15860,414,Miami (OH),9,True,11,9,2,win,11 - 9,5267915,774,1,1,4.0,0.0,9,6,6,0,5,0,23,20,1,0,1,1,0,2,0,0,0,0,1,85,2,5,0,0,0,1,3,0,2121496,2022
04/23/2022,away,15860,71,Bowling Green,9,True,16,17,-1,loss,16 - 17,5272143,774,1,0,0.2,0.0,2,1,1,0,0,0,4,4,0,0,0,0,1,0,0,1,1,0,0,17,0,2,0,1,0,3,0,0,2121496,2022
04/24/2022,away,15860,71,Bowling Green,9,True,7,15,-8,loss,7 - 15,5274386,774,1,1,3.1,0.0,12,8,7,1,1,0,19,18,0,0,0,2,1,0,0,0,0,0,0,74,4,1,0,1,0,1,0,0,2121496,2022
04/30/2022,home,15860,503,NIU,9,True,11,6,5,win,11 - 6,5279305,774,1,1,5.0,0.0,6,1,1,0,6,0,19,19,0,0,0,0,0,0,0,0,0,0,0,80,4,3,1,0,0,1,4,0,2121496,2022
05/07/2022,away,15860,129,Central Mich.,9,True,7,19,-12,loss,7 - 19,5284263,774,1,1,0.2,0.0,4,8,8,4,2,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2121496,2022
05/15/2022,home,15860,331,Kent St.,9,True,17,6,11,win,17 - 6,5288047,774,1,1,5.0,0.0,5,2,2,3,4,0,21,18,0,0,0,0,0,0,0,0,0,0,0,90,3,6,1,0,0,1,1,0,2121496,2022
05/21/2022,away,15860,519,Ohio,9,True,3,9,-6,loss,3 - 9,5289457,774,1,1,3.2,0.0,7,7,6,2,1,0,21,18,3,0,0,0,0,0,0,0,0,1,0,79,5,5,0,1,0,1,1,0,2121496,2022
