date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/22/2021,away,15580,419,Middle Tenn.,9,True,4,7,-3,loss,4 - 7,5007073,514,1,0,2.0,0.0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,3,1,0,2488673,2021
02/27/2021,away,15580,363,Longwood,9,True,2,3,-1,loss,2 - 3,5009955,514,1,0,1.0,0.0,1,1,0,1,0,0,6,4,1,0,0,0,0,0,1,1,0,0,1,18,1,2,0,1,0,2,0,0,2488673,2021
03/07/2021,away,15580,175,Dayton,9,True,6,7,-1,loss,6 - 7,5017947,514,1,0,0.2,0.0,1,1,1,0,0,0,4,3,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,4,0,0,2488673,2021
03/13/2021,away,15580,505,Northern Ky.,9,True,12,15,-3,loss,12 - 15,5028597,514,1,0,1.2,0.0,2,2,2,0,1,0,6,6,0,0,0,1,0,0,0,1,0,0,0,21,2,1,0,0,0,4,1,0,2488673,2021
03/21/2021,away,15580,308,Purdue Fort Wayne,9,True,7,8,-1,loss,7 - 8,5032808,514,1,0,2.1,0.0,0,1,0,1,3,0,12,8,0,0,0,0,0,3,0,2,1,0,0,40,2,2,0,1,0,4,0,0,2488673,2021
04/02/2021,home,15580,797,Milwaukee,9,True,5,8,-3,loss,5 - 8,5047025,514,1,0,2.0,0.0,3,0,0,2,1,0,12,10,0,0,0,0,0,0,0,2,2,0,0,32,2,3,0,0,0,4,1,0,2488673,2021
04/03/2021,home,15580,797,Milwaukee,9,True,13,14,-1,loss,13 - 14,5049467,514,1,0,1.2,0.0,1,3,3,2,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,0,0,5,0,0,2488673,2021
04/25/2021,away,15580,817,Youngstown St.,9,True,6,18,-12,loss,6 - 18,5066644,514,1,0,1.0,0.0,2,1,1,1,0,0,7,5,0,0,0,0,0,1,0,3,2,0,0,31,1,2,0,0,0,3,0,0,2488673,2021
04/30/2021,away,15580,797,Milwaukee,9,True,8,2,6,win,8 - 2,5069899,514,1,0,1.0,0.0,1,1,1,0,2,0,4,4,0,0,0,1,0,0,0,0,0,0,0,13,0,1,0,0,0,3,1,0,2488673,2021
05/02/2021,away,15580,797,Milwaukee,9,True,8,6,2,win,8 - 6,5072100,514,1,0,1.0,0.0,1,1,1,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,7,1,2,0,0,0,4,0,0,2488673,2021
05/08/2021,home,15580,505,Northern Ky.,9,True,6,8,-2,loss,6 - 8,5075930,514,1,0,1.1,0.0,1,0,0,0,2,0,6,5,0,0,0,0,0,1,0,0,0,0,0,18,0,1,0,0,0,2,1,0,2488673,2021
05/09/2021,home,15580,505,Northern Ky.,9,True,5,3,2,win,5 - 3,5076542,514,1,1,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,0,0,1,0,0,2488673,2021
05/15/2021,away,15580,810,Wright St.,9,True,6,14,-8,loss,6 - 14,5078827,514,1,0,1.1,0.0,2,1,1,0,0,0,6,5,0,0,0,1,0,0,0,3,3,0,1,16,0,4,0,0,0,2,0,0,2488673,2021
05/22/2021,home,15580,308,Purdue Fort Wayne,9,True,6,5,1,win,6 - 5,5081018,514,1,1,3.1,0.0,4,5,5,2,2,0,16,14,0,0,0,2,0,0,0,0,0,0,0,54,3,5,0,0,0,1,1,0,2488673,2021
