date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,1320,Presbyterian,11,True,3,5,-2,loss,3 - 5,5211572,2711,1,0,0.2,0.0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,7,1,0,0,0,0,4,0,0,2113637,2022
02/23/2022,away,15860,235,Florida,9,True,1,3,-2,loss,1 - 3,5213851,2711,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2113637,2022
02/26/2022,home,15860,164,UConn,9,True,0,11,-11,loss,0 - 11,5216548,2711,1,1,2.0,0.0,3,1,1,2,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,34,3,1,0,1,0,1,0,0,2113637,2022
03/05/2022,home,15860,67,Boston College,9,True,4,10,-6,loss,4 - 10,5225585,2711,1,0,1.0,0.0,4,3,3,0,1,0,7,7,2,0,0,0,2,0,0,3,3,0,0,29,2,0,0,0,0,4,0,0,2113637,2022
03/19/2022,home,15860,355,Liberty,9,True,5,11,-6,loss,5 - 11,5240037,2711,1,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,6,0,0,2113637,2022
03/22/2022,away,15860,228,Florida A&M,9,True,10,3,7,win,10 - 3,5242896,2711,1,0,1.2,0.0,0,0,0,1,0,0,6,5,0,0,0,0,1,0,0,2,0,0,0,29,3,2,1,0,0,2,0,0,2113637,2022
03/29/2022,away,15860,141,The Citadel,9,True,1,8,-7,loss,1 - 8,5249653,2711,1,0,1.1,0.0,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,1,0,0,0,16,2,1,0,0,0,4,0,0,2113637,2022
04/10/2022,home,15860,316,Jacksonville,9,True,4,12,-8,loss,4 - 12,5260930,2711,1,0,1.0,0.0,2,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,5,0,0,2113637,2022
04/12/2022,away,15860,648,South Carolina,9,True,2,4,-2,loss,2 - 4,5263238,2711,1,1,3.1,0.0,3,1,1,1,3,0,14,13,0,0,0,0,1,0,0,0,0,0,0,49,4,3,0,0,0,1,0,0,2113637,2022
04/15/2022,away,15860,28755,FGCU,9,True,12,6,6,win,12 - 6,5266205,2711,1,0,0.0,0.0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,12,0,0,0,0,0,3,0,0,2113637,2022
04/19/2022,home,15860,141,The Citadel,9,True,12,3,9,win,12 - 3,5269044,2711,1,0,2.0,0.0,5,2,1,0,1,0,12,11,0,0,0,0,0,0,0,0,0,0,1,43,4,1,0,0,0,2,0,0,2113637,2022
04/22/2022,away,15860,355,Liberty,9,True,4,22,-18,loss,4 - 22,5271415,2711,1,0,1.2,0.0,4,4,4,2,0,0,12,9,1,0,0,1,0,1,0,0,0,0,0,40,5,0,0,0,0,3,0,0,2113637,2022
05/03/2022,home,15860,128,UCF,9,True,5,8,-3,loss,5 - 8,5282319,2711,1,0,1.0,0.0,2,1,1,1,0,0,5,3,1,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,2,0,0,2113637,2022
05/20/2022,home,15860,28755,FGCU,9,True,7,15,-8,loss,7 - 15,5289353,2711,1,0,0.1,0.0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,4,1,0,2113637,2022
