date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2013,away,11320,457,North Carolina,9,True,2,17,-15,loss,2 - 17,658508,635,1,2.0,2,0,0,1,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,28,1,4,0,0,0,3,0,1314602,2013
02/23/2013,away,11320,198,ETSU,9,True,8,9,-1,loss,8 - 9,659165,635,1,3.0,6,2,2,2,1,0,16,14,1,1,0,1,0,0,0,0,0,0,0,52,3,4,0,0,0,1,0,1314602,2013
03/02/2013,away,11320,626,San Diego St.,9,True,4,10,-6,loss,4 - 10,660501,635,1,1.2,5,5,5,3,0,0,13,9,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,0,1,0,1314602,2013
03/06/2013,away,11320,627,San Diego,9,True,1,2,-1,loss,1 - 2,661622,635,1,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1314602,2013
03/20/2013,home,11320,617,Saint Peter's,9,True,10,1,9,win,10 - 1,665357,635,1,5.0,6,0,0,0,3,0,18,17,1,0,0,0,0,0,0,0,0,1,0,0,5,4,1,0,0,1,1,1314602,2013
03/26/2013,away,11320,342,Lafayette,9,True,11,2,9,win,11 - 2,666901,635,1,0.2,2,0,0,1,1,0,5,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,1314602,2013
04/03/2013,home,11320,554,Princeton,9,True,5,0,5,win,5 - 0,669082,635,1,5.0,2,0,0,4,8,0,20,16,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,5,1314602,2013
04/10/2013,away,11320,748,Wagner,9,True,12,5,7,win,12 - 5,671257,635,1,5.0,7,2,2,2,4,0,25,21,0,0,0,0,1,0,0,0,0,1,1,83,2,9,1,0,0,1,1,1314602,2013
04/17/2013,home,11320,310,Iona,9,True,4,2,2,win,4 - 2,673241,635,1,7.0,6,0,0,2,5,0,27,24,0,0,0,0,0,0,0,0,0,1,0,105,5,9,0,0,0,1,2,1314602,2013
04/24/2013,home,11320,352,Lehigh,9,True,17,7,10,win,17 - 7,675257,635,1,3.2,5,4,2,2,4,0,18,16,0,1,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,2,1314602,2013
04/30/2013,away,11320,617,Saint Peter's,9,True,13,5,8,win,13 - 5,677074,635,1,5.0,3,2,2,4,2,0,22,17,1,0,0,0,0,1,0,0,0,0,0,58,6,6,1,0,0,1,0,1314602,2013
05/05/2013,away,11320,140,Cincinnati,9,True,14,4,10,win,14 - 4,678234,635,1,5.2,8,4,4,2,2,0,25,23,3,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,1,0,1314602,2013
05/14/2013,home,11320,418,Michigan,9,True,5,3,2,win,5 - 3,679473,635,1,5.2,4,2,2,4,4,0,23,18,1,0,1,0,0,0,0,0,0,1,0,88,7,4,1,0,0,1,0,1314602,2013
