date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,away,15860,716,Troy,9,True,1,8,-7,loss,1 - 8,5210906,285,1,4.1,0,4,2,2,0,1,0,16,16,1,0,0,1,0,0,0,2,1,0,0,49,6,5,0,0,0,2,0,0,2675478,2022
02/26/2022,away,15860,473,New Mexico,9,True,7,5,2,win,7 - 5,5217311,285,1,0.2,0,0,1,1,3,2,0,6,2,0,0,0,0,1,1,0,0,0,0,0,24,0,0,0,0,0,3,0,0,2675478,2022
02/27/2022,away,15860,473,New Mexico,9,True,2,7,-5,loss,2 - 7,5218296,285,1,3.2,0,4,3,3,0,4,0,14,14,1,0,0,2,0,0,0,1,0,0,0,54,4,2,0,0,0,2,0,0,2675478,2022
03/07/2022,away,15860,563,Radford,9,True,5,10,-5,loss,5 - 10,5227509,285,1,3.2,0,5,4,2,1,3,0,18,15,0,1,0,1,1,1,0,0,0,1,0,0,5,2,0,0,0,1,1,0,2675478,2022
03/11/2022,away,15860,575,Richmond,9,True,5,6,-1,loss,5 - 6,5230941,285,1,2.2,0,6,4,4,1,2,0,15,14,1,0,0,1,1,0,0,0,0,0,0,47,5,1,0,1,0,2,0,0,2675478,2022
03/15/2022,away,15860,67,Boston College,9,True,2,17,-15,loss,2 - 17,5235701,285,1,1.2,0,3,5,5,2,0,0,11,8,1,0,0,0,0,1,0,3,0,0,0,40,2,3,0,0,0,3,0,0,2675478,2022
03/22/2022,away,15860,400,Massachusetts,9,True,17,6,11,win,17 - 6,5245294,285,1,4.0,0,5,5,2,1,2,0,18,17,3,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0,1,0,0,2675478,2022
03/27/2022,away,15860,83,Bucknell,9,True,7,6,1,win,7 - 6,5248117,285,1,0.1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,3,0,0,2675478,2022
03/30/2022,home,15860,275,Harvard,9,True,11,5,6,win,11 - 5,5250458,285,1,2.0,0,2,1,1,0,3,0,8,8,0,0,0,0,1,0,0,0,0,0,0,31,0,3,0,0,0,1,2,0,2675478,2022
04/04/2022,away,15860,725,Army West Point,9,True,0,13,-13,loss,0 - 13,5255469,285,1,1.2,0,7,7,4,2,0,0,13,9,2,0,0,1,0,0,0,0,0,1,1,51,2,2,0,1,0,1,0,0,2675478,2022
04/12/2022,away,15860,81,Bryant,9,True,5,15,-10,loss,5 - 15,5262772,285,1,0.2,0,5,8,6,1,1,0,11,8,3,0,0,1,0,2,0,0,0,0,0,34,0,1,0,1,0,2,1,0,2675478,2022
04/20/2022,home,15860,725,Army West Point,9,True,3,15,-12,loss,3 - 15,5270064,285,1,0.2,0,5,4,4,2,0,0,9,6,0,0,0,0,1,0,0,0,0,0,1,31,1,1,0,0,0,5,0,0,2675478,2022
