date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2012,home,10942,249,George Washington,9,True,13,8,5,win,13 - 8,756169,678,1,1.0,6,5,5,2,1,0,11,9,2,0,0,0,0,0,0,0,0,0,0,41,0,2,0,0,0,1,0,885247,2012
02/26/2012,home,10942,129,Central Mich.,9,True,14,3,11,win,14 - 3,757387,678,1,7.0,6,2,2,1,4,0,27,25,1,0,0,0,0,0,0,0,0,0,1,76,11,5,1,0,0,1,1,885247,2012
03/04/2012,home,10942,254,Georgia St.,9,True,5,0,5,win,5 - 0,758815,678,1,7.0,7,0,0,0,6,0,29,29,0,0,0,1,0,0,0,0,0,0,0,96,7,9,1,0,0,1,2,885247,2012
03/11/2012,home,10942,275,Harvard,9,True,1,5,-4,loss,1 - 5,761257,678,1,5.2,10,4,3,0,4,0,27,26,0,1,0,0,0,0,0,0,0,0,1,0,8,5,0,1,0,1,0,885247,2012
03/18/2012,home,10942,587,Rutgers,9,True,0,7,-7,loss,0 - 7,763446,678,1,3.0,9,4,0,0,2,0,18,17,2,0,0,0,0,0,0,0,0,1,0,55,4,3,0,1,0,1,0,885247,2012
03/21/2012,away,10942,234,Florida St.,9,True,1,9,-8,loss,1 - 9,764123,678,1,2.0,1,0,0,1,3,0,8,7,0,0,0,0,0,0,0,0,0,0,0,32,1,2,0,0,0,4,2,885247,2012
03/25/2012,away,10942,14927,Belmont,10,True,6,4,2,win,6 - 4,765635,678,1,6.0,7,3,3,1,2,0,26,25,2,0,2,0,0,0,0,0,0,0,0,86,8,7,0,0,0,1,0,885247,2012
04/01/2012,away,10942,406,Mercer,9,True,8,1,7,win,8 - 1,767845,678,1,7.0,6,1,1,1,7,0,28,25,0,0,0,0,0,1,0,0,0,1,0,0,6,7,1,0,0,1,3,885247,2012
04/07/2012,home,10942,316,Jacksonville,9,True,8,3,5,win,8 - 3,769731,678,1,6.1,5,3,3,3,4,0,28,24,1,0,0,0,0,0,0,0,0,1,0,85,8,7,0,0,0,1,0,885247,2012
04/15/2012,away,10942,1157,Kennesaw St.,9,True,9,7,2,win,9 - 7,772720,678,1,6.2,6,3,3,0,6,0,24,24,2,0,2,0,0,0,0,0,0,0,0,0,4,8,1,0,0,1,2,885247,2012
04/18/2012,away,10942,415,Miami (FL),9,True,2,3,-1,loss,2 - 3,773502,678,1,0.2,2,1,1,0,1,0,4,3,0,0,1,0,0,0,0,0,0,1,0,10,1,0,0,1,0,3,1,885247,2012
04/22/2012,home,10942,28600,Lipscomb,9,True,3,2,1,win,3 - 2,775200,678,1,6.2,9,0,0,0,4,0,28,27,0,0,0,0,0,0,0,0,0,1,0,73,9,6,1,0,0,1,2,885247,2012
04/29/2012,away,10942,2711,North Florida,9,True,2,1,1,win,2 - 1,777132,678,1,8.0,4,1,1,1,5,0,31,29,0,1,0,1,0,1,0,0,0,0,0,108,10,8,1,0,0,1,3,885247,2012
05/06/2012,home,10942,10411,USC Upstate,9,True,6,11,-5,loss,6 - 11,778749,678,1,1.0,4,5,5,1,0,0,9,7,1,1,0,0,0,1,0,0,0,0,0,28,2,1,0,1,0,1,0,885247,2012
05/08/2012,home,10942,234,Florida St.,9,True,1,9,-8,loss,1 - 9,778916,678,1,5.1,4,2,2,1,2,0,21,20,0,0,1,0,0,0,0,0,0,0,0,79,8,5,0,1,0,1,2,885247,2012
05/13/2012,away,10942,198,ETSU,9,True,4,0,4,win,4 - 0,779666,678,1,7.1,7,0,0,1,6,0,31,28,0,0,0,0,0,1,0,0,0,1,0,95,7,9,1,0,0,1,2,885247,2012
05/19/2012,home,10942,28755,FGCU,9,True,4,5,-1,loss,4 - 5,780358,678,1,7.0,8,2,2,1,1,0,26,24,1,0,0,0,0,0,0,0,0,1,0,82,14,1,0,0,0,1,0,885247,2012
05/24/2012,away,10942,10411,USC Upstate,9,True,1,0,1,win,1 - 0,780536,678,1,9.0,2,0,0,0,2,1,29,28,0,0,0,0,0,1,0,0,0,0,0,99,13,11,1,0,0,1,2,885247,2012
