App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.0,2,1,1,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,4,0,02/14/2015,away,12080,9012,Mo. Southern St.,9,True,0,6,-6,loss,405253,728,1330585,2015
0,0,0.1,3,1,1,0,0,0,3,3,1,0,1,0,0,0,0,3,3,0,0,12,0,0,0,0,0,3,0,03/08/2015,neutral,12080,384,Mansfield,9,True,12,11,1,win,408643,728,1330585,2015
0,0,5.2,8,5,5,1,2,0,28,25,0,1,0,1,0,2,0,0,0,0,0,0,5,10,1,0,0,2,0,03/11/2015,neutral,12080,1403,Tiffin,10,True,13,12,1,win,409189,728,1330585,2015
0,0,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,03/21/2015,home,12080,598,St. Cloud St.,9,True,0,12,-12,loss,412059,728,1330585,2015
0,0,2.0,2,2,2,1,1,0,9,8,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,1,3,0,03/28/2015,home,12080,27854,Minn.-Crookston,9,True,15,8,7,win,413605,728,1330585,2015
0,0,1.1,5,7,5,2,1,0,12,10,1,0,2,0,0,0,0,1,1,0,0,53,2,1,0,0,0,2,0,04/03/2015,away,12080,30125,Minot St.,9,True,17,24,-7,loss,415522,728,1330585,2015
0,0,4.0,4,5,1,2,2,0,19,15,2,0,1,0,0,1,0,0,0,1,0,0,3,6,0,0,0,2,2,04/11/2015,away,12080,1266,Northern St.,9,True,1,11,-10,loss,417510,728,1330585,2015
0,0,0.2,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,04/19/2015,home,12080,8736,Southwest Minn. St.,9,True,7,9,-2,loss,420626,728,1330585,2015
0,0,1.1,1,0,0,0,1,0,5,4,0,0,0,0,0,1,0,1,0,0,0,18,1,1,0,0,0,4,1,04/29/2015,away,12080,790,Winona St.,9,True,3,8,-5,loss,423181,728,1330585,2015
0,0,3.2,5,6,3,1,2,0,19,14,1,0,3,1,0,4,0,2,2,0,0,0,2,5,0,0,0,4,2,05/01/2015,home,12080,41,Augustana (SD),9,True,6,24,-18,loss,423502,728,1330585,2015
