App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,3,0,0,03/14/2021,home,15580,780,Whitman,9,True,2,5,-3,loss,2025131,22235,1985866,2021
1,0,2.1,0.0,0,0,0,2,3,0,9,7,0,0,0,0,0,0,0,3,0,0,0,0,3,1,1,0,0,3,0,0,03/21/2021,away,15580,1179,Linfield,9,True,5,4,1,win,2025140,22235,1985866,2021
1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03/27/2021,home,15580,2751,Pacific (OR),9,True,3,16,-13,loss,2019528,22235,1985866,2021
1,0,1.1,0.0,4,6,5,0,1,0,10,7,1,0,0,1,2,2,0,0,0,0,1,33,0,3,0,0,0,2,0,0,03/28/2021,home,15580,2751,Pacific (OR),9,True,10,14,-4,loss,2025989,22235,1985866,2021
1,0,2.1,0.0,5,2,2,1,4,0,13,12,1,0,0,1,0,0,0,2,2,0,0,53,1,2,0,0,0,2,1,0,04/03/2021,away,15580,785,Willamette,9,True,5,10,-5,loss,2020169,22235,1985866,2021
1,0,3.2,0.0,8,5,5,0,1,0,20,17,3,1,0,0,1,2,0,3,3,0,1,0,4,5,0,0,0,2,0,0,04/17/2021,away,15580,1297,Pacific Lutheran,9,True,3,13,-10,loss,2021441,22235,1985866,2021
1,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04/23/2021,home,15580,557,Puget Sound,9,True,3,14,-11,loss,2073659,22235,1985866,2021
1,0,3.0,0.0,4,2,1,2,2,0,16,14,0,0,0,0,1,0,0,0,0,0,0,60,0,5,0,0,0,2,2,1,04/24/2021,home,15580,557,Puget Sound,9,True,3,6,-3,loss,2022101,22235,1985866,2021
1,0,0.1,0.0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,3,0,0,05/06/2021,away,15580,1454,Whitworth,9,True,7,8,-1,loss,2077404,22235,1985866,2021
1,0,2.0,0.0,0,0,0,0,1,0,9,7,0,0,0,0,0,2,0,0,0,0,0,23,3,2,0,0,1,4,1,0,05/07/2021,away,15580,1454,Whitworth,9,True,8,7,1,win,2023452,22235,1985866,2021
1,0,1.0,0.0,2,1,1,0,1,0,6,4,1,0,0,0,0,1,0,0,0,0,1,20,0,2,0,0,0,3,0,0,05/07/2021,away,15580,1454,Whitworth,9,True,13,10,3,win,2025948,22235,1985866,2021
