date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,home,14781,609,Saint Louis,9,True,1,9,-8,loss,1 - 9,4705012,414,1,2.0,0,5,8,6,3,1,0,16,12,3,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,1,1,1755574,2019
02/24/2019,away,14781,454,Murray St.,9,True,14,4,10,win,14 - 4,4715291,414,1,6.0,0,6,2,2,3,10,0,27,24,1,0,0,2,1,0,0,0,0,0,0,90,2,5,1,0,0,1,2,1755574,2019
03/01/2019,home,14781,514,Oakland,9,True,14,3,11,win,14 - 3,4719121,414,1,5.0,0,2,1,1,3,3,0,20,15,0,0,0,0,0,2,0,0,0,0,0,0,6,4,1,0,0,1,1,1755574,2019
03/10/2019,home,14781,817,Youngstown St.,9,True,11,1,10,win,11 - 1,4730018,414,1,5.0,0,3,1,1,4,6,0,21,16,0,2,0,0,0,0,0,0,0,1,0,0,5,3,1,0,0,1,1,1755574,2019
03/20/2019,away,14781,202,Eastern Ky.,9,True,8,4,4,win,8 - 4,4743597,414,1,6.0,0,2,1,1,3,4,0,22,19,0,0,0,1,1,0,0,0,0,0,0,77,7,6,1,0,0,1,3,1755574,2019
03/26/2019,away,14781,367,Louisville,9,True,1,6,-5,loss,1 - 6,4749414,414,1,2.0,0,2,4,4,4,4,0,13,9,0,0,0,0,2,0,0,0,0,0,0,65,1,2,0,1,0,1,1,1755574,2019
04/03/2019,home,14781,505,Northern Ky.,9,True,7,3,4,win,7 - 3,4757915,414,1,7.1,0,6,2,2,4,6,0,33,28,1,0,0,0,1,1,0,0,0,0,0,0,9,6,1,0,0,1,0,1755574,2019
04/10/2019,away,14781,140,Cincinnati,11,True,12,8,4,win,12 - 8,4766097,414,1,6.0,0,6,1,0,2,9,0,30,25,2,0,1,0,0,2,0,0,0,0,0,108,6,3,0,0,0,1,1,1755574,2019
04/16/2019,away,14781,140,Cincinnati,9,True,5,15,-10,loss,5 - 15,4772276,414,1,5.0,0,7,5,5,5,2,0,26,19,0,0,0,0,0,1,0,0,0,0,1,99,5,6,0,0,0,1,1,1755574,2019
04/26/2019,home,14781,503,NIU,9,True,12,0,12,win,12 - 0,4780793,414,1,3.0,0,1,0,0,2,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,2,0,1755574,2019
04/30/2019,away,14781,812,Xavier,9,True,7,4,3,win,7 - 4,4784816,414,1,3.0,0,4,2,2,4,5,0,16,12,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,2,1755574,2019
05/04/2019,away,14781,519,Ohio,9,True,3,4,-1,loss,3 - 4,4787253,414,1,1.0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,1755574,2019
05/07/2019,home,14781,140,Cincinnati,10,True,7,6,1,win,7 - 6,4789037,414,1,1.0,0,1,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1755574,2019
05/18/2019,away,14781,129,Central Mich.,9,True,3,10,-7,loss,3 - 10,4792476,414,1,1.2,0,2,5,3,4,1,0,12,8,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,2,1,1755574,2019
05/24/2019,home,14781,519,Ohio,17,True,5,6,-1,loss,5 - 6,4795056,414,1,1.0,0,2,3,3,0,0,0,8,5,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,5,0,1755574,2019
