date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2012,away,10942,489,N.C. Central,9,True,10,2,8,win,10 - 2,756015,456,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,0,1314958,2012
03/20/2012,away,10942,198,ETSU,9,True,1,3,-2,loss,1 - 3,763858,456,1,1.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,3,0,1314958,2012
03/21/2012,home,10942,769,Western Caro.,12,True,3,1,2,win,3 - 1,764135,456,1,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1314958,2012
03/28/2012,away,10942,2915,Wofford,9,True,3,4,-1,loss,3 - 4,766385,456,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,4,0,1314958,2012
03/30/2012,away,10942,1320,Presbyterian,9,True,0,5,-5,loss,0 - 5,766753,456,1,3.0,0,0,0,1,3,0,10,9,0,0,0,0,0,0,0,0,0,0,0,36,3,3,0,0,0,2,0,1314958,2012
04/01/2012,away,10942,1320,Presbyterian,9,True,2,6,-4,loss,2 - 6,767795,456,1,0.0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,4,0,1314958,2012
04/03/2012,away,10942,244,Furman,9,True,5,4,1,win,5 - 4,768361,456,1,0.2,1,0,0,1,0,0,4,3,0,0,0,0,0,0,0,3,3,0,0,12,1,1,0,0,0,4,0,1314958,2012
04/07/2012,home,10942,48,Charleston So.,10,True,2,10,-8,loss,2 - 10,770098,456,1,0.2,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,3,2,0,0,0,1,1,0,0,0,6,0,1314958,2012
04/11/2012,away,10942,457,North Carolina,9,True,5,10,-5,loss,5 - 10,771020,456,1,0.1,2,3,0,0,0,0,4,3,0,0,0,0,0,0,0,1,1,1,0,6,1,0,0,0,0,5,0,1314958,2012
04/14/2012,away,10942,115,Campbell,9,True,6,13,-7,loss,6 - 13,772417,456,1,0.2,1,0,0,0,1,0,3,3,1,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,4,0,1314958,2012
04/24/2012,home,10942,2915,Wofford,9,True,4,9,-5,loss,4 - 9,775516,456,1,0.0,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1314958,2012
05/08/2012,home,10942,254,Georgia St.,9,True,8,13,-5,loss,8 - 13,778917,456,1,4.0,5,1,1,0,1,0,14,13,0,1,0,0,0,0,0,0,0,0,1,0,5,3,0,0,0,3,1,1314958,2012
05/15/2012,home,10942,457,North Carolina,9,True,4,10,-6,loss,4 - 10,779761,456,1,0.2,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,1314958,2012
05/19/2012,home,10942,1092,Gardner-Webb,9,True,3,10,-7,loss,3 - 10,780332,456,1,1.0,2,2,2,1,1,0,7,4,0,0,0,0,0,1,0,3,3,0,1,0,0,2,0,0,0,4,0,1314958,2012
