App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,3.0,0.0,2,1,1,1,1,0,15,12,0,0,0,0,1,2,0,0,0,0,0,0,5,2,0,0,0,2,1,0,02/01/2022,away,15860,358,West Ala.,9,True,5,1,4,win,2167175,8411,2136472,2022
1,1,1.0,0.0,1,1,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,02/08/2022,home,15860,358,West Ala.,9,True,12,11,1,win,2167433,8411,2136472,2022
1,1,5.0,0.0,3,5,3,7,9,0,24,17,0,0,0,0,4,0,0,0,0,0,0,95,4,1,0,1,0,1,4,0,02/13/2022,neutral,15860,395,Maryville (MO),9,True,2,12,-10,loss,2167690,8411,2136472,2022
1,1,6.1,0.0,4,3,3,5,2,0,27,22,0,0,0,0,1,0,0,0,0,0,0,0,7,8,0,0,0,1,1,0,02/20/2022,home,15860,8744,Southwestern Okla.,9,True,8,10,-2,loss,2258434,8411,2136472,2022
1,0,3.0,0.0,6,11,5,7,3,0,24,17,0,0,0,4,0,0,0,0,0,0,0,73,3,3,0,0,0,2,2,0,02/27/2022,away,15860,30178,Northwestern Okla.,9,True,11,12,-1,loss,2168876,8411,2136472,2022
1,1,5.0,0.0,6,7,7,5,5,0,27,20,0,0,0,0,0,1,0,0,0,1,0,0,6,4,0,1,0,1,1,0,03/05/2022,home,15860,1123,Henderson St.,9,True,5,11,-6,loss,2170739,8411,2136472,2022
1,1,6.0,0.0,8,3,3,1,5,0,29,28,2,0,0,0,1,0,0,0,0,0,0,0,4,9,1,0,0,1,1,0,03/13/2022,away,15860,947,Arkansas Tech,9,True,11,4,7,win,2262661,8411,2136472,2022
1,1,6.0,0.0,4,3,3,7,5,0,29,21,2,0,0,0,0,1,0,0,0,0,0,125,7,5,1,0,0,1,0,0,03/19/2022,away,15860,1371,Southeastern Okla.,9,True,12,7,5,win,2173714,8411,2136472,2022
1,1,7.0,1,0,0,0,0,10,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,1,3,0,03/26/2022,home,15860,8965,East Central,9,True,12,0,12,win,2175169,8411,2136472,2022
1,1,7.0,0.0,5,1,0,1,8,0,29,28,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0,0,0,1,3,0,04/02/2022,home,15860,1116,Harding,14,True,9,10,-1,loss,2176573,8411,2136472,2022
1,1,7.2,0.0,3,6,6,5,13,0,31,25,0,1,0,0,2,0,0,0,0,0,1,138,5,5,0,0,0,1,3,0,04/09/2022,away,15860,1289,Ouachita Baptist,11,True,8,7,1,win,2178059,8411,2136472,2022
1,1,8.0,0.0,3,2,2,4,9,0,29,22,1,0,0,0,0,1,0,0,0,2,0,0,7,5,1,0,0,1,6,0,04/16/2022,away,15860,30152,Southern Nazarene,9,True,8,2,6,win,2268142,8411,2136472,2022
1,1,4.0,0.0,9,7,5,3,4,0,24,21,3,0,0,1,1,0,0,0,0,0,0,0,4,4,0,0,0,1,1,0,04/23/2022,home,15860,30202,Okla. Baptist,13,True,10,9,1,win,2181000,8411,2136472,2022
1,1,5.2,0.0,5,3,3,4,7,0,25,21,0,0,0,1,1,0,0,0,0,0,0,0,3,6,0,0,0,1,1,0,04/29/2022,home,15860,1376,Southern Ark.,9,True,3,7,-4,loss,2271083,8411,2136472,2022
1,0,0.0,0.0,2,1,1,2,0,0,4,2,1,0,0,0,0,0,1,0,0,0,0,15,0,0,0,1,0,2,0,0,05/07/2022,neutral,15860,1123,Henderson St.,9,True,1,2,-1,loss,2271935,8411,2136472,2022
