date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/14/2014,home,11620,418,Michigan,10,True,8,7,1,win,8 - 7,586879,670,1,3.2,1,0,0,3,2,0,15,11,0,0,0,0,0,1,0,1,1,0,0,57,3,5,0,0,0,3,1,1431732,2014
02/18/2014,away,11620,574,Rice,11,True,3,4,-1,loss,3 - 4,587590,670,1,1.0,2,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1431732,2014
02/25/2014,home,11620,26172,A&M-Corpus Christi,9,True,6,4,2,win,6 - 4,588831,670,1,2.1,1,1,1,0,1,0,10,7,0,0,0,1,0,2,0,3,0,0,1,26,4,2,1,0,0,2,1,1431732,2014
03/01/2014,home,11620,748,Wagner,9,True,9,7,2,win,9 - 7,589512,670,1,1.2,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,2,0,0,0,19,3,0,1,0,0,3,0,1431732,2014
03/05/2014,home,11620,735,Valparaiso,10,True,2,3,-1,loss,2 - 3,590125,670,1,1.1,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,1,0,0,20,1,2,0,0,0,5,0,1431732,2014
03/08/2014,away,11620,754,Washington St.,9,True,5,3,2,win,5 - 3,590856,670,1,0.2,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,2,0,1431732,2014
03/11/2014,home,11620,703,Texas,9,True,3,6,-3,loss,3 - 6,591707,670,1,4.1,1,0,0,1,3,0,14,13,0,0,0,0,0,0,0,1,0,0,0,47,3,6,0,0,0,2,2,1431732,2014
03/15/2014,home,11620,702,UT Arlington,11,True,7,5,2,win,7 - 5,592604,670,1,1.1,3,2,1,0,3,0,9,6,0,0,0,0,0,2,0,0,0,1,0,30,1,0,0,0,0,2,2,1431732,2014
03/18/2014,home,11620,574,Rice,9,True,1,14,-13,loss,1 - 14,593535,670,1,2.0,3,0,0,0,3,0,9,9,0,0,0,1,0,0,0,0,0,0,0,31,1,2,0,0,0,4,1,1431732,2014
03/23/2014,away,11620,772,Western Ky.,9,True,7,5,2,win,7 - 5,595103,670,1,0.2,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,15,1,0,0,0,0,2,0,1431732,2014
03/25/2014,away,11620,703,Texas,9,True,1,5,-4,loss,1 - 5,595457,670,1,1.0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,16,2,1,0,0,0,4,0,1431732,2014
03/30/2014,away,11620,30,Arkansas St.,9,True,1,4,-3,loss,1 - 4,596551,670,1,2.1,3,1,1,0,3,0,10,9,1,0,0,0,0,1,0,1,0,0,0,39,1,2,0,0,0,2,1,1431732,2014
04/06/2014,home,11620,646,South Alabama,9,True,2,7,-5,loss,2 - 7,598674,670,1,3.0,2,2,2,0,1,0,11,10,0,0,0,0,0,1,0,2,1,0,0,37,4,2,0,0,0,2,0,1431732,2014
04/13/2014,away,11620,498,ULM,9,True,6,7,-1,loss,6 - 7,601017,670,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,1431732,2014
04/15/2014,away,11620,706,UTSA,9,True,2,7,-5,loss,2 - 7,601367,670,1,3.1,2,0,0,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,37,2,5,0,0,0,2,1,1431732,2014
04/23/2014,home,11620,51,Baylor,9,True,2,0,2,win,2 - 0,603603,670,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,3,0,1431732,2014
04/25/2014,away,11620,671,Louisiana,9,True,6,8,-2,loss,6 - 8,604037,670,1,1.0,1,0,0,0,0,0,5,4,0,0,0,0,0,1,0,1,1,0,0,16,2,1,0,0,0,3,0,1431732,2014
05/16/2014,away,11620,702,UT Arlington,9,True,0,1,-1,loss,0 - 1,608088,670,1,1.2,2,1,1,2,1,0,9,7,0,0,0,0,0,0,0,0,0,0,0,34,2,2,0,1,0,2,0,1431732,2014
