date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2019,away,14781,365,LSU,9,True,7,12,-5,loss,7 - 12,4709587,498,1,0.2,0,0,2,0,1,2,0,4,3,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,1,0,4,1,1998970,2019
02/17/2019,home,14781,725,Army West Point,9,True,10,3,7,win,10 - 3,4708180,498,1,1.0,0,1,0,0,0,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,5,2,1998970,2019
02/25/2019,home,14781,660,SIUE,9,True,4,1,3,win,4 - 1,4715849,498,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1998970,2019
03/01/2019,home,14781,694,Tennessee,9,True,2,7,-5,loss,2 - 7,4718807,498,1,1.0,0,2,3,3,1,1,0,6,5,1,0,0,1,0,0,0,0,0,0,0,19,0,2,0,0,0,3,1,1998970,2019
03/10/2019,home,14781,402,McNeese,9,True,2,10,-8,loss,2 - 10,4731079,498,1,0.1,0,3,5,5,1,0,0,6,3,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,6,0,1998970,2019
03/17/2019,home,14781,149,Coastal Carolina,9,True,7,15,-8,loss,7 - 15,4738679,498,1,0.2,0,3,2,0,1,1,0,6,5,2,0,0,0,1,0,0,2,2,0,0,21,1,0,0,0,0,4,1,1998970,2019
03/22/2019,away,14781,670,Texas St.,9,True,1,5,-4,loss,1 - 5,4744237,498,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,2,0,0,0,8,0,1,0,0,0,4,0,1998970,2019
03/26/2019,away,14781,366,Louisiana Tech,9,True,9,4,5,win,9 - 4,4749512,498,1,2.2,0,3,0,0,1,3,0,12,11,0,0,0,0,1,0,0,1,1,0,0,49,2,3,1,0,0,3,1,1998970,2019
03/31/2019,home,14781,253,Ga. Southern,9,True,8,5,3,win,8 - 5,4754608,498,1,2.0,0,4,1,1,1,1,0,11,10,0,0,1,0,1,0,1,0,0,0,0,0,2,3,0,0,0,2,0,1998970,2019
04/03/2019,away,14781,430,Mississippi St.,9,True,8,21,-13,loss,8 - 21,4758135,498,1,1.0,0,3,4,4,3,2,0,10,6,0,1,0,0,0,1,0,0,0,0,0,34,1,0,0,0,0,6,0,1998970,2019
04/07/2019,away,14781,254,Georgia St.,9,True,9,3,6,win,9 - 3,4762491,498,1,1.2,0,0,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,3,0,1998970,2019
04/10/2019,home,14781,508,Northwestern St.,9,True,8,4,4,win,8 - 4,4765639,498,1,1.0,0,3,2,1,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,4,0,1998970,2019
04/16/2019,home,14781,366,Louisiana Tech,9,True,0,5,-5,loss,0 - 5,4772300,498,1,1.1,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,17,1,1,0,0,0,3,1,1998970,2019
04/20/2019,home,14781,32,Little Rock,9,True,2,4,-2,loss,2 - 4,4776577,498,1,0.1,0,1,0,0,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,1,1998970,2019
05/10/2019,away,14781,716,Troy,9,True,4,15,-11,loss,4 - 15,4790282,498,1,0.2,0,4,5,5,1,1,0,7,6,0,1,0,1,0,0,0,0,0,0,0,21,0,1,0,0,0,4,0,1998970,2019
