date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,away,15860,32,Little Rock,9,True,6,10,-4,loss,6 - 10,5209856,201,1,0,1.2,0.0,3,2,2,1,0,0,9,8,0,0,0,0,2,0,0,0,0,0,0,32,4,1,0,0,0,2,0,0,2130911,2022
03/19/2022,away,15860,402,McNeese,9,True,3,6,-3,loss,3 - 6,5239656,201,1,0,1.0,0.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,3,0,0,2130911,2022
04/05/2022,home,15860,52,Bellarmine,9,True,11,8,3,win,11 - 8,5257616,201,1,0,3.0,0.0,3,1,1,2,3,0,14,12,0,0,0,1,0,0,1,0,0,0,0,0,2,4,1,0,0,2,0,0,2130911,2022
04/09/2022,home,15860,660,SIUE,9,True,5,11,-6,loss,5 - 11,5260261,201,1,0,2.2,0.0,4,2,2,0,4,0,11,11,1,0,0,1,0,0,0,1,1,0,0,0,2,2,0,0,0,3,0,0,2130911,2022
04/15/2022,away,15860,43,Austin Peay,11,True,11,9,2,win,11 - 9,5267124,201,1,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,4,0,0,2130911,2022
04/19/2022,home,15860,30138,McKendree,9,True,9,0,9,win,9 - 0,5268910,201,1,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,2130911,2022
04/22/2022,home,15860,454,Murray St.,9,True,10,17,-7,loss,10 - 17,5271224,201,1,0,1.0,0.0,3,3,3,1,1,0,7,6,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,4,0,0,2130911,2022
04/29/2022,away,15860,692,Tennessee Tech,9,True,12,6,6,win,12 - 6,5278725,201,1,0,1.0,0.0,3,2,2,0,0,0,6,6,1,0,0,1,1,0,0,0,0,0,0,22,0,3,0,0,0,4,0,0,2130911,2022
05/10/2022,away,15860,771,Western Ill.,9,True,7,6,1,win,7 - 6,5285974,201,1,0,1.2,0.0,4,4,3,1,1,0,10,9,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,2,1,0,2130911,2022
05/17/2022,home,15860,771,Western Ill.,9,True,6,1,5,win,6 - 1,5288528,201,1,0,1.2,0.0,1,0,0,0,1,0,6,5,1,0,0,0,2,1,0,1,1,0,0,0,2,1,0,0,0,2,1,0,2130911,2022
