date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,home,15860,572,Rhode Island,9,True,15,8,7,win,15 - 8,5210187,786,1,3.0,0,2,0,0,1,7,0,12,11,0,0,0,0,0,0,0,0,0,0,0,40,1,1,0,0,0,1,4,0,2307196,2022
03/04/2022,home,15860,587,Rutgers,9,True,0,1,-1,loss,0 - 1,5223015,786,1,5.0,0,5,1,1,0,1,0,18,18,0,0,0,0,0,0,0,0,0,0,0,63,4,7,0,1,0,1,0,1,2307196,2022
03/12/2022,away,15860,253,Ga. Southern,9,True,2,6,-4,loss,2 - 6,5232614,786,1,3.1,0,4,6,2,3,2,0,18,12,1,0,0,0,1,1,0,0,0,2,0,69,3,4,0,1,0,1,0,0,2307196,2022
03/19/2022,away,15860,248,George Mason,11,True,2,1,1,win,2 - 1,5244684,786,1,7.0,0,2,0,0,0,3,0,23,23,0,0,0,0,0,0,0,0,0,0,0,71,7,11,0,0,0,1,1,0,2307196,2022
03/26/2022,home,15860,460,UNCW,10,True,0,10,-10,loss,0 - 10,5246621,786,1,4.2,0,4,6,6,2,6,0,20,17,1,0,0,3,0,1,0,0,0,0,0,72,3,4,0,1,0,1,2,0,2307196,2022
04/02/2022,away,15860,500,Northeastern,9,True,4,3,1,win,4 - 3,5253261,786,1,4.0,0,5,2,2,3,2,0,21,15,1,0,0,0,0,2,0,0,0,1,0,68,5,3,0,0,0,1,0,0,2307196,2022
04/16/2022,away,15860,1014,Col. of Charleston,9,True,3,4,-1,loss,3 - 4,5267237,786,1,2.2,0,2,1,1,3,2,0,12,9,0,0,0,1,1,0,0,0,0,0,0,59,2,3,0,0,0,1,0,0,2307196,2022
05/14/2022,home,15860,180,Delaware,9,True,5,2,3,win,5 - 2,5287563,786,1,2.2,0,2,0,0,2,0,0,12,9,0,0,0,0,1,0,0,0,0,1,0,39,3,5,0,0,0,1,0,0,2307196,2022
05/20/2022,away,15860,1068,Elon,9,True,4,3,1,win,4 - 3,5289265,786,1,2.0,0,2,0,0,1,2,0,9,8,1,0,0,0,0,0,0,0,0,0,0,30,3,1,1,0,0,1,1,0,2307196,2022
05/26/2022,home,15860,1068,Elon,9,True,3,6,-3,loss,3 - 6,5290156,786,1,4.0,0,4,3,2,1,1,0,17,16,1,0,0,1,0,0,0,0,0,0,0,53,5,5,0,1,0,1,0,0,2307196,2022
