date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,147,Clemson,9,True,2,7,-5,loss,2 - 7,4706961,646,1,4.1,0,3,3,3,6,2,0,23,14,1,0,0,0,0,2,0,0,0,0,1,0,2,8,0,1,0,1,0,1992607,2019
02/23/2019,home,14781,692,Tennessee Tech,9,True,7,3,4,win,7 - 3,4713491,646,1,4.1,0,4,3,3,5,10,0,22,17,2,0,0,0,2,0,0,0,0,0,0,83,2,1,0,0,0,1,5,1992607,2019
03/02/2019,home,14781,8,Alabama,9,True,5,10,-5,loss,5 - 10,4721095,646,1,4.1,0,9,3,2,1,5,0,23,21,4,0,0,1,1,0,0,0,0,1,0,92,6,2,0,1,0,1,1,1992607,2019
03/08/2019,home,14781,590,Sacred Heart,9,True,12,2,10,win,12 - 2,4727126,646,1,6.1,0,2,2,2,3,4,0,23,18,0,0,0,0,0,0,0,0,0,2,0,71,9,5,1,0,0,1,2,1992607,2019
03/16/2019,home,14781,670,Texas St.,9,True,1,0,1,win,1 - 0,4738140,646,1,6.0,0,4,0,0,3,4,0,23,20,0,0,0,0,0,0,0,0,0,0,0,103,5,7,1,0,0,1,1,1992607,2019
03/23/2019,away,14781,30,Arkansas St.,9,True,11,6,5,win,11 - 6,4746730,646,1,6.0,0,4,2,2,3,7,0,24,21,0,0,0,0,1,0,0,0,0,0,0,102,4,6,1,0,0,1,3,1992607,2019
03/29/2019,away,14781,702,UT Arlington,9,True,3,6,-3,loss,3 - 6,4752185,646,1,5.0,0,9,5,4,5,4,0,28,23,1,0,0,0,0,0,0,0,0,0,0,96,3,7,0,1,0,1,1,1992607,2019
04/06/2019,home,14781,149,Coastal Carolina,9,True,4,9,-5,loss,4 - 9,4760721,646,1,5.1,0,7,4,1,3,5,0,27,23,1,0,0,1,1,1,0,0,0,0,0,107,7,3,0,0,0,1,2,1992607,2019
04/12/2019,away,14781,671,Louisiana,9,True,9,2,7,win,9 - 2,4767454,646,1,6.0,0,4,2,2,3,4,0,25,21,1,0,0,1,0,1,0,0,0,0,0,103,5,8,1,0,0,1,1,1992607,2019
04/19/2019,home,14781,254,Georgia St.,9,True,9,7,2,win,9 - 7,4775359,646,1,2.2,0,6,5,4,3,1,0,18,12,2,0,0,0,2,0,0,0,0,1,2,69,5,2,0,0,0,1,0,1992607,2019
04/26/2019,away,14781,253,Ga. Southern,9,True,2,9,-7,loss,2 - 9,4780909,646,1,3.1,0,2,2,2,4,3,0,16,11,1,0,0,0,0,1,0,0,0,0,0,66,1,5,0,0,0,1,0,1992607,2019
