date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,735,Valparaiso,9,True,4,1,3,win,4 - 1,5005490,9,1,3.2,0,2,0,0,2,7,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,2,0,2475769,2021
02/28/2021,home,15580,6,Alabama A&M,9,True,7,3,4,win,7 - 3,5011781,9,1,6.1,0,3,3,2,0,3,0,24,22,1,0,0,0,0,2,0,0,0,0,0,0,11,5,1,0,0,1,1,0,2475769,2021
03/07/2021,home,15580,1157,Kennesaw St.,9,True,8,7,1,win,8 - 7,5019036,9,1,5.2,0,4,3,3,3,7,0,24,20,0,0,0,0,1,1,0,0,0,0,0,99,3,6,0,0,0,1,3,1,2475769,2021
03/14/2021,away,15580,253,Ga. Southern,9,True,5,9,-4,loss,5 - 9,5025506,9,1,4.0,0,6,6,5,5,1,0,22,15,1,0,1,0,1,0,1,0,0,1,1,84,6,3,0,1,0,1,1,0,2475769,2021
03/21/2021,home,15580,305,Indiana St.,9,True,11,4,7,win,11 - 4,5033740,9,1,5.0,0,6,3,3,3,2,0,21,18,2,0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,1,2,2,2475769,2021
03/26/2021,home,15580,419,Middle Tenn.,9,True,9,11,-2,loss,9 - 11,5037884,9,1,1.0,0,7,7,6,2,1,0,13,10,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,2475769,2021
04/01/2021,away,15580,366,Louisiana Tech,9,True,1,16,-15,loss,1 - 16,5043813,9,1,1.2,0,9,9,9,1,2,0,16,14,3,0,0,3,0,1,0,0,0,0,0,56,1,2,0,1,0,1,1,0,2475769,2021
04/10/2021,away,15580,664,Southern Miss.,9,True,2,9,-7,loss,2 - 9,5052725,9,1,1.0,0,1,1,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,14,2,1,0,0,0,4,0,0,2475769,2021
04/13/2021,home,15580,716,Troy,9,True,4,12,-8,loss,4 - 12,5055708,9,1,1.0,0,4,3,3,0,1,0,7,6,2,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,2475769,2021
04/20/2021,away,15580,430,Mississippi St.,9,True,7,19,-12,loss,7 - 19,5062449,9,1,1.1,0,3,7,7,2,0,0,11,7,2,0,0,1,0,1,0,0,0,0,1,47,2,2,0,1,0,1,0,0,2475769,2021
04/24/2021,away,15580,419,Middle Tenn.,9,True,7,17,-10,loss,7 - 17,5065245,9,1,0.0,0,3,3,3,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,5,0,0,2475769,2021
05/02/2021,home,15580,706,UTSA,9,True,14,16,-2,loss,14 - 16,5072355,9,1,1.1,0,2,1,1,0,3,0,6,6,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,4,3,0,2475769,2021
05/08/2021,home,15580,574,Rice,9,True,0,7,-7,loss,0 - 7,5075952,9,1,0.2,0,1,1,0,1,0,0,5,3,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,5,0,0,2475769,2021
