date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/23/2019,home,14781,254,Georgia St.,9,True,6,15,-9,loss,6 - 15,4712905,48,1,2.2,0,1,5,1,4,3,0,14,8,0,0,0,0,0,1,0,0,0,0,1,50,1,3,0,0,0,4,2,2125092,2019
02/27/2019,home,14781,2915,Wofford,11,True,4,3,1,win,4 - 3,4717533,48,1,1.0,0,1,1,1,1,1,0,5,4,0,0,0,0,2,0,0,0,0,0,0,16,1,1,0,0,0,3,0,2125092,2019
03/04/2019,home,14781,47,Ball St.,9,True,12,4,8,win,12 - 4,4722757,48,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,2,0,2125092,2019
03/08/2019,away,14781,141,The Citadel,9,True,1,10,-9,loss,1 - 10,4726991,48,1,1.0,0,1,1,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,3,0,2125092,2019
03/15/2019,away,14781,792,Winthrop,9,True,1,9,-8,loss,1 - 9,4735959,48,1,0.2,0,2,1,1,1,0,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,2125092,2019
03/23/2019,home,14781,563,Radford,9,True,1,7,-6,loss,1 - 7,4746679,48,1,1.0,0,2,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,28,1,1,0,0,0,5,1,2125092,2019
03/26/2019,home,14781,632,Savannah St.,9,True,5,3,2,win,5 - 3,4749347,48,1,2.0,0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,23,3,1,0,0,0,3,1,2125092,2019
03/31/2019,away,14781,19651,High Point,9,True,2,8,-6,loss,2 - 8,4754457,48,1,0.1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,1,0,0,4,0,1,0,0,0,4,0,2125092,2019
04/02/2019,away,14781,10411,USC Upstate,9,True,7,11,-4,loss,7 - 11,4758789,48,1,2.0,0,2,2,2,1,3,0,9,7,0,0,0,0,1,0,0,0,0,0,1,38,1,2,0,0,0,2,1,2125092,2019
04/13/2019,home,14781,1092,Gardner-Webb,9,True,3,8,-5,loss,3 - 8,4769278,48,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,5,1,2125092,2019
04/16/2019,away,14781,253,Ga. Southern,9,True,4,7,-3,loss,4 - 7,4772191,48,1,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,4,0,2125092,2019
04/18/2019,away,14781,456,UNC Asheville,9,True,8,2,6,win,8 - 2,4773987,48,1,1.1,0,1,2,2,4,2,0,9,5,1,0,0,0,1,0,0,0,0,0,0,34,0,2,0,0,0,2,0,2125092,2019
05/07/2019,home,14781,1014,Col. of Charleston,9,True,2,9,-7,loss,2 - 9,4789016,48,1,2.0,0,1,0,0,2,2,0,9,7,0,0,0,0,0,0,0,0,0,0,0,41,1,3,0,0,0,3,0,2125092,2019
05/14/2019,away,14781,458,Charlotte,9,True,3,9,-6,loss,3 - 9,4791471,48,1,0.2,0,2,2,1,2,0,0,7,5,1,0,0,0,2,0,0,0,0,0,0,25,1,1,0,0,0,2,0,2125092,2019
05/17/2019,home,14781,1320,Presbyterian,9,True,4,6,-2,loss,4 - 6,4792160,48,1,1.2,0,0,0,0,3,2,0,9,6,0,0,0,0,1,0,0,0,0,0,0,35,1,2,0,0,0,3,0,2125092,2019
05/23/2019,home,14781,563,Radford,9,True,1,8,-7,loss,1 - 8,4794916,48,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,3,0,2125092,2019
