date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2021,home,15580,627,San Diego,10,True,19,18,1,win,19 - 18,5004079,626,1,0.2,0,3,3,3,0,0,0,5,5,0,0,0,2,0,0,0,3,3,0,0,0,2,0,0,0,0,3,0,0,2305163,2021
02/26/2021,home,15580,112,UC San Diego,9,True,10,4,6,win,10 - 4,5008889,626,1,1.1,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,15,1,1,0,0,0,3,0,0,2305163,2021
02/28/2021,away,15580,112,UC San Diego,9,True,13,6,7,win,13 - 6,5013543,626,1,1.1,0,1,0,0,0,2,0,6,5,0,0,0,0,0,1,0,3,0,0,0,23,0,2,0,0,0,5,1,0,2305163,2021
03/07/2021,home,15580,96,Fresno St.,9,True,12,7,5,win,12 - 7,5018557,626,1,2.0,0,1,0,0,2,3,0,9,7,0,0,0,0,0,0,0,1,0,0,0,40,1,2,0,0,0,2,2,0,2305163,2021
03/14/2021,home,15580,465,UNLV,9,True,8,6,2,win,8 - 6,5026119,626,1,4.0,0,7,3,3,1,2,0,18,17,1,0,0,1,0,0,0,0,0,0,0,58,6,2,0,0,0,1,0,0,2305163,2021
03/21/2021,home,15580,721,Air Force,9,True,9,13,-4,loss,9 - 13,5033636,626,1,3.2,0,5,1,1,0,3,0,18,15,1,1,0,0,0,1,0,2,2,0,2,65,3,6,0,0,0,3,0,0,2305163,2021
03/28/2021,away,15580,630,San Jose St.,9,True,14,4,10,win,14 - 4,5050262,626,1,6.1,0,5,3,3,0,8,0,25,24,1,0,0,1,1,1,0,0,0,0,0,88,7,4,1,0,0,1,3,0,2305163,2021
04/03/2021,home,15580,473,New Mexico,9,True,15,0,15,win,15 - 0,5046602,626,1,5.0,0,5,0,0,2,6,0,19,17,0,0,0,0,0,0,0,0,0,0,0,79,5,1,1,0,0,1,2,0,2305163,2021
04/11/2021,home,15580,466,Nevada,9,True,3,5,-2,loss,3 - 5,5054259,626,1,5.0,0,8,3,3,0,5,0,22,22,1,0,0,0,1,0,0,0,0,0,0,81,3,6,0,1,0,1,3,0,2305163,2021
04/18/2021,away,15580,96,Fresno St.,9,True,21,14,7,win,21 - 14,5060972,626,1,2.1,0,7,8,8,1,3,0,15,14,1,0,0,2,0,0,0,0,0,0,0,67,2,2,0,0,0,1,1,0,2305163,2021
04/25/2021,home,15580,30095,Utah Tech,9,True,9,1,8,win,9 - 1,5067161,626,1,6.0,0,5,0,0,1,6,0,22,21,0,0,0,0,0,0,0,0,0,0,0,81,4,5,1,0,0,1,0,1,2305163,2021
05/01/2021,away,15580,466,Nevada,9,True,7,15,-8,loss,7 - 15,5071358,626,1,3.1,0,8,6,5,0,2,0,18,18,1,0,0,3,3,0,0,0,0,0,0,70,2,5,0,1,0,1,0,0,2305163,2021
05/08/2021,home,15580,630,San Jose St.,9,True,10,6,4,win,10 - 6,5076149,626,1,3.0,0,2,2,2,2,4,0,14,11,0,0,0,1,0,1,0,0,0,0,0,58,2,3,0,0,0,3,2,0,2305163,2021
05/16/2021,away,15580,465,UNLV,9,True,1,8,-7,loss,1 - 8,5079136,626,1,3.0,0,3,2,1,0,5,0,15,11,0,0,0,1,0,2,0,1,1,1,1,51,1,3,0,0,0,2,0,0,2305163,2021
05/23/2021,away,15580,721,Air Force,9,True,20,13,7,win,20 - 13,5081420,626,1,2.0,0,6,4,4,0,3,0,12,12,4,0,0,0,0,0,0,0,0,0,0,51,1,2,0,0,0,2,2,0,2305163,2021
05/29/2021,away,15580,473,New Mexico,9,True,11,10,1,win,11 - 10,5082336,626,1,1.1,0,5,4,4,1,0,0,9,8,1,0,0,0,0,0,0,1,0,0,0,36,1,2,1,0,0,2,0,0,2305163,2021
