date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,home,15860,521,Oklahoma St.,9,True,3,0,3,win,3 - 0,5207921,736,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,3,0,0,2309807,2022
02/20/2022,home,15860,521,Oklahoma St.,9,True,5,7,-2,loss,5 - 7,5211238,736,1,1.0,0,3,2,2,0,2,0,6,6,2,0,0,0,0,0,0,0,0,0,0,26,0,1,0,1,0,4,1,0,2309807,2022
02/27/2022,home,15860,725,Army West Point,9,True,6,0,6,win,6 - 0,5218422,736,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,0,0,2309807,2022
03/01/2022,home,15860,1004,Central Ark.,9,True,5,2,3,win,5 - 2,5236958,736,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,7,0,0,2309807,2022
03/06/2022,away,15860,277,Hawaii,9,True,2,1,1,win,2 - 1,5241586,736,1,2.0,0,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0,1,0,21,3,1,0,0,1,4,0,0,2309807,2022
03/11/2022,home,15860,748,Wagner,9,True,12,7,5,win,12 - 7,5231235,736,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,3,0,0,2309807,2022
03/15/2022,home,15860,418,Michigan,9,True,5,4,1,win,5 - 4,5235884,736,1,1.0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,5,0,0,2309807,2022
03/20/2022,home,15860,434,Missouri,9,True,7,4,3,win,7 - 4,5240983,736,1,1.2,0,0,0,0,0,3,0,6,5,0,0,0,0,0,1,0,2,0,0,0,35,1,1,0,0,1,5,2,0,2309807,2022
03/26/2022,away,15860,648,South Carolina,9,True,6,8,-2,loss,6 - 8,5246807,736,1,1.2,0,4,1,1,0,1,0,7,7,1,0,0,0,0,0,0,1,1,0,0,24,2,0,0,0,0,4,0,0,2309807,2022
04/03/2022,home,15860,694,Tennessee,9,True,0,5,-5,loss,0 - 5,5254744,736,1,1.0,0,2,1,1,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,3,0,0,2309807,2022
