date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/01/2014,away,11620,523,Old Dominion,9,True,3,12,-9,loss,3 - 12,589446,587,1,2.0,3,2,2,1,2,0,10,8,0,0,0,1,0,0,0,0,0,1,0,39,2,2,0,0,0,3,0,1530374,2014
03/07/2014,away,11620,522,Oklahoma,9,True,5,7,-2,loss,5 - 7,590421,587,1,0.2,1,0,0,1,0,0,4,3,0,1,0,1,0,0,0,2,2,0,0,20,1,1,0,0,0,3,0,1530374,2014
03/09/2014,away,11620,522,Oklahoma,9,True,8,6,2,win,8 - 6,591126,587,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,7,0,2,0,0,0,2,0,1530374,2014
03/11/2014,home,11620,283,Hofstra,9,True,13,5,8,win,13 - 5,591661,587,1,3.0,2,1,1,1,1,0,11,10,1,0,0,0,0,0,0,0,0,0,0,36,2,5,0,0,0,2,1,1530374,2014
03/15/2014,home,11620,342,Lafayette,9,True,5,1,4,win,5 - 1,593057,587,1,7.0,5,1,1,0,5,0,29,25,1,0,0,0,0,3,0,0,0,1,0,91,4,12,1,0,0,1,2,1530374,2014
03/23/2014,away,11620,367,Louisville,9,True,11,2,9,win,11 - 2,595085,587,1,8.0,3,2,0,1,1,0,33,30,0,0,0,0,0,2,0,0,0,0,0,107,6,17,1,0,0,1,0,1530374,2014
03/29/2014,away,11620,164,UConn,9,True,4,11,-7,loss,4 - 11,596313,587,1,4.0,5,6,5,3,1,0,21,16,2,0,0,0,0,0,0,0,0,1,1,0,3,7,0,1,0,1,1,1530374,2014
04/05/2014,home,11620,288,Houston,9,True,1,9,-8,loss,1 - 9,598467,587,1,4.1,10,7,5,1,3,0,21,20,3,0,1,0,0,0,0,0,0,0,0,89,5,1,0,1,0,1,2,1530374,2014
04/12/2014,home,11620,272,Hartford,9,True,4,1,3,win,4 - 1,600133,587,1,8.0,2,1,0,2,6,0,29,26,0,0,0,1,0,1,0,0,0,0,0,95,4,13,1,0,0,1,3,1530374,2014
04/18/2014,home,11620,140,Cincinnati,9,True,3,1,2,win,3 - 1,601916,587,1,8.1,8,1,0,1,3,0,33,32,3,0,0,0,0,0,0,0,0,0,0,108,5,15,1,0,0,1,0,1530374,2014
04/26/2014,away,11620,128,UCF,11,True,3,4,-1,loss,3 - 4,604334,587,1,5.0,3,2,2,3,2,0,21,16,1,0,1,1,0,1,0,0,0,1,0,80,3,9,0,0,0,1,0,1530374,2014
05/03/2014,home,11620,690,Temple,9,True,4,3,1,win,4 - 3,606072,587,1,7.0,5,3,2,2,0,0,29,25,2,0,0,0,0,2,0,0,0,0,0,89,5,15,1,0,0,1,0,1530374,2014
05/10/2014,home,11620,651,South Fla.,12,True,5,4,1,win,5 - 4,607416,587,1,7.0,5,2,0,2,2,0,28,26,1,1,0,1,0,0,0,0,0,0,0,91,10,8,0,0,0,1,1,1530374,2014
05/16/2014,away,11620,404,Memphis,9,True,7,0,7,win,7 - 0,608081,587,1,6.0,5,0,0,0,3,0,23,21,1,0,0,0,0,2,0,0,0,0,0,75,2,11,1,0,0,1,3,1530374,2014
05/24/2014,home,11620,367,Louisville,9,True,3,9,-6,loss,3 - 9,608742,587,1,3.1,9,7,6,1,1,0,21,17,1,1,0,0,0,1,0,0,0,2,0,68,3,6,0,1,0,1,1,1530374,2014
